"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.160690247E2,1.100698471E0,1.244267747E-1,-1.000199890E1
1.160711354E2,1.110269666E0,1.435693651E-1,-1.000678444E1
1.160732462E2,1.110269666E0,1.483550072E-1,-1.001156998E1
1.160753570E2,1.119840980E0,1.196411327E-1,-1.000199890E1
1.160774677E2,1.110269666E0,1.435693651E-1,-1.001635551E1
1.160795785E2,1.119840980E0,1.292124242E-1,-1.002592659E1
1.160816893E2,1.129412293E0,1.339980662E-1,-1.003549862E1
1.160838000E2,1.129412293E0,1.196411327E-1,-1.006899738E1
1.160859108E2,1.124626637E0,1.244267747E-1,-1.005464077E1
1.160880216E2,1.115055323E0,1.292124242E-1,-1.004506969E1
1.160901323E2,1.105484009E0,1.292124242E-1,-1.003549862E1
1.160922431E2,1.100698471E0,1.244267747E-1,-1.004985523E1
1.160943539E2,1.105484009E0,1.292124242E-1,-1.004506969E1
1.160964646E2,1.110269666E0,1.244267747E-1,-1.004506969E1
1.160985754E2,1.105484009E0,1.244267747E-1,-1.003071213E1
1.161006862E2,1.105484009E0,1.292124242E-1,-1.004985523E1
1.161027969E2,1.095912814E0,1.244267747E-1,-1.004028416E1
1.161049077E2,1.100698471E0,1.339980662E-1,-1.003549862E1
1.161070185E2,1.100698471E0,1.244267747E-1,-1.003071213E1
1.161091292E2,1.110269666E0,1.292124242E-1,-1.001156998E1
1.161112400E2,1.086341500E0,1.292124242E-1,-1.001156998E1
1.161133508E2,1.095912814E0,1.244267747E-1,-9.992427826E0
1.161154615E2,1.115055323E0,1.196411327E-1,-9.982855797E0
1.161175723E2,1.115055323E0,1.339980662E-1,-1.000199890E1
1.161196830E2,1.110269666E0,1.100698411E-1,-9.978070259E0
1.161217938E2,1.105484009E0,1.196411327E-1,-9.997213364E0
1.161239046E2,1.105484009E0,1.196411327E-1,-1.000678444E1
1.161260153E2,1.100698471E0,1.292124242E-1,-9.987641335E0
1.161281261E2,1.110269666E0,1.148554832E-1,-1.001635551E1
1.161302368E2,1.110269666E0,1.196411327E-1,-1.002114105E1
1.161323476E2,1.105484009E0,1.244267747E-1,-1.002592659E1
1.161344584E2,1.115055323E0,1.292124242E-1,-1.003549862E1
1.161365691E2,1.110269666E0,1.148554832E-1,-1.000678444E1
1.161386799E2,1.119840980E0,1.148554832E-1,-1.003071213E1
1.161407906E2,1.100698471E0,1.196411327E-1,-1.002114105E1
1.161429014E2,1.091127157E0,1.339980662E-1,-1.002592659E1
1.161450122E2,1.095912814E0,1.387837082E-1,-1.002592659E1
1.161471229E2,1.091127157E0,1.292124242E-1,-1.001635551E1
1.161492337E2,1.095912814E0,1.148554832E-1,-1.003549862E1
1.161513444E2,1.115055323E0,1.148554832E-1,-1.003071213E1
1.161534552E2,1.100698471E0,1.292124242E-1,-1.003071213E1
1.161555660E2,1.100698471E0,1.292124242E-1,-1.003549862E1
1.161576767E2,1.105484009E0,1.292124242E-1,-1.004028416E1
1.161597876E2,1.110269666E0,1.148554832E-1,-1.004506969E1
1.161618983E2,1.105484009E0,1.244267747E-1,-1.003071213E1
1.161640090E2,1.100698471E0,1.148554832E-1,-1.002592659E1
1.161661198E2,1.105484009E0,1.244267747E-1,-1.002114105E1
1.161682306E2,1.100698471E0,1.196411327E-1,-1.001156998E1
1.161703413E2,1.100698471E0,1.148554832E-1,-9.997213364E0
1.161724521E2,1.095912814E0,1.052841991E-1,-9.982855797E0
1.161745629E2,1.095912814E0,1.100698411E-1,-9.973284721E0
1.161766736E2,1.086341500E0,1.148554832E-1,-9.949356079E0
1.161787844E2,1.100698471E0,1.052841991E-1,-9.934999466E0
1.161808952E2,1.071984529E0,1.196411327E-1,-9.930213928E0
1.161830059E2,1.071984529E0,1.244267747E-1,-9.920642853E0
1.161851167E2,1.076770186E0,1.052841991E-1,-9.915857315E0
1.161872275E2,1.076770186E0,1.148554832E-1,-9.891928673E0
1.161893382E2,1.086341500E0,1.196411327E-1,-9.915857315E0
1.161914490E2,1.081555843E0,1.100698411E-1,-9.920642853E0
1.161935598E2,1.067198873E0,1.052841991E-1,-9.920642853E0
1.161956705E2,1.057627559E0,1.052841991E-1,-9.915857315E0
1.161977813E2,1.076770186E0,1.052841991E-1,-9.939785004E0
1.161998921E2,1.095912814E0,1.052841991E-1,-9.968499184E0
1.162020028E2,1.105484009E0,1.052841991E-1,-9.963713646E0
1.162041136E2,1.076770186E0,1.052841991E-1,-9.958928108E0
1.162062243E2,1.086341500E0,1.100698411E-1,-9.968499184E0
1.162083351E2,1.105484009E0,1.100698411E-1,-9.987641335E0
1.162104459E2,1.086341500E0,9.571290761E-2,-1.000678444E1
1.162125566E2,1.091127157E0,1.100698411E-1,-1.000199890E1
1.162146674E2,1.091127157E0,1.052841991E-1,-1.003549862E1
1.162167781E2,1.100698471E0,9.092725813E-2,-1.002114105E1
1.162188889E2,1.095912814E0,9.571290761E-2,-1.001635551E1
1.162209997E2,1.081555843E0,1.004985496E-1,-1.000199890E1
1.162231104E2,1.100698471E0,1.100698411E-1,-1.000678444E1
1.162252212E2,1.081555843E0,1.052841991E-1,-9.987641335E0
1.162273319E2,1.071984529E0,1.004985496E-1,-9.973284721E0
1.162294427E2,1.086341500E0,1.004985496E-1,-9.968499184E0
1.162315535E2,1.091127157E0,1.148554832E-1,-9.939785004E0
1.162336642E2,1.091127157E0,1.052841991E-1,-9.939785004E0
1.162357750E2,1.071984529E0,1.052841991E-1,-9.925428391E0
1.162378858E2,1.052842021E0,1.052841991E-1,-9.911071777E0
1.162399965E2,1.067198873E0,1.004985496E-1,-9.868000984E0
1.162421073E2,1.067198873E0,1.004985496E-1,-9.901499748E0
1.162442181E2,1.081555843E0,1.052841991E-1,-9.882357597E0
1.162463288E2,1.086341500E0,9.571290761E-2,-9.858428955E0
1.162484396E2,1.067198873E0,9.092725813E-2,-9.882357597E0
1.162505503E2,1.076770186E0,9.571290761E-2,-9.882357597E0
1.162526611E2,1.071984529E0,1.004985496E-1,-9.877572060E0
1.162547719E2,1.057627559E0,1.004985496E-1,-9.891928673E0
1.162568826E2,1.076770186E0,1.004985496E-1,-9.906285286E0
1.162589934E2,1.086341500E0,8.614161611E-2,-9.877572060E0
1.162611042E2,1.086341500E0,1.052841991E-1,-9.877572060E0
1.162632149E2,1.076770186E0,8.614161611E-2,-9.882357597E0
1.162653257E2,1.081555843E0,1.004985496E-1,-9.868000984E0
1.162674365E2,1.081555843E0,9.092725813E-2,-9.915857315E0
1.162695473E2,1.076770186E0,9.092725813E-2,-9.911071777E0
1.162716580E2,1.067198873E0,1.100698411E-1,-9.906285286E0
1.162737688E2,1.076770186E0,1.052841991E-1,-9.920642853E0
1.162758795E2,1.067198873E0,9.571290761E-2,-9.925428391E0
1.162779903E2,1.091127157E0,1.004985496E-1,-9.915857315E0
1.162801011E2,1.076770186E0,1.004985496E-1,-9.901499748E0
1.162822118E2,1.071984529E0,8.614161611E-2,-9.901499748E0
1.162843226E2,1.081555843E0,8.614161611E-2,-9.863214493E0
1.162864334E2,1.076770186E0,7.657032460E-2,-9.839286804E0
1.162885441E2,1.057627559E0,9.092725813E-2,-9.815358162E0
1.162906549E2,1.076770186E0,9.571290761E-2,-9.820143700E0
1.162927656E2,1.062413216E0,6.699903309E-2,-9.791430473E0
1.162948764E2,1.052842021E0,9.092725813E-2,-9.767501831E0
1.162969872E2,1.052842021E0,9.092725813E-2,-9.757930756E0
1.162990979E2,1.048056364E0,8.614161611E-2,-9.762716293E0
1.163012087E2,1.057627559E0,9.092725813E-2,-9.738788605E0
1.163033194E2,1.057627559E0,9.571290761E-2,-9.738788605E0
1.163054302E2,1.057627559E0,8.614161611E-2,-9.753145218E0
1.163075410E2,1.057627559E0,9.571290761E-2,-9.743574142E0
1.163096517E2,1.067198873E0,8.135596663E-2,-9.738788605E0
1.163117625E2,1.062413216E0,8.135596663E-2,-9.767501831E0
1.163138733E2,1.071984529E0,8.135596663E-2,-9.777072906E0
1.163159840E2,1.086341500E0,7.178468257E-2,-9.772287369E0
1.163180948E2,1.057627559E0,7.657032460E-2,-9.791430473E0
1.163202055E2,1.062413216E0,8.135596663E-2,-9.810572624E0
1.163223163E2,1.062413216E0,8.135596663E-2,-9.820143700E0
1.163244271E2,1.067198873E0,7.178468257E-2,-9.829715729E0
1.163265378E2,1.057627559E0,8.614161611E-2,-9.848857880E0
1.163286486E2,1.062413216E0,7.657032460E-2,-9.863214493E0
1.163307594E2,1.067198873E0,7.657032460E-2,-9.834501266E0
1.163328701E2,1.062413216E0,5.742774159E-2,-9.839286804E0
1.163349809E2,1.057627559E0,7.657032460E-2,-9.820143700E0
1.163370917E2,1.057627559E0,7.178468257E-2,-9.786644936E0
1.163392024E2,1.062413216E0,8.135596663E-2,-9.786644936E0
1.163413132E2,1.048056364E0,6.221338734E-2,-9.777072906E0
1.163434240E2,1.057627559E0,7.657032460E-2,-9.757930756E0
1.163455347E2,1.052842021E0,7.178468257E-2,-9.724431038E0
1.163476455E2,1.052842021E0,7.178468257E-2,-9.738788605E0
1.163497562E2,1.043270707E0,7.657032460E-2,-9.710074425E0
1.163518670E2,1.043270707E0,7.178468257E-2,-9.695717812E0
1.163539778E2,1.043270707E0,6.699903309E-2,-9.700503349E0
1.163560885E2,1.048056364E0,8.135596663E-2,-9.652647018E0
1.163581993E2,1.048056364E0,7.178468257E-2,-9.667003632E0
1.163603101E2,1.043270707E0,8.135596663E-2,-9.667003632E0
1.163624209E2,1.043270707E0,7.178468257E-2,-9.647860527E0
1.163645316E2,1.033699393E0,7.178468257E-2,-9.647860527E0
1.163666424E2,1.052842021E0,6.699903309E-2,-9.652647018E0
1.163687531E2,1.043270707E0,8.135596663E-2,-9.643074989E0
1.163708639E2,1.043270707E0,7.178468257E-2,-9.638289452E0
1.163729747E2,1.038485050E0,5.742774159E-2,-9.667003632E0
1.163750854E2,1.048056364E0,6.221338734E-2,-9.671789169E0
1.163771962E2,1.057627559E0,7.657032460E-2,-9.657432556E0
1.163793069E2,1.052842021E0,7.657032460E-2,-9.667003632E0
1.163814177E2,1.043270707E0,7.178468257E-2,-9.700503349E0
1.163835285E2,1.043270707E0,6.699903309E-2,-9.700503349E0
1.163856392E2,1.038485050E0,6.699903309E-2,-9.695717812E0
1.163877500E2,1.048056364E0,6.221338734E-2,-9.710074425E0
1.163898608E2,1.038485050E0,7.657032460E-2,-9.705288887E0
1.163919715E2,1.033699393E0,6.699903309E-2,-9.695717812E0
1.163940823E2,1.028913736E0,5.742774159E-2,-9.705288887E0
1.163961930E2,1.048056364E0,6.699903309E-2,-9.695717812E0
1.163983038E2,1.048056364E0,5.742774159E-2,-9.686145782E0
1.164004146E2,1.043270707E0,7.178468257E-2,-9.686145782E0
1.164025253E2,1.033699393E0,7.178468257E-2,-9.681360245E0
1.164046361E2,1.033699393E0,5.742774159E-2,-9.681360245E0
1.164067468E2,1.043270707E0,5.742774159E-2,-9.652647018E0
1.164088576E2,1.052842021E0,4.785645381E-2,-9.643074989E0
1.164109684E2,1.038485050E0,7.178468257E-2,-9.614361763E0
1.164130791E2,1.019342422E0,7.178468257E-2,-9.585647583E0
1.164151899E2,1.024128079E0,6.699903309E-2,-9.576076508E0
1.164173007E2,1.024128079E0,6.699903309E-2,-9.590433121E0
1.164194114E2,1.028913736E0,6.221338734E-2,-9.576076508E0
1.164215222E2,1.024128079E0,6.221338734E-2,-9.556933403E0
1.164236330E2,1.024128079E0,5.264209956E-2,-9.509077072E0
1.164257437E2,1.033699393E0,6.221338734E-2,-9.489934921E0
1.164278545E2,1.014556766E0,6.699903309E-2,-9.489934921E0
1.164299653E2,1.009771109E0,6.221338734E-2,-9.485149384E0
1.164320760E2,1.014556766E0,5.264209956E-2,-9.485149384E0
1.164341868E2,1.028913736E0,6.221338734E-2,-9.489934921E0
1.164362976E2,1.004985452E0,6.699903309E-2,-9.509077072E0
1.164384083E2,1.033699393E0,6.699903309E-2,-9.504291534E0
1.164405191E2,1.024128079E0,5.742774159E-2,-9.518648148E0
1.164426299E2,1.028913736E0,5.264209956E-2,-9.552147865E0
1.164447406E2,1.028913736E0,5.264209956E-2,-9.571290970E0
1.164468514E2,1.009771109E0,5.742774159E-2,-9.571290970E0
1.164489622E2,1.028913736E0,4.307080805E-2,-9.585647583E0
1.164510729E2,1.024128079E0,5.742774159E-2,-9.600004196E0
1.164531837E2,1.024128079E0,5.264209956E-2,-9.628718376E0
1.164552944E2,1.033699393E0,4.307080805E-2,-9.647860527E0
1.164574052E2,1.028913736E0,5.264209956E-2,-9.652647018E0
1.164595160E2,1.028913736E0,4.785645381E-2,-9.657432556E0
1.164616267E2,1.038485050E0,3.828516230E-2,-9.633503914E0
1.164637375E2,1.033699393E0,4.785645381E-2,-9.643074989E0
1.164658483E2,1.038485050E0,4.785645381E-2,-9.623932838E0
1.164679590E2,1.038485050E0,6.221338734E-2,-9.609575272E0
1.164700698E2,1.033699393E0,5.742774159E-2,-9.623932838E0
1.164721805E2,1.028913736E0,5.264209956E-2,-9.590433121E0
1.164742913E2,1.033699393E0,5.264209956E-2,-9.556933403E0
1.164764021E2,1.038485050E0,4.785645381E-2,-9.547362328E0
1.164785128E2,1.024128079E0,4.785645381E-2,-9.552147865E0
1.164806236E2,1.024128079E0,3.349951655E-2,-9.523433685E0
1.164827343E2,1.024128079E0,3.828516230E-2,-9.499505997E0
1.164848451E2,1.009771109E0,4.307080805E-2,-9.489934921E0
1.164869559E2,1.009771109E0,5.264209956E-2,-9.470791817E0
1.164890666E2,1.024128079E0,4.785645381E-2,-9.461220741E0
1.164911774E2,1.024128079E0,4.785645381E-2,-9.446864128E0
1.164932881E2,1.024128079E0,4.307080805E-2,-9.427721024E0
1.164953989E2,1.014556766E0,4.307080805E-2,-9.427721024E0
1.164975097E2,1.009771109E0,2.392822690E-2,-9.437292099E0
1.164996204E2,1.004985452E0,2.871387079E-2,-9.437292099E0
1.165017312E2,1.009771109E0,3.828516230E-2,-9.446864128E0
1.165038420E2,1.004985452E0,3.828516230E-2,-9.442078590E0
1.165059527E2,1.004985452E0,4.307080805E-2,-9.446864128E0
1.165080635E2,1.014556766E0,5.264209956E-2,-9.446864128E0
1.165101743E2,1.014556766E0,4.785645381E-2,-9.461220741E0
1.165122850E2,1.024128079E0,3.828516230E-2,-9.494720459E0
1.165143958E2,1.024128079E0,4.307080805E-2,-9.509077072E0
1.165165066E2,1.028913736E0,4.785645381E-2,-9.485149384E0
1.165186173E2,1.028913736E0,2.392822690E-2,-9.494720459E0
1.165207281E2,1.019342422E0,4.307080805E-2,-9.485149384E0
1.165228389E2,1.019342422E0,3.349951655E-2,-9.504291534E0
1.165249496E2,1.019342422E0,3.349951655E-2,-9.499505997E0
1.165270604E2,1.019342422E0,3.828516230E-2,-9.499505997E0
1.165291712E2,1.028913736E0,3.828516230E-2,-9.494720459E0
1.165312819E2,1.019342422E0,5.264209956E-2,-9.494720459E0
1.165333927E2,1.028913736E0,3.349951655E-2,-9.504291534E0
1.165355035E2,1.024128079E0,4.785645381E-2,-9.480362892E0
1.165376142E2,1.014556766E0,3.349951655E-2,-9.485149384E0
1.165397250E2,1.004985452E0,3.828516230E-2,-9.489934921E0
1.165418358E2,1.024128079E0,3.349951655E-2,-9.494720459E0
1.165439465E2,1.019342422E0,2.871387079E-2,-9.480362892E0
1.165460573E2,1.014556766E0,4.785645381E-2,-9.485149384E0
1.165481680E2,1.019342422E0,1.914258115E-2,-9.456435204E0
1.165502788E2,1.024128079E0,2.871387079E-2,-9.466006279E0
1.165523895E2,1.019342422E0,2.392822690E-2,-9.456435204E0
1.165545003E2,1.024128079E0,3.828516230E-2,-9.451649666E0
1.165566111E2,1.004985452E0,1.914258115E-2,-9.446864128E0
1.165587218E2,1.009771109E0,4.785645381E-2,-9.446864128E0
1.165608326E2,9.954141974E-1,4.307080805E-2,-9.461220741E0
1.165629434E2,1.009771109E0,3.349951655E-2,-9.413364410E0
1.165650541E2,9.954141974E-1,3.349951655E-2,-9.427721024E0
1.165671649E2,1.019342422E0,2.871387079E-2,-9.422935486E0
1.165692756E2,1.009771109E0,3.828516230E-2,-9.427721024E0
1.165713864E2,1.000199914E0,3.349951655E-2,-9.413364410E0
1.165734972E2,1.009771109E0,2.871387079E-2,-9.432506561E0
1.165756079E2,1.000199914E0,2.871387079E-2,-9.422935486E0
1.165777187E2,9.954141974E-1,2.871387079E-2,-9.422935486E0
1.165798294E2,9.906286001E-1,1.914258115E-2,-9.427721024E0
1.165819402E2,1.009771109E0,4.307080805E-2,-9.432506561E0
1.165840510E2,9.954141974E-1,3.828516230E-2,-9.432506561E0
1.165861618E2,1.000199914E0,3.349951655E-2,-9.427721024E0
1.165882725E2,9.906286001E-1,3.349951655E-2,-9.446864128E0
1.165903833E2,9.906286001E-1,3.349951655E-2,-9.427721024E0
1.165924941E2,9.906286001E-1,2.392822690E-2,-9.432506561E0
1.165946048E2,1.004985452E0,2.392822690E-2,-9.422935486E0
1.165967156E2,1.000199914E0,1.435693540E-2,-9.437292099E0
1.165988263E2,1.004985452E0,1.914258115E-2,-9.418149948E0
1.166009371E2,9.954141974E-1,1.914258115E-2,-9.427721024E0
1.166030479E2,1.014556766E0,3.349951655E-2,-9.427721024E0
1.166051586E2,9.906286001E-1,4.307080805E-2,-9.442078590E0
1.166072694E2,1.000199914E0,1.435693540E-2,-9.437292099E0
1.166093802E2,1.000199914E0,2.871387079E-2,-9.432506561E0
1.166114909E2,9.954141974E-1,9.571290575E-3,-9.456435204E0
1.166136017E2,9.810572863E-1,9.571290575E-3,-9.442078590E0
1.166157125E2,1.000199914E0,1.435693540E-2,-9.456435204E0
1.166178232E2,1.004985452E0,9.571290575E-3,-9.466006279E0
1.166199340E2,1.004985452E0,9.571290575E-3,-9.470791817E0
1.166220448E2,9.954141974E-1,2.392822690E-2,-9.466006279E0
1.166241555E2,1.000199914E0,1.914258115E-2,-9.446864128E0
1.166262663E2,1.014556766E0,1.914258115E-2,-9.446864128E0
1.166283771E2,1.004985452E0,1.914258115E-2,-9.446864128E0
1.166304878E2,1.009771109E0,1.435693540E-2,-9.461220741E0
1.166325986E2,1.014556766E0,1.914258115E-2,-9.451649666E0
1.166347093E2,1.000199914E0,2.392822690E-2,-9.446864128E0
1.166368201E2,1.000199914E0,1.435693540E-2,-9.442078590E0
1.166389309E2,1.009771109E0,2.392822690E-2,-9.456435204E0
1.166410416E2,1.004985452E0,2.871387079E-2,-9.461220741E0
1.166431524E2,1.000199914E0,2.871387079E-2,-9.446864128E0
1.166452635E2,1.004985452E0,2.392822690E-2,-9.470791817E0
1.166473739E2,1.004985452E0,3.349951655E-2,-9.480362892E0
1.166494847E2,1.004985452E0,2.392822690E-2,-9.475577354E0
1.166515954E2,1.019342422E0,9.571290575E-3,-9.518648148E0
1.166537062E2,1.000199914E0,2.871387079E-2,-9.485149384E0
1.166558169E2,1.009771109E0,1.914258115E-2,-9.504291534E0
1.166579277E2,9.858429432E-1,1.435693540E-2,-9.489934921E0
1.166600385E2,1.014556766E0,2.392822690E-2,-9.518648148E0
1.166621492E2,1.004985452E0,1.914258115E-2,-9.485149384E0
1.166642600E2,1.009771109E0,4.785645287E-3,-9.509077072E0
1.166663708E2,1.009771109E0,3.349951655E-2,-9.504291534E0
1.166684815E2,1.004985452E0,1.914258115E-2,-9.499505997E0
1.166705923E2,1.019342422E0,1.914258115E-2,-9.494720459E0
1.166727031E2,1.019342422E0,1.435693540E-2,-9.499505997E0
1.166748138E2,1.019342422E0,1.435693540E-2,-9.480362892E0
1.166769246E2,1.009771109E0,1.435693540E-2,-9.494720459E0
1.166790353E2,1.028913736E0,1.435693540E-2,-9.494720459E0
1.166811461E2,1.004985452E0,0.000000000E0,-9.513862610E0
1.166832569E2,1.004985452E0,-4.785645287E-3,-9.485149384E0
1.166853677E2,1.014556766E0,9.571290575E-3,-9.470791817E0
1.166874784E2,1.009771109E0,1.435693540E-2,-9.489934921E0
1.166895892E2,1.019342422E0,1.435693540E-2,-9.494720459E0
1.166916999E2,1.004985452E0,9.571290575E-3,-9.466006279E0
1.166938107E2,1.014556766E0,1.914258115E-2,-9.480362892E0
1.166959215E2,1.019342422E0,1.914258115E-2,-9.489934921E0
1.166980322E2,1.019342422E0,1.914258115E-2,-9.480362892E0
1.167001430E2,1.014556766E0,9.571290575E-3,-9.489934921E0
1.167022538E2,1.014556766E0,1.435693540E-2,-9.489934921E0
1.167043645E2,1.004985452E0,1.914258115E-2,-9.513862610E0
1.167064753E2,1.004985452E0,9.571290575E-3,-9.528220177E0
1.167085861E2,1.009771109E0,9.571290575E-3,-9.518648148E0
1.167106968E2,1.024128079E0,1.914258115E-2,-9.523433685E0
1.167128076E2,1.009771109E0,4.785645287E-3,-9.518648148E0
1.167149184E2,1.009771109E0,1.435693540E-2,-9.552147865E0
1.167170291E2,1.014556766E0,1.435693540E-2,-9.566504478E0
1.167191399E2,1.014556766E0,1.435693540E-2,-9.571290970E0
1.167212506E2,1.024128079E0,1.914258115E-2,-9.561718941E0
1.167233614E2,1.009771109E0,1.435693540E-2,-9.580862045E0
1.167254722E2,1.019342422E0,1.914258115E-2,-9.576076508E0
1.167275829E2,1.009771109E0,4.785645287E-3,-9.580862045E0
1.167296937E2,1.028913736E0,2.392822690E-2,-9.571290970E0
1.167318044E2,1.019342422E0,1.435693540E-2,-9.580862045E0
1.167339152E2,1.038485050E0,2.392822690E-2,-9.595218658E0
1.167360260E2,1.019342422E0,4.785645287E-3,-9.600004196E0
1.167381367E2,1.019342422E0,4.785645287E-3,-9.576076508E0
1.167402475E2,1.000199914E0,4.785645287E-3,-9.590433121E0
1.167423583E2,1.004985452E0,4.785645287E-3,-9.604789734E0
1.167444690E2,1.004985452E0,0.000000000E0,-9.595218658E0
1.167465798E2,1.014556766E0,9.571290575E-3,-9.600004196E0
1.167486905E2,1.004985452E0,2.392822690E-2,-9.580862045E0
1.167508013E2,1.014556766E0,0.000000000E0,-9.590433121E0
1.167529121E2,9.954141974E-1,2.392822690E-2,-9.600004196E0
1.167550228E2,1.024128079E0,0.000000000E0,-9.590433121E0
1.167571336E2,9.858429432E-1,9.571290575E-3,-9.595218658E0
1.167592444E2,1.019342422E0,1.435693540E-2,-9.585647583E0
1.167613551E2,1.000199914E0,4.785645287E-3,-9.595218658E0
1.167634659E2,1.004985452E0,4.785645287E-3,-9.585647583E0
1.167655767E2,9.954141974E-1,4.785645287E-3,-9.590433121E0
1.167676874E2,1.009771109E0,0.000000000E0,-9.619147301E0
1.167697982E2,1.019342422E0,-9.571290575E-3,-9.628718376E0
1.167719090E2,1.009771109E0,9.571290575E-3,-9.628718376E0
1.167740197E2,1.024128079E0,4.785645287E-3,-9.628718376E0
1.167761305E2,1.038485050E0,1.914258115E-2,-9.633503914E0
1.167782413E2,1.019342422E0,0.000000000E0,-9.647860527E0
1.167803520E2,1.024128079E0,1.435693540E-2,-9.652647018E0
1.167824628E2,1.014556766E0,0.000000000E0,-9.667003632E0
1.167845736E2,1.019342422E0,0.000000000E0,-9.681360245E0
1.167866843E2,1.009771109E0,4.785645287E-3,-9.690931320E0
1.167887951E2,1.019342422E0,-4.785645287E-3,-9.690931320E0
1.167909058E2,1.024128079E0,1.435693540E-2,-9.690931320E0
1.167930166E2,1.028913736E0,9.571290575E-3,-9.695717812E0
1.167951274E2,1.028913736E0,9.571290575E-3,-9.695717812E0
1.167972381E2,1.009771109E0,4.785645287E-3,-9.700503349E0
1.167993489E2,1.019342422E0,9.571290575E-3,-9.705288887E0
1.168014597E2,1.019342422E0,4.785645287E-3,-9.700503349E0
1.168035704E2,1.019342422E0,0.000000000E0,-9.710074425E0
1.168056812E2,1.028913736E0,1.435693540E-2,-9.714859962E0
1.168077919E2,1.028913736E0,9.571290575E-3,-9.724431038E0
1.168099027E2,1.028913736E0,9.571290575E-3,-9.705288887E0
1.168120135E2,1.019342422E0,4.785645287E-3,-9.724431038E0
1.168141242E2,1.009771109E0,9.571290575E-3,-9.700503349E0
1.168162350E2,1.009771109E0,-9.571290575E-3,-9.705288887E0
1.168183458E2,1.019342422E0,-9.571290575E-3,-9.719645500E0
1.168204565E2,1.028913736E0,4.785645287E-3,-9.724431038E0
1.168225673E2,1.033699393E0,-4.785645287E-3,-9.710074425E0
1.168246780E2,1.043270707E0,0.000000000E0,-9.729216576E0
1.168267888E2,1.038485050E0,4.785645287E-3,-9.738788605E0
1.168288996E2,1.038485050E0,1.435693540E-2,-9.724431038E0
1.168310103E2,1.033699393E0,0.000000000E0,-9.738788605E0
1.168331211E2,1.024128079E0,-9.571290575E-3,-9.757930756E0
1.168352319E2,1.048056364E0,4.785645287E-3,-9.738788605E0
1.168373426E2,1.038485050E0,-4.785645287E-3,-9.757930756E0
1.168394534E2,1.019342422E0,-9.571290575E-3,-9.743574142E0
1.168415641E2,1.024128079E0,-9.571290575E-3,-9.729216576E0
1.168436749E2,1.019342422E0,-4.785645287E-3,-9.729216576E0
1.168457857E2,1.028913736E0,9.571290575E-3,-9.705288887E0
1.168478964E2,1.028913736E0,4.785645287E-3,-9.714859962E0
1.168500072E2,1.004985452E0,0.000000000E0,-9.676574707E0
1.168521180E2,1.019342422E0,0.000000000E0,-9.686145782E0
1.168542287E2,1.014556766E0,1.435693540E-2,-9.667003632E0
1.168563395E2,1.024128079E0,-4.785645287E-3,-9.643074989E0
1.168584503E2,1.028913736E0,0.000000000E0,-9.638289452E0
1.168605610E2,1.024128079E0,9.571290575E-3,-9.652647018E0
1.168626718E2,1.014556766E0,4.785645287E-3,-9.667003632E0
1.168647826E2,1.024128079E0,9.571290575E-3,-9.657432556E0
1.168668933E2,1.019342422E0,4.785645287E-3,-9.690931320E0
1.168690041E2,1.019342422E0,1.435693540E-2,-9.700503349E0
1.168711149E2,1.033699393E0,9.571290575E-3,-9.719645500E0
1.168732256E2,1.028913736E0,0.000000000E0,-9.753145218E0
1.168753364E2,1.033699393E0,-9.571290575E-3,-9.772287369E0
1.168774472E2,1.057627559E0,0.000000000E0,-9.796216011E0
1.168795579E2,1.048056364E0,-4.785645287E-3,-9.820143700E0
1.168816687E2,1.038485050E0,-9.571290575E-3,-9.834501266E0
1.168837794E2,1.038485050E0,0.000000000E0,-9.858428955E0
1.168858902E2,1.048056364E0,0.000000000E0,-9.848857880E0
1.168880010E2,1.057627559E0,9.571290575E-3,-9.863214493E0
1.168901117E2,1.057627559E0,0.000000000E0,-9.853643417E0
1.168922225E2,1.057627559E0,0.000000000E0,-9.863214493E0
1.168943333E2,1.057627559E0,0.000000000E0,-9.853643417E0
1.168964440E2,1.048056364E0,-4.785645287E-3,-9.863214493E0
1.168985548E2,1.048056364E0,-1.435693540E-2,-9.891928673E0
1.169006655E2,1.052842021E0,9.571290575E-3,-9.891928673E0
1.169027763E2,1.048056364E0,1.435693540E-2,-9.887143135E0
1.169048871E2,1.043270707E0,0.000000000E0,-9.906285286E0
1.169069978E2,1.062413216E0,-9.571290575E-3,-9.906285286E0
1.169091086E2,1.048056364E0,-4.785645287E-3,-9.915857315E0
1.169112193E2,1.057627559E0,9.571290575E-3,-9.896714211E0
1.169133301E2,1.038485050E0,9.571290575E-3,-9.901499748E0
1.169154409E2,1.038485050E0,4.785645287E-3,-9.906285286E0
1.169175516E2,1.043270707E0,1.914258115E-2,-9.887143135E0
1.169196624E2,1.048056364E0,0.000000000E0,-9.872786522E0
1.169217732E2,1.048056364E0,0.000000000E0,-9.868000984E0
1.169238839E2,1.038485050E0,9.571290575E-3,-9.863214493E0
1.169259947E2,1.038485050E0,-9.571290575E-3,-9.839286804E0
1.169281054E2,1.043270707E0,-9.571290575E-3,-9.834501266E0
1.169302162E2,1.024128079E0,4.785645287E-3,-9.853643417E0
