"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.821662692E1,-1.939495653E-2,-1.357647032E-1,6.307178736E-2
5.821873775E1,-2.061668597E-2,-1.308777779E-1,6.307178736E-2
5.822084848E1,-2.061668597E-2,-1.247691289E-1,6.307178736E-2
5.822295926E1,-1.817322709E-2,-1.211039424E-1,6.307178736E-2
5.822507004E1,-1.695149764E-2,-1.149952933E-1,6.307178736E-2
5.822718083E1,-1.695149764E-2,-1.125518382E-1,6.307178736E-2
5.822929161E1,-1.695149764E-2,-1.052214578E-1,6.307178736E-2
5.823140239E1,-1.450803876E-2,-1.003345400E-1,6.185005978E-2
5.823351317E1,-1.328630932E-2,-9.544762224E-2,6.062832847E-2
5.823562395E1,-1.328630932E-2,-9.056070447E-2,6.185005978E-2
5.823773473E1,-1.328630932E-2,-8.567378670E-2,6.185005978E-2
5.823984551E1,-1.328630932E-2,-8.078686893E-2,6.062832847E-2
5.824195624E1,-1.328630932E-2,-7.712167501E-2,6.062832847E-2
5.824406702E1,-1.450803876E-2,-7.101303339E-2,6.062832847E-2
5.824617781E1,-1.450803876E-2,-6.368265301E-2,6.062832847E-2
5.824828859E1,-1.450803876E-2,-5.879573524E-2,5.940660089E-2
5.825039937E1,-1.328630932E-2,-5.390881747E-2,5.940660089E-2
5.825251015E1,-1.328630932E-2,-4.902189970E-2,5.940660089E-2
5.825462093E1,-1.328630932E-2,-4.291325063E-2,5.940660089E-2
5.825673171E1,-1.328630932E-2,-3.436114267E-2,5.818486959E-2
5.825884249E1,-1.206457894E-2,-3.069595434E-2,5.940660089E-2
5.826095327E1,-1.084284950E-2,-2.458730713E-2,5.818486959E-2
5.826306406E1,-1.084284950E-2,-1.847865991E-2,5.818486959E-2
5.826517484E1,-9.621120058E-3,-1.359174121E-2,5.818486959E-2
5.826728562E1,-8.399390616E-3,-8.704823442E-3,5.818486959E-2
5.826939635E1,-7.177661173E-3,-2.596175298E-3,5.818486959E-2
5.827150713E1,-4.734201822E-3,4.734201822E-3,5.818486959E-2
5.827361791E1,-5.955931731E-3,1.206457894E-2,5.818486959E-2
5.827572869E1,-4.734201822E-3,1.572976820E-2,5.696314201E-2
5.827783947E1,-3.512472380E-3,2.183841541E-2,5.818486959E-2
5.827995025E1,-3.512472380E-3,2.794706449E-2,5.696314201E-2
5.828206104E1,-1.069013379E-3,3.283398226E-2,5.574141070E-2
5.828417182E1,1.527161949E-4,3.894263133E-2,5.574141070E-2
5.828628260E1,1.527161949E-4,4.627300799E-2,5.574141070E-2
5.828839338E1,-1.069013379E-3,5.238165334E-2,5.451968312E-2
5.829050416E1,1.527161949E-4,5.971203372E-2,5.451968312E-2
5.829261489E1,-2.290742937E-3,6.582067907E-2,5.451968312E-2
5.829472567E1,1.527161949E-4,7.070759684E-2,5.574141070E-2
5.829683645E1,-1.069013379E-3,7.803797722E-2,5.329795182E-2
5.829894723E1,1.527161949E-4,8.536835015E-2,5.451968312E-2
5.830105801E1,1.527161949E-4,9.392046183E-2,5.329795182E-2
5.830316880E1,-1.069013379E-3,9.880737960E-2,5.329795182E-2
5.830527958E1,-1.069013379E-3,1.061377525E-1,5.207622424E-2
5.830739036E1,2.596175298E-3,1.159115955E-1,5.207622424E-2
5.830950114E1,3.817904973E-3,1.195767820E-1,5.207622424E-2
5.831161192E1,5.039634649E-3,1.269071549E-1,5.085449293E-2
5.831372270E1,3.817904973E-3,1.342375278E-1,5.207622424E-2
5.831583348E1,5.039634649E-3,1.403461844E-1,5.085449293E-2
5.831794426E1,6.261364091E-3,1.488982886E-1,5.207622424E-2
5.832005499E1,6.261364091E-3,1.537852138E-1,4.963276163E-2
5.832216577E1,8.704823442E-3,1.598938555E-1,4.963276163E-2
5.832427656E1,9.926552884E-3,1.647807807E-1,4.963276163E-2
5.832638734E1,1.114828233E-2,1.721111536E-1,4.963276163E-2
5.832849812E1,1.114828233E-2,1.782197952E-1,4.963276163E-2
5.833060890E1,1.359174121E-2,1.855501831E-1,4.963276163E-2
5.833271968E1,1.237001177E-2,1.916588247E-1,4.963276163E-2
5.833483046E1,1.359174121E-2,1.941022873E-1,4.718930274E-2
5.833694124E1,1.359174121E-2,2.026543915E-1,4.841103405E-2
5.833905202E1,1.359174121E-2,2.099847645E-1,4.718930274E-2
5.834116281E1,1.359174121E-2,2.185368687E-1,4.596757516E-2
5.834327359E1,1.481347065E-2,2.246455252E-1,4.596757516E-2
5.834538437E1,1.603520103E-2,2.319758981E-1,4.596757516E-2
5.834749510E1,1.603520103E-2,2.368628234E-1,4.596757516E-2
5.834960588E1,1.481347065E-2,2.429714650E-1,4.596757516E-2
5.835171666E1,1.603520103E-2,2.503018379E-1,4.596757516E-2
5.835382744E1,1.725693047E-2,2.576322258E-1,4.596757516E-2
5.835593822E1,1.603520103E-2,2.649625838E-1,4.474584386E-2
5.835804900E1,1.725693047E-2,2.698495090E-1,4.474584386E-2
5.836015978E1,1.970038936E-2,2.759581506E-1,4.352411628E-2
5.836227057E1,1.970038936E-2,2.808450758E-1,4.352411628E-2
5.836438135E1,1.970038936E-2,2.893971801E-1,4.352411628E-2
5.836649213E1,2.092211880E-2,2.942841053E-1,4.352411628E-2
5.836860291E1,2.214384824E-2,3.016144931E-1,4.230238497E-2
5.837071369E1,2.092211880E-2,3.052796721E-1,4.352411628E-2
5.837282447E1,2.214384824E-2,3.126100600E-1,4.108065739E-2
5.837493520E1,2.214384824E-2,3.174969554E-1,4.230238497E-2
5.837704598E1,2.336557768E-2,3.211621642E-1,3.985892609E-2
5.837915676E1,2.336557768E-2,3.272708058E-1,4.108065739E-2
5.838126755E1,2.580903657E-2,3.321577311E-1,3.985892609E-2
5.838337833E1,2.580903657E-2,3.394880891E-1,4.108065739E-2
5.838548911E1,2.580903657E-2,3.407098353E-1,3.863719851E-2
5.838759989E1,2.458730713E-2,3.480401933E-1,3.985892609E-2
5.838971067E1,2.580903657E-2,3.504836559E-1,3.863719851E-2
5.839182145E1,2.336557768E-2,3.590357602E-1,3.985892609E-2
5.839393223E1,2.458730713E-2,3.627009690E-1,3.741546720E-2
5.839604301E1,2.703076601E-2,3.663661480E-1,3.741546720E-2
5.839815374E1,2.825249545E-2,3.712530732E-1,3.619373962E-2
5.840026452E1,2.703076601E-2,3.798051775E-1,3.741546720E-2
5.840237531E1,2.703076601E-2,3.846921027E-1,3.619373962E-2
5.840448609E1,2.947422490E-2,3.883572817E-1,3.619373962E-2
5.840659687E1,2.947422490E-2,3.932442069E-1,3.619373962E-2
5.840870765E1,2.947422490E-2,3.981311321E-1,3.619373962E-2
5.841081843E1,2.947422490E-2,4.054614902E-1,3.497200832E-2
5.841292921E1,3.191768378E-2,4.079049528E-1,3.375028074E-2
5.841503999E1,3.191768378E-2,4.140135944E-1,3.497200832E-2
5.841715077E1,3.191768378E-2,4.164570570E-1,3.375028074E-2
5.841926156E1,3.436114267E-2,4.225656986E-1,3.375028074E-2
5.842137229E1,3.313941509E-2,4.250091612E-1,3.252854943E-2
5.842348312E1,3.436114267E-2,4.298960865E-1,3.252854943E-2
5.842559385E1,3.313941509E-2,4.372264743E-1,3.252854943E-2
5.842770463E1,3.191768378E-2,4.408916533E-1,3.252854943E-2
5.842981541E1,3.436114267E-2,4.421133697E-1,3.130681813E-2
5.843192619E1,3.313941509E-2,4.457785785E-1,3.130681813E-2
5.843403697E1,3.558287397E-2,4.506655037E-1,3.008509055E-2
5.843614775E1,3.558287397E-2,4.567741454E-1,3.008509055E-2
5.843825854E1,3.680460155E-2,4.616610706E-1,3.008509055E-2
5.844036932E1,3.558287397E-2,4.653262496E-1,2.886336111E-2
5.844248010E1,3.680460155E-2,4.702131748E-1,2.886336111E-2
5.844459088E1,3.802633286E-2,4.738783538E-1,2.886336111E-2
5.844670161E1,3.802633286E-2,4.787652791E-1,3.008509055E-2
5.844881239E1,3.802633286E-2,4.824304581E-1,2.886336111E-2
5.845092317E1,3.802633286E-2,4.860956371E-1,2.764163166E-2
5.845303395E1,4.046979174E-2,4.934260249E-1,2.764163166E-2
5.845514473E1,4.169152305E-2,4.970912039E-1,2.764163166E-2
5.845725551E1,4.169152305E-2,5.007563829E-1,2.764163166E-2
5.845936630E1,4.291325063E-2,5.056433082E-1,2.641990222E-2
5.846147708E1,4.169152305E-2,5.105302334E-1,2.397644334E-2
5.846358786E1,4.291325063E-2,5.166388750E-1,2.519817278E-2
5.846569864E1,4.291325063E-2,5.203040838E-1,2.519817278E-2
5.846780942E1,4.291325063E-2,5.227475166E-1,2.397644334E-2
5.846992020E1,4.657844082E-2,5.312996507E-1,2.275471389E-2
5.847203098E1,4.413498193E-2,5.361865759E-1,2.397644334E-2
5.847414176E1,4.413498193E-2,5.398517251E-1,2.275471389E-2
5.847625249E1,4.413498193E-2,5.459604263E-1,2.275471389E-2
5.847836327E1,4.657844082E-2,5.484038591E-1,2.275471389E-2
5.848047406E1,4.535670951E-2,5.545125008E-1,2.275471389E-2
5.848258484E1,4.413498193E-2,5.581777096E-1,2.153298259E-2
5.848469562E1,4.413498193E-2,5.642863512E-1,2.153298259E-2
5.848680640E1,4.657844082E-2,5.691732764E-1,2.031125315E-2
5.848891718E1,4.535670951E-2,5.728384256E-1,2.031125315E-2
5.849102796E1,4.657844082E-2,5.777253509E-1,2.153298259E-2
5.849313874E1,4.902189970E-2,5.813905597E-1,2.031125315E-2
5.849524952E1,4.780016840E-2,5.874992013E-1,1.908952370E-2
5.849736031E1,4.657844082E-2,5.911644101E-1,1.908952370E-2
5.849947104E1,4.902189970E-2,5.972730517E-1,1.786779426E-2
5.850158182E1,5.146535859E-2,6.009382010E-1,1.908952370E-2
5.850369260E1,5.024362728E-2,6.046034098E-1,1.786779426E-2
5.850580338E1,5.024362728E-2,6.119337678E-1,1.786779426E-2
5.850791416E1,5.390881747E-2,6.168206930E-1,1.786779426E-2
5.851002494E1,5.513054505E-2,6.217076182E-1,1.664606482E-2
5.851213572E1,5.390881747E-2,6.265945435E-1,1.786779426E-2
5.851424650E1,5.390881747E-2,6.327031851E-1,1.786779426E-2
5.851635729E1,5.390881747E-2,6.375901103E-1,1.664606482E-2
5.851846807E1,5.513054505E-2,6.436987519E-1,1.542433538E-2
5.852057885E1,5.513054505E-2,6.473639607E-1,1.542433538E-2
5.852268958E1,5.513054505E-2,6.522508860E-1,1.664606482E-2
5.852480041E1,5.635227636E-2,6.546943188E-1,1.420260593E-2
5.852691114E1,5.513054505E-2,6.608029604E-1,1.420260593E-2
5.852902192E1,5.635227636E-2,6.644681692E-1,1.420260593E-2
5.853113270E1,5.635227636E-2,6.705768108E-1,1.420260593E-2
5.853324348E1,5.513054505E-2,6.730202436E-1,1.298087649E-2
5.853535426E1,5.635227636E-2,6.803506613E-1,1.298087649E-2
5.853746505E1,5.635227636E-2,6.815723777E-1,1.298087649E-2
5.853957583E1,5.757400393E-2,6.852375865E-1,1.175914705E-2
5.854168661E1,5.635227636E-2,6.901245117E-1,1.053741761E-2
5.854379739E1,5.879573524E-2,6.950113773E-1,1.175914705E-2
5.854590817E1,5.879573524E-2,6.986765862E-1,1.175914705E-2
5.854801895E1,5.879573524E-2,7.035635114E-1,9.315688163E-3
5.855012973E1,5.879573524E-2,7.096721530E-1,1.053741761E-2
5.855224051E1,5.879573524E-2,7.108938694E-1,9.315688163E-3
5.855435124E1,6.123919412E-2,7.145590782E-1,1.053741761E-2
5.855646202E1,6.001746282E-2,7.182242870E-1,9.315688163E-3
5.855857281E1,6.001746282E-2,7.206677198E-1,1.053741761E-2
5.856068359E1,6.001746282E-2,7.267763615E-1,9.315688163E-3
5.856279437E1,6.001746282E-2,7.292198539E-1,8.093958721E-3
5.856490515E1,6.246092543E-2,7.316632867E-1,9.315688163E-3
5.856701588E1,6.123919412E-2,7.365502119E-1,8.093958721E-3
5.856912671E1,6.246092543E-2,7.389936447E-1,6.872228812E-3
5.857123749E1,6.123919412E-2,7.438805699E-1,8.093958721E-3
5.857334827E1,6.123919412E-2,7.451022863E-1,8.093958721E-3
5.857545906E1,6.123919412E-2,7.463240623E-1,6.872228812E-3
5.857756978E1,6.123919412E-2,7.487674952E-1,6.872228812E-3
5.857968057E1,6.123919412E-2,7.524327040E-1,6.872228812E-3
5.858179135E1,6.123919412E-2,7.560978532E-1,4.428769462E-3
5.858390213E1,6.123919412E-2,7.573196292E-1,5.650499370E-3
5.858601291E1,6.123919412E-2,7.609847784E-1,4.428769462E-3
5.858812369E1,6.123919412E-2,7.634282708E-1,5.650499370E-3
5.859023447E1,6.001746282E-2,7.670934200E-1,4.428769462E-3
5.859234525E1,6.123919412E-2,7.670934200E-1,4.428769462E-3
5.859445604E1,6.246092543E-2,7.695369124E-1,3.207040019E-3
5.859656682E1,6.246092543E-2,7.719803452E-1,3.207040019E-3
5.859867760E1,6.368265301E-2,7.744238377E-1,1.985310577E-3
5.860078833E1,6.123919412E-2,7.768672705E-1,4.428769462E-3
5.860289916E1,6.246092543E-2,7.756455541E-1,1.985310577E-3
5.860500989E1,6.246092543E-2,7.780889869E-1,7.635809598E-4
5.860712067E1,6.246092543E-2,7.817541957E-1,3.207040019E-3
5.860923145E1,6.490438432E-2,7.841976881E-1,3.207040019E-3
5.861134223E1,6.490438432E-2,7.854194045E-1,7.635809598E-4
5.861345301E1,6.612611562E-2,7.854194045E-1,1.985310577E-3
5.861556380E1,6.612611562E-2,7.890845537E-1,1.985310577E-3
5.861767458E1,6.612611562E-2,7.915280461E-1,1.985310577E-3
5.861978536E1,6.612611562E-2,7.927497625E-1,7.635809598E-4
5.862189614E1,6.734783947E-2,7.939714789E-1,7.635809598E-4
5.862400692E1,6.734783947E-2,7.951932549E-1,7.635809598E-4
5.862611770E1,6.734783947E-2,7.988584042E-1,-4.581485991E-4
5.862822848E1,6.612611562E-2,7.988584042E-1,7.635809598E-4
5.863033921E1,6.734783947E-2,8.025236130E-1,-1.679878100E-3
5.863244999E1,6.490438432E-2,8.000801206E-1,-4.581485991E-4
5.863456077E1,6.612611562E-2,8.037453294E-1,-1.679878100E-3
5.863667156E1,6.612611562E-2,8.074105382E-1,-1.679878100E-3
5.863878234E1,6.490438432E-2,8.074105382E-1,-1.679878100E-3
5.864089312E1,6.368265301E-2,8.098539710E-1,-2.901607659E-3
5.864300390E1,6.490438432E-2,8.122974634E-1,-1.679878100E-3
5.864511468E1,6.612611562E-2,8.122974634E-1,-1.679878100E-3
5.864722546E1,6.612611562E-2,8.135191798E-1,-1.679878100E-3
5.864933624E1,6.612611562E-2,8.171843290E-1,-2.901607659E-3
5.865144702E1,6.612611562E-2,8.184061050E-1,-2.901607659E-3
5.865355775E1,6.734783947E-2,8.208495378E-1,-4.123337101E-3
5.865566854E1,6.856957078E-2,8.208495378E-1,-4.123337101E-3
5.865777932E1,6.734783947E-2,8.220712543E-1,-2.901607659E-3
5.865989010E1,6.979130208E-2,8.220712543E-1,-2.901607659E-3
5.866200088E1,7.101303339E-2,8.257364631E-1,-2.901607659E-3
5.866411171E1,6.979130208E-2,8.281798959E-1,-4.123337101E-3
5.866622244E1,7.223475724E-2,8.318451047E-1,-4.123337101E-3
5.866833322E1,6.979130208E-2,8.318451047E-1,-5.345067009E-3
5.867044400E1,7.101303339E-2,8.330668211E-1,-4.123337101E-3
5.867255478E1,7.345648855E-2,8.342885971E-1,-5.345067009E-3
5.867466557E1,7.101303339E-2,8.367320299E-1,-5.345067009E-3
5.867677635E1,7.223475724E-2,8.379537463E-1,-5.345067009E-3
5.867888713E1,7.101303339E-2,8.391754627E-1,-6.566796452E-3
5.868099786E1,7.345648855E-2,8.403972387E-1,-6.566796452E-3
5.868310864E1,7.223475724E-2,8.416189551E-1,-7.788525894E-3
5.868521942E1,6.979130208E-2,8.452841640E-1,-7.788525894E-3
5.868733020E1,7.101303339E-2,8.452841640E-1,-7.788525894E-3
5.868944098E1,7.345648855E-2,8.501710296E-1,-6.566796452E-3
5.869155176E1,7.223475724E-2,8.501710296E-1,-7.788525894E-3
5.869366254E1,7.223475724E-2,8.526145220E-1,-7.788525894E-3
5.869577333E1,6.979130208E-2,8.526145220E-1,-7.788525894E-3
5.869788411E1,6.979130208E-2,8.562797308E-1,-7.788525894E-3
5.869999489E1,7.223475724E-2,8.587231636E-1,-7.788525894E-3
5.870210567E1,7.101303339E-2,8.611665964E-1,-9.010255337E-3
5.870421645E1,7.345648855E-2,8.636100888E-1,-1.023198478E-2
5.870632723E1,7.101303339E-2,8.660535216E-1,-9.010255337E-3
5.870843796E1,7.223475724E-2,8.660535216E-1,-7.788525894E-3
5.871054874E1,7.223475724E-2,8.660535216E-1,-1.023198478E-2
5.871265952E1,7.223475724E-2,8.697187304E-1,-9.010255337E-3
5.871477031E1,7.345648855E-2,8.709404469E-1,-7.788525894E-3
5.871688109E1,7.345648855E-2,8.709404469E-1,-9.010255337E-3
5.871899187E1,7.467821985E-2,8.746056557E-1,-1.023198478E-2
5.872110265E1,7.345648855E-2,8.746056557E-1,-1.023198478E-2
5.872321343E1,7.467821985E-2,8.746056557E-1,-1.023198478E-2
5.872532421E1,7.589995116E-2,8.746056557E-1,-1.145371422E-2
5.872743499E1,7.589995116E-2,8.733839393E-1,-1.023198478E-2
5.872954577E1,7.589995116E-2,8.758273721E-1,-1.023198478E-2
5.873165650E1,7.467821985E-2,8.770490885E-1,-1.145371422E-2
5.873376729E1,7.467821985E-2,8.794925809E-1,-1.145371422E-2
5.873587807E1,7.345648855E-2,8.807142973E-1,-1.267544460E-2
5.873798885E1,7.467821985E-2,8.782708645E-1,-1.145371422E-2
5.874009963E1,7.589995116E-2,8.794925809E-1,-1.145371422E-2
5.874221041E1,7.467821985E-2,8.807142973E-1,-1.267544460E-2
5.874432119E1,7.712167501E-2,8.819360137E-1,-1.267544460E-2
5.874643197E1,7.467821985E-2,8.819360137E-1,-1.267544460E-2
5.874854275E1,7.589995116E-2,8.831577301E-1,-1.389717404E-2
5.875065354E1,7.345648855E-2,8.819360137E-1,-1.389717404E-2
5.875276432E1,7.467821985E-2,8.831577301E-1,-1.389717404E-2
5.875487510E1,7.467821985E-2,8.856012225E-1,-1.389717404E-2
5.875698583E1,7.467821985E-2,8.819360137E-1,-1.511890348E-2
5.875909661E1,7.467821985E-2,8.807142973E-1,-1.511890348E-2
5.876120739E1,7.467821985E-2,8.831577301E-1,-1.511890348E-2
5.876331817E1,7.467821985E-2,8.807142973E-1,-1.511890348E-2
5.876542895E1,7.223475724E-2,8.794925809E-1,-1.511890348E-2
5.876753973E1,7.223475724E-2,8.770490885E-1,-1.511890348E-2
5.876965051E1,7.345648855E-2,8.782708645E-1,-1.634063199E-2
5.877176130E1,7.223475724E-2,8.782708645E-1,-1.511890348E-2
5.877387208E1,7.223475724E-2,8.770490885E-1,-1.634063199E-2
5.877598286E1,7.101303339E-2,8.758273721E-1,-1.634063199E-2
5.877809364E1,7.223475724E-2,8.733839393E-1,-1.634063199E-2
5.878020442E1,7.101303339E-2,8.721621633E-1,-1.756236330E-2
5.878231520E1,7.345648855E-2,8.709404469E-1,-1.634063199E-2
5.878442593E1,7.223475724E-2,8.709404469E-1,-1.756236330E-2
5.878653671E1,7.345648855E-2,8.684970140E-1,-1.756236330E-2
5.878864749E1,7.345648855E-2,8.672752976E-1,-1.634063199E-2
5.879075827E1,7.345648855E-2,8.660535216E-1,-1.756236330E-2
5.879286906E1,7.345648855E-2,8.660535216E-1,-1.756236330E-2
5.879497984E1,7.467821985E-2,8.636100888E-1,-1.878409274E-2
5.879709062E1,7.345648855E-2,8.623883724E-1,-1.878409274E-2
5.879920140E1,6.856957078E-2,8.611665964E-1,-1.878409274E-2
5.880131218E1,6.734783947E-2,8.611665964E-1,-2.000582218E-2
5.880342296E1,6.368265301E-2,8.575014472E-1,-2.000582218E-2
5.880553374E1,6.246092543E-2,8.575014472E-1,-2.122755162E-2
5.880764452E1,6.246092543E-2,8.550579548E-1,-2.122755162E-2
5.880975525E1,6.246092543E-2,8.513928056E-1,-2.122755162E-2
5.881186604E1,6.246092543E-2,8.501710296E-1,-2.122755162E-2
5.881397682E1,6.490438432E-2,8.489493132E-1,-2.244928107E-2
5.881608760E1,6.612611562E-2,8.440623879E-1,-2.122755162E-2
5.881819838E1,6.734783947E-2,8.428406715E-1,-2.244928107E-2
5.882030916E1,7.223475724E-2,8.391754627E-1,-2.122755162E-2
5.882241994E1,7.223475724E-2,8.379537463E-1,-2.244928107E-2
5.882453072E1,7.345648855E-2,8.355103135E-1,-2.122755162E-2
5.882664150E1,7.467821985E-2,8.318451047E-1,-2.122755162E-2
5.882875228E1,7.712167501E-2,8.306233883E-1,-2.122755162E-2
5.883086307E1,7.834340632E-2,8.294016719E-1,-2.122755162E-2
5.883297385E1,7.712167501E-2,8.245147467E-1,-2.122755162E-2
5.883508458E1,7.589995116E-2,8.245147467E-1,-2.244928107E-2
5.883719536E1,7.223475724E-2,8.232930303E-1,-2.122755162E-2
5.883930614E1,6.979130208E-2,8.208495378E-1,-2.122755162E-2
5.884141692E1,6.856957078E-2,8.220712543E-1,-2.367101051E-2
5.884352770E1,6.612611562E-2,8.208495378E-1,-2.489273995E-2
5.884563848E1,6.612611562E-2,8.184061050E-1,-2.367101051E-2
5.884774926E1,6.246092543E-2,8.196278214E-1,-2.367101051E-2
5.884986005E1,6.123919412E-2,8.196278214E-1,-2.489273995E-2
5.885197083E1,6.001746282E-2,8.159626126E-1,-2.367101051E-2
5.885408161E1,6.001746282E-2,8.184061050E-1,-2.489273995E-2
5.885619239E1,6.001746282E-2,8.135191798E-1,-2.489273995E-2
5.885830312E1,6.001746282E-2,8.135191798E-1,-2.611446939E-2
5.886041395E1,6.246092543E-2,8.110756874E-1,-2.367101051E-2
5.886252468E1,6.734783947E-2,8.086322546E-1,-2.489273995E-2
5.886463546E1,6.856957078E-2,8.037453294E-1,-2.611446939E-2
5.886674624E1,6.979130208E-2,8.037453294E-1,-2.489273995E-2
5.886885702E1,7.101303339E-2,8.013018966E-1,-2.489273995E-2
5.887096781E1,7.223475724E-2,8.000801206E-1,-2.489273995E-2
5.887307859E1,7.101303339E-2,7.976366878E-1,-2.611446939E-2
5.887518937E1,6.979130208E-2,7.964149714E-1,-2.489273995E-2
5.887730015E1,6.734783947E-2,7.939714789E-1,-2.489273995E-2
5.887941093E1,6.734783947E-2,7.927497625E-1,-2.611446939E-2
5.888152171E1,6.612611562E-2,7.915280461E-1,-2.489273995E-2
5.888363249E1,6.368265301E-2,7.915280461E-1,-2.611446939E-2
5.888574322E1,6.123919412E-2,7.927497625E-1,-2.611446939E-2
5.888785400E1,5.513054505E-2,7.915280461E-1,-2.611446939E-2
5.888996479E1,5.390881747E-2,7.890845537E-1,-2.611446939E-2
5.889207557E1,5.390881747E-2,7.890845537E-1,-2.611446939E-2
5.889418635E1,5.268708616E-2,7.878628373E-1,-2.733619884E-2
5.889629713E1,5.268708616E-2,7.866411209E-1,-2.855792828E-2
5.889840791E1,5.513054505E-2,7.841976881E-1,-2.855792828E-2
5.890051869E1,5.635227636E-2,7.829759121E-1,-2.855792828E-2
5.890262947E1,5.879573524E-2,7.805324793E-1,-2.733619884E-2
5.890474025E1,6.246092543E-2,7.744238377E-1,-2.733619884E-2
5.890685104E1,6.490438432E-2,7.719803452E-1,-2.733619884E-2
5.890896182E1,6.734783947E-2,7.695369124E-1,-2.733619884E-2
5.891107260E1,6.979130208E-2,7.658717036E-1,-2.733619884E-2
5.891318338E1,7.223475724E-2,7.634282708E-1,-2.611446939E-2
5.891529411E1,7.345648855E-2,7.609847784E-1,-2.733619884E-2
5.891740489E1,7.345648855E-2,7.573196292E-1,-2.733619884E-2
5.891951567E1,7.345648855E-2,7.548761368E-1,-2.733619884E-2
5.892162645E1,7.345648855E-2,7.536544204E-1,-2.855792828E-2
5.892373723E1,6.856957078E-2,7.499892116E-1,-2.855792828E-2
5.892584801E1,6.612611562E-2,7.487674952E-1,-2.733619884E-2
5.892795880E1,6.246092543E-2,7.463240623E-1,-2.733619884E-2
5.893006958E1,6.001746282E-2,7.438805699E-1,-2.855792828E-2
5.893218036E1,5.635227636E-2,7.414371371E-1,-2.855792828E-2
5.893429114E1,5.513054505E-2,7.377719283E-1,-2.977965772E-2
5.893640192E1,5.268708616E-2,7.377719283E-1,-2.977965772E-2
5.893851265E1,5.024362728E-2,7.328850031E-1,-2.855792828E-2
5.894062343E1,4.902189970E-2,7.304415703E-1,-2.977965772E-2
5.894273421E1,5.024362728E-2,7.243329287E-1,-2.977965772E-2
5.894484499E1,4.657844082E-2,7.231112123E-1,-2.855792828E-2
5.894695577E1,4.902189970E-2,7.182242870E-1,-2.977965772E-2
5.894906656E1,5.268708616E-2,7.157807946E-1,-2.855792828E-2
5.895117734E1,5.146535859E-2,7.108938694E-1,-2.977965772E-2
5.895328812E1,5.390881747E-2,7.072287202E-1,-2.855792828E-2
5.895539890E1,5.390881747E-2,7.011200786E-1,-2.977965772E-2
5.895750968E1,5.635227636E-2,6.950113773E-1,-2.855792828E-2
5.895962046E1,6.001746282E-2,6.913462281E-1,-2.977965772E-2
5.896173124E1,6.001746282E-2,6.876810193E-1,-2.977965772E-2
5.896384197E1,6.123919412E-2,6.803506613E-1,-2.977965772E-2
5.896595275E1,6.123919412E-2,6.779071689E-1,-2.977965772E-2
5.896806354E1,6.123919412E-2,6.742420197E-1,-2.855792828E-2
5.897017432E1,6.123919412E-2,6.693550944E-1,-2.733619884E-2
5.897228510E1,6.001746282E-2,6.632464528E-1,-2.977965772E-2
5.897439588E1,6.001746282E-2,6.595812440E-1,-2.855792828E-2
5.897650666E1,5.635227636E-2,6.546943188E-1,-2.977965772E-2
5.897861744E1,5.390881747E-2,6.498073936E-1,-3.100138716E-2
5.898072822E1,5.268708616E-2,6.449204683E-1,-3.100138716E-2
5.898283900E1,5.024362728E-2,6.412553191E-1,-2.855792828E-2
5.898494979E1,4.657844082E-2,6.388118267E-1,-2.977965772E-2
5.898706057E1,4.413498193E-2,6.327031851E-1,-2.977965772E-2
5.898917135E1,4.291325063E-2,6.278162599E-1,-3.100138716E-2
5.899128208E1,4.046979174E-2,6.241511106E-1,-3.100138716E-2
5.899339286E1,4.291325063E-2,6.204859018E-1,-2.977965772E-2
5.899550364E1,4.291325063E-2,6.131555438E-1,-3.222311661E-2
5.899761442E1,4.413498193E-2,6.070469022E-1,-3.100138716E-2
5.899972520E1,4.413498193E-2,6.033816934E-1,-3.100138716E-2
5.900183598E1,4.413498193E-2,5.984947681E-1,-2.977965772E-2
5.900394676E1,4.535670951E-2,5.923861265E-1,-2.977965772E-2
5.900605755E1,4.291325063E-2,5.862774849E-1,-2.977965772E-2
5.900816833E1,4.535670951E-2,5.813905597E-1,-3.100138716E-2
5.901027911E1,4.780016840E-2,5.765036345E-1,-2.977965772E-2
5.901238989E1,4.657844082E-2,5.691732764E-1,-2.977965772E-2
5.901450062E1,4.657844082E-2,5.667297840E-1,-3.100138716E-2
5.901661140E1,4.657844082E-2,5.618428588E-1,-2.977965772E-2
5.901872218E1,4.657844082E-2,5.581777096E-1,-3.100138716E-2
5.902083296E1,4.780016840E-2,5.532907844E-1,-2.977965772E-2
5.902294374E1,4.413498193E-2,5.471821427E-1,-2.977965772E-2
5.902505452E1,4.657844082E-2,5.447386503E-1,-3.100138716E-2
5.902716531E1,4.535670951E-2,5.386300087E-1,-2.977965772E-2
5.902927609E1,4.413498193E-2,5.337430835E-1,-3.100138716E-2
5.903138687E1,4.046979174E-2,5.288561583E-1,-3.100138716E-2
5.903349765E1,3.924806044E-2,5.264127254E-1,-2.977965772E-2
5.903560843E1,4.046979174E-2,5.215258002E-1,-2.977965772E-2
5.903771921E1,4.046979174E-2,5.190823674E-1,-2.977965772E-2
5.903982994E1,3.680460155E-2,5.141954422E-1,-3.100138716E-2
