"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.865825670E-1,3.680460155E-2,1.855501831E-1,-1.629481763E-1
7.886933480E-1,3.191768378E-2,1.745546162E-1,-1.580612659E-1
7.908041300E-1,3.191768378E-2,1.611155868E-1,-1.531743407E-1
7.929149110E-1,3.069595434E-2,1.501200199E-1,-1.495091617E-1
7.950256920E-1,2.703076601E-2,1.342375278E-1,-1.446222365E-1
7.971364730E-1,2.703076601E-2,1.220202371E-1,-1.397353113E-1
7.992472550E-1,2.458730713E-2,1.085812151E-1,-1.360701323E-1
8.013580360E-1,2.092211880E-2,9.514218569E-2,-1.311832070E-1
8.034688170E-1,1.847865991E-2,8.048143238E-2,-1.262962967E-1
8.055795980E-1,1.725693047E-2,6.826414168E-2,-1.214093715E-1
8.076903280E-1,1.481347065E-2,5.238165334E-2,-1.177441850E-1
8.098011090E-1,1.359174121E-2,3.649916872E-2,-1.128572673E-1
8.119118900E-1,9.926552884E-3,2.306014486E-2,-1.091920808E-1
8.140227230E-1,8.704823442E-3,1.084284950E-2,-1.043051630E-1
8.161334530E-1,7.483093534E-3,-6.261364091E-3,-9.941824526E-2
8.182442340E-1,6.261364091E-3,-1.847865991E-2,-9.330959618E-2
8.203550150E-1,3.817904973E-3,-3.313941509E-2,-8.842267841E-2
8.224657960E-1,1.374445739E-3,-4.535670951E-2,-8.231402934E-2
8.245765780E-1,1.374445739E-3,-5.879573524E-2,-7.742711157E-2
8.266873590E-1,-1.069013379E-3,-6.979130208E-2,-6.887500733E-2
8.287981400E-1,-2.290742937E-3,-8.200860023E-2,-6.154462695E-2
8.309089210E-1,-3.512472380E-3,-9.544762224E-2,-5.543597788E-2
8.330197030E-1,-3.512472380E-3,-1.039997265E-1,-4.932733253E-2
8.351304840E-1,-3.512472380E-3,-1.125518382E-1,-4.199695215E-2
8.372412650E-1,-5.955931731E-3,-1.211039424E-1,-3.466657549E-2
8.393520460E-1,-5.955931731E-3,-1.333212405E-1,-2.733619884E-2
8.414628280E-1,-5.955931731E-3,-1.382081509E-1,-2.000582218E-2
8.435736090E-1,-7.177661173E-3,-1.455385387E-1,-1.267544460E-2
8.456843900E-1,-5.955931731E-3,-1.492037177E-1,-6.566796452E-3
8.477951710E-1,-8.399390616E-3,-1.540906429E-1,7.635809598E-4
8.499059530E-1,-1.206457894E-2,-1.601992846E-1,6.872228812E-3
8.520167340E-1,-1.450803876E-2,-1.650862098E-1,1.420260593E-2
8.541275150E-1,-1.817322709E-2,-1.663079411E-1,2.275471389E-2
8.562382960E-1,-1.939495653E-2,-1.675296724E-1,2.886336111E-2
8.583490260E-1,-2.306014486E-2,-1.687513888E-1,3.741546720E-2
8.604598070E-1,-2.550360374E-2,-1.687513888E-1,4.474584386E-2
8.625706400E-1,-2.794706449E-2,-1.663079411E-1,5.085449293E-2
8.646813690E-1,-2.916879393E-2,-1.663079411E-1,5.818486959E-2
8.667921510E-1,-3.039052337E-2,-1.638644785E-1,6.551524997E-2
8.689029320E-1,-3.039052337E-2,-1.601992846E-1,7.406735420E-2
8.710137130E-1,-3.161225095E-2,-1.553123742E-1,8.139773458E-2
8.731244940E-1,-3.161225095E-2,-1.540906429E-1,8.994983882E-2
8.752352760E-1,-3.161225095E-2,-1.504254490E-1,9.850194305E-2
8.773460570E-1,-3.161225095E-2,-1.430950761E-1,1.058323234E-1
8.794568380E-1,-3.161225095E-2,-1.357647032E-1,1.143844277E-1
8.815676190E-1,-2.794706449E-2,-1.259908676E-1,1.229365394E-1
8.836784010E-1,-2.916879393E-2,-1.186604798E-1,1.302669197E-1
8.857891820E-1,-2.794706449E-2,-1.052214578E-1,1.375972927E-1
8.878999630E-1,-2.672533318E-2,-9.178243577E-2,1.461493969E-1
8.900107440E-1,-2.672533318E-2,-7.956513762E-2,1.547015011E-1
8.921215260E-1,-2.794706449E-2,-6.123919412E-2,1.608101577E-1
8.942323070E-1,-2.794706449E-2,-4.413498193E-2,1.693622619E-1
8.963430880E-1,-2.794706449E-2,-2.580903657E-2,1.779143661E-1
8.984538690E-1,-2.672533318E-2,-8.704823442E-3,1.864664704E-1
9.005646510E-1,-2.916879393E-2,1.084284950E-2,1.962403059E-1
9.026754320E-1,-2.916879393E-2,2.916879393E-2,2.035706937E-1
9.047861610E-1,-2.794706449E-2,4.871646687E-2,2.133445293E-1
9.068969940E-1,-2.672533318E-2,6.704241037E-2,2.218966335E-1
9.090077230E-1,-2.550360374E-2,8.659008145E-2,2.304487377E-1
9.111185050E-1,-2.428187430E-2,1.036942974E-1,2.402225733E-1
9.132292860E-1,-2.550360374E-2,1.207985133E-1,2.475529462E-1
9.153400670E-1,-2.428187430E-2,1.391244531E-1,2.585485280E-1
9.174508480E-1,-2.306014486E-2,1.550069451E-1,2.671006322E-1
9.195616300E-1,-2.061668597E-2,1.684459597E-1,2.756527364E-1
9.216724110E-1,-2.061668597E-2,1.843284518E-1,2.854265571E-1
9.237831920E-1,-2.061668597E-2,1.977674663E-1,2.939786613E-1
9.258939730E-1,-2.061668597E-2,2.075413018E-1,3.025307953E-1
9.280047550E-1,-1.939495653E-2,2.160934210E-1,3.123046160E-1
9.301155360E-1,-2.061668597E-2,2.234237939E-1,3.208567202E-1
9.322263170E-1,-2.061668597E-2,2.295324355E-1,3.294088244E-1
9.343370980E-1,-2.428187430E-2,2.307541668E-1,3.391826749E-1
9.364478800E-1,-2.550360374E-2,2.331976295E-1,3.489564955E-1
9.385586610E-1,-2.794706449E-2,2.307541668E-1,3.575085998E-1
9.406694420E-1,-3.039052337E-2,2.283107042E-1,3.685041666E-1
9.427802230E-1,-3.405570984E-2,2.185368687E-1,3.758345544E-1
9.448910050E-1,-3.649916872E-2,2.087630332E-1,3.856084049E-1
9.470017860E-1,-3.894263133E-2,1.977674663E-1,3.953822255E-1
9.491125670E-1,-4.382954910E-2,1.831067204E-1,4.051560760E-1
9.512233480E-1,-4.749473557E-2,1.660024971E-1,4.149298966E-1
9.533341300E-1,-4.993819445E-2,1.476765573E-1,4.247037470E-1
9.554449110E-1,-5.238165334E-2,1.293506175E-1,4.344775677E-1
9.575556920E-1,-5.604684353E-2,1.073594838E-1,4.430296719E-1
9.596664730E-1,-5.849030241E-2,8.414662629E-2,4.540252388E-1
9.617772030E-1,-6.093376130E-2,6.215549260E-2,4.650208056E-1
9.638879840E-1,-6.459894776E-2,3.772090003E-2,4.747946560E-1
9.659987650E-1,-6.704241037E-2,1.206457894E-2,4.845684767E-1
9.681095460E-1,-7.070759684E-2,-1.359174121E-2,4.943423271E-1
9.702203280E-1,-7.315105945E-2,-4.046979174E-2,5.053378940E-1
9.723311090E-1,-7.437278330E-2,-6.490438432E-2,5.151117444E-1
9.744418900E-1,-7.681624591E-2,-9.056070447E-2,5.248855352E-1
9.765526710E-1,-7.925970852E-2,-1.174387559E-1,5.346593857E-1
9.786634530E-1,-8.170316368E-2,-1.430950761E-1,5.432115197E-1
9.807742340E-1,-8.536835015E-2,-1.663079411E-1,5.542070866E-1
9.828850150E-1,-8.659008145E-2,-1.882990748E-1,5.627591610E-1
9.849957960E-1,-9.025526792E-2,-2.090684772E-1,5.725330114E-1
9.871065780E-1,-9.392046183E-2,-2.261726856E-1,5.798633695E-1
9.892173590E-1,-9.514218569E-2,-2.432768941E-1,5.908589363E-1
9.913281400E-1,-1.000291109E-1,-2.579376400E-1,5.994110703E-1
9.934389210E-1,-1.000291109E-1,-2.713766694E-1,6.091849208E-1
9.955497030E-1,-1.049160287E-1,-2.823722363E-1,6.177369952E-1
9.976604840E-1,-1.061377525E-1,-2.897026241E-1,6.275108457E-1
9.997712650E-1,-1.073594838E-1,-2.933678031E-1,6.360629797E-1
1.001882046E0,-1.110246703E-1,-2.958112657E-1,6.458367705E-1
1.003992828E0,-1.098029464E-1,-2.970330119E-1,6.531671882E-1
1.006103609E0,-1.098029464E-1,-2.970330119E-1,6.629409790E-1
1.008214338E0,-1.110246703E-1,-2.897026241E-1,6.727148294E-1
1.010325171E0,-1.110246703E-1,-2.848156989E-1,6.812669635E-1
1.012435901E0,-1.122464016E-1,-2.787070572E-1,6.910407543E-1
1.014546682E0,-1.110246703E-1,-2.689332068E-1,7.008146048E-1
1.016657463E0,-1.110246703E-1,-2.542724609E-1,7.105884552E-1
1.018768244E0,-1.098029464E-1,-2.383899838E-1,7.203623056E-1
1.020879026E0,-1.073594838E-1,-2.237292230E-1,7.313578725E-1
1.022989807E0,-1.061377525E-1,-2.041815519E-1,7.399099469E-1
1.025100588E0,-1.073594838E-1,-1.858556122E-1,7.509055138E-1
1.027211369E0,-1.073594838E-1,-1.663079411E-1,7.606793642E-1
1.029322151E0,-1.061377525E-1,-1.443168074E-1,7.704532146E-1
1.031432932E0,-1.085812151E-1,-1.211039424E-1,7.802270651E-1
1.033543713E0,-1.085812151E-1,-9.911280870E-2,7.900008559E-1
1.035654494E0,-1.085812151E-1,-7.589995116E-2,8.009964228E-1
1.037765276E0,-1.085812151E-1,-5.146535859E-2,8.132137656E-1
1.039876057E0,-1.098029464E-1,-2.825249545E-2,8.229875565E-1
1.041986838E0,-1.098029464E-1,-3.817904973E-3,8.352048993E-1
1.044097619E0,-1.098029464E-1,1.939495653E-2,8.474221826E-1
1.046208401E0,-1.085812151E-1,4.016435891E-2,8.571959734E-1
1.048319182E0,-1.098029464E-1,6.215549260E-2,8.706350327E-1
1.050429963E0,-1.085812151E-1,8.414662629E-2,8.828523159E-1
1.052540744E0,-1.073594838E-1,1.012508348E-1,8.975130916E-1
1.054651526E0,-1.061377525E-1,1.207985133E-1,9.097303748E-1
1.056762255E0,-1.061377525E-1,1.403461844E-1,9.207259417E-1
1.058873036E0,-1.061377525E-1,1.574503928E-1,9.341649413E-1
1.060983817E0,-1.049160287E-1,1.745546162E-1,9.463822842E-1
1.063094598E0,-1.049160287E-1,1.916588247E-1,9.610430002E-1
1.065205380E0,-1.061377525E-1,2.075413018E-1,9.720385671E-1
1.067316161E0,-1.073594838E-1,2.209803313E-1,9.866993427E-1
1.069426942E0,-1.073594838E-1,2.331976295E-1,1.000138402E0
1.071537723E0,-1.110246703E-1,2.454149276E-1,1.012355685E0
1.073648505E0,-1.134681329E-1,2.551887631E-1,1.024572968E0
1.075759286E0,-1.146898642E-1,2.625191510E-1,1.038012028E0
1.077870067E0,-1.183550507E-1,2.637408674E-1,1.050229311E0
1.079980848E0,-1.232419685E-1,2.649625838E-1,1.062446594E0
1.082091630E0,-1.281288862E-1,2.637408674E-1,1.074663877E0
1.084202411E0,-1.305723488E-1,2.551887631E-1,1.088102937E0
1.086313192E0,-1.342375278E-1,2.466366589E-1,1.099098444E0
1.088423973E0,-1.366809905E-1,2.344193608E-1,1.112537503E0
1.090534755E0,-1.379027218E-1,2.185368687E-1,1.123533010E0
1.092645536E0,-1.427896470E-1,2.002109289E-1,1.136972070E0
1.094756317E0,-1.464548260E-1,1.794415265E-1,1.147967696E0
1.096867098E0,-1.464548260E-1,1.598938555E-1,1.157741427E0
1.098977880E0,-1.513417512E-1,1.354592592E-1,1.169958711E0
1.101088661E0,-1.550069451E-1,1.110246703E-1,1.180954337E0
1.103199442E0,-1.562286615E-1,8.414662629E-2,1.193171620E0
1.105310171E0,-1.623373181E-1,5.726857483E-2,1.201723695E0
1.107420953E0,-1.647807807E-1,3.039052337E-2,1.212719321E0
1.109531734E0,-1.672242284E-1,1.069013379E-3,1.222493172E0
1.111642515E0,-1.708894223E-1,-2.703076601E-2,1.232267022E0
1.113753296E0,-1.745546162E-1,-5.513054505E-2,1.239597321E0
1.115864078E0,-1.769980639E-1,-8.567378670E-2,1.249371171E0
1.117974859E0,-1.794415265E-1,-1.162170246E-1,1.257923245E0
1.120085640E0,-1.831067204E-1,-1.467602700E-1,1.266475439E0
1.122196421E0,-1.867718995E-1,-1.748600453E-1,1.275027514E0
1.124307203E0,-1.879936308E-1,-2.029598206E-1,1.282357931E0
1.126417984E0,-1.904370934E-1,-2.298378795E-1,1.288466573E0
1.128528765E0,-1.916588247E-1,-2.542724609E-1,1.294575214E0
1.130639546E0,-1.965457499E-1,-2.774853408E-1,1.303127289E0
1.132750328E0,-1.989891976E-1,-2.970330119E-1,1.310457706E0
1.134861109E0,-2.014326602E-1,-3.153589368E-1,1.316566348E0
1.136971890E0,-2.038761228E-1,-3.312414289E-1,1.321453214E0
1.139082671E0,-2.038761228E-1,-3.446804583E-1,1.326340199E0
1.141193453E0,-2.050978541E-1,-3.605629504E-1,1.331227064E0
1.143304234E0,-2.063195854E-1,-3.715584874E-1,1.336113930E0
1.145415015E0,-2.075413018E-1,-3.801106215E-1,1.342222691E0
1.147525796E0,-2.063195854E-1,-3.923279047E-1,1.345887780E0
1.149636578E0,-2.075413018E-1,-4.008800089E-1,1.353218198E0
1.151747307E0,-2.038761228E-1,-4.069886506E-1,1.355661631E0
1.153858088E0,-2.075413018E-1,-4.130973220E-1,1.361770272E0
1.155968869E0,-2.050978541E-1,-4.192059636E-1,1.366657257E0
1.158079651E0,-2.038761228E-1,-4.240928590E-1,1.371544123E0
1.160190432E0,-2.026543915E-1,-4.265363216E-1,1.376431108E0
1.162301213E0,-2.014326602E-1,-4.289797843E-1,1.381317973E0
1.164411994E0,-2.014326602E-1,-4.253146052E-1,1.384983182E0
1.166522776E0,-2.026543915E-1,-4.216494262E-1,1.391091824E0
1.168633557E0,-2.014326602E-1,-4.179842174E-1,1.395978689E0
1.170744338E0,-2.002109289E-1,-4.082103968E-1,1.399643898E0
1.172855119E0,-1.989891976E-1,-3.996582925E-1,1.402087331E0
1.174965901E0,-1.977674663E-1,-3.911061883E-1,1.409417748E0
1.177076682E0,-1.965457499E-1,-3.788888752E-1,1.413082957E0
1.179187463E0,-1.953240186E-1,-3.654498458E-1,1.416748166E0
1.181298244E0,-1.928805560E-1,-3.495673835E-1,1.420413375E0
1.183409026E0,-1.928805560E-1,-3.349066079E-1,1.426522017E0
1.185519807E0,-1.892153621E-1,-3.190241456E-1,1.430187106E0
1.187630588E0,-1.879936308E-1,-3.006981909E-1,1.433852315E0
1.189741369E0,-1.867718995E-1,-2.811505198E-1,1.438739300E0
1.191852151E0,-1.855501831E-1,-2.640463114E-1,1.443626165E0
1.193962932E0,-1.831067204E-1,-2.432768941E-1,1.446069598E0
1.196073713E0,-1.831067204E-1,-2.237292230E-1,1.450956583E0
1.198184494E0,-1.806632578E-1,-2.041815519E-1,1.454621792E0
1.200295223E0,-1.818849891E-1,-1.834121495E-1,1.457065225E0
1.202406057E0,-1.794415265E-1,-1.626427472E-1,1.461952090E0
1.204516786E0,-1.818849891E-1,-1.406516135E-1,1.465617299E0
1.206627567E0,-1.806632578E-1,-1.211039424E-1,1.469282508E0
1.208738348E0,-1.794415265E-1,-1.039997265E-1,1.472947717E0
1.210849130E0,-1.769980639E-1,-8.200860023E-2,1.475391150E0
1.212959911E0,-1.769980639E-1,-6.246092543E-2,1.479056358E0
1.215070692E0,-1.769980639E-1,-4.535670951E-2,1.481499791E0
1.217181473E0,-1.782197952E-1,-2.580903657E-2,1.483943224E0
1.219292255E0,-1.769980639E-1,-1.114828233E-2,1.486386776E0
1.221403036E0,-1.757763475E-1,3.512472380E-3,1.487608433E0
1.223513817E0,-1.733328849E-1,2.183841541E-2,1.490051866E0
1.225624598E0,-1.721111536E-1,3.527744114E-2,1.491273642E0
1.227735380E0,-1.708894223E-1,4.993819445E-2,1.493717074E0
1.229846161E0,-1.721111536E-1,6.215549260E-2,1.493717074E0
1.231956942E0,-1.696676910E-1,7.192932814E-2,1.493717074E0
1.234067723E0,-1.708894223E-1,8.170316368E-2,1.494938850E0
1.236178505E0,-1.708894223E-1,8.781181276E-2,1.492495418E0
1.238289286E0,-1.708894223E-1,9.636391699E-2,1.492495418E0
1.240400067E0,-1.733328849E-1,9.758564830E-2,1.492495418E0
1.242510848E0,-1.745546162E-1,9.880737960E-2,1.493717074E0
1.244621630E0,-1.733328849E-1,1.036942974E-1,1.491273642E0
1.246732411E0,-1.757763475E-1,1.036942974E-1,1.490051866E0
1.248843192E0,-1.769980639E-1,1.024725661E-1,1.491273642E0
1.250953973E0,-1.782197952E-1,9.758564830E-2,1.487608433E0
1.253064755E0,-1.769980639E-1,9.269873053E-2,1.485165000E0
1.255175484E0,-1.782197952E-1,8.659008145E-2,1.483943224E0
1.257286265E0,-1.794415265E-1,7.925970852E-2,1.482721567E0
1.259397046E0,-1.782197952E-1,7.070759684E-2,1.480278134E0
1.261507828E0,-1.806632578E-1,5.971203372E-2,1.477834582E0
1.263618609E0,-1.806632578E-1,4.627300799E-2,1.476612926E0
1.265729390E0,-1.818849891E-1,3.161225095E-2,1.472947717E0
1.267840171E0,-1.818849891E-1,1.817322709E-2,1.468060732E0
1.269950901E0,-1.794415265E-1,2.290742937E-3,1.465617299E0
1.272061734E0,-1.806632578E-1,-1.725693047E-2,1.461952090E0
1.274172515E0,-1.794415265E-1,-3.191768378E-2,1.457065225E0
1.276283296E0,-1.831067204E-1,-5.024362728E-2,1.452178240E0
1.278394078E0,-1.855501831E-1,-6.734783947E-2,1.447291374E0
1.280504859E0,-1.879936308E-1,-8.567378670E-2,1.444847941E0
1.282615640E0,-1.904370934E-1,-1.027780026E-1,1.437517524E0
1.284726421E0,-1.904370934E-1,-1.211039424E-1,1.433852315E0
1.286837203E0,-1.941022873E-1,-1.369864196E-1,1.427743673E0
1.288947984E0,-1.953240186E-1,-1.565341055E-1,1.424078465E0
1.291058765E0,-1.941022873E-1,-1.736383140E-1,1.420413375E0
1.293169546E0,-1.977674663E-1,-1.882990748E-1,1.415526390E0
1.295280328E0,-1.941022873E-1,-2.017380893E-1,1.410639524E0
1.297391057E0,-1.916588247E-1,-2.139553875E-1,1.405752540E0
1.299501838E0,-1.904370934E-1,-2.237292230E-1,1.400865674E0
1.301612671E0,-1.892153621E-1,-2.322813272E-1,1.395978689E0
1.303723401E0,-1.879936308E-1,-2.371682525E-1,1.391091824E0
1.305834182E0,-1.843284518E-1,-2.383899838E-1,1.383761406E0
1.307944963E0,-1.831067204E-1,-2.383899838E-1,1.380096197E0
1.310055744E0,-1.855501831E-1,-2.371682525E-1,1.372765899E0
1.312166526E0,-1.843284518E-1,-2.347247899E-1,1.365435481E0
1.314277307E0,-1.818849891E-1,-2.310595959E-1,1.361770272E0
1.316388088E0,-1.806632578E-1,-2.286161482E-1,1.354439974E0
1.318498869E0,-1.782197952E-1,-2.188423127E-1,1.349552989E0
1.320609651E0,-1.782197952E-1,-2.115119249E-1,1.343444347E0
1.322720432E0,-1.782197952E-1,-2.041815519E-1,1.337335706E0
1.324831213E0,-1.769980639E-1,-1.931859851E-1,1.332448840E0
1.326941994E0,-1.769980639E-1,-1.797469556E-1,1.326340199E0
1.329052776E0,-1.769980639E-1,-1.675296724E-1,1.321453214E0
1.331163557E0,-1.757763475E-1,-1.492037177E-1,1.315344572E0
1.333274338E0,-1.757763475E-1,-1.333212405E-1,1.309235930E0
1.335385119E0,-1.757763475E-1,-1.174387559E-1,1.304349065E0
1.337495901E0,-1.745546162E-1,-9.911280870E-2,1.298240423E0
1.339606682E0,-1.721111536E-1,-8.078686893E-2,1.293353438E0
1.341717463E0,-1.708894223E-1,-6.123919412E-2,1.288466573E0
1.343828244E0,-1.684459597E-1,-4.169152305E-2,1.281136155E0
1.345939026E0,-1.660024971E-1,-2.336557768E-2,1.277470946E0
1.348049755E0,-1.635590494E-1,-3.817904973E-3,1.271362305E0
1.350160536E0,-1.623373181E-1,1.450803876E-2,1.265253663E0
1.352271317E0,-1.598938555E-1,3.161225095E-2,1.259145021E0
1.354382098E0,-1.562286615E-1,4.871646687E-2,1.253036380E0
1.356492880E0,-1.537852138E-1,6.337722391E-2,1.246927738E0
1.358603661E0,-1.513417512E-1,7.315105945E-2,1.239597321E0
1.360714442E0,-1.501200199E-1,8.414662629E-2,1.233488679E0
1.362825223E0,-1.464548260E-1,9.269873053E-2,1.226158381E0
1.364936005E0,-1.464548260E-1,1.012508348E-1,1.220049739E0
1.367046786E0,-1.464548260E-1,1.049160287E-1,1.212719321E0
1.369157567E0,-1.440113783E-1,1.073594838E-1,1.204167247E0
1.371268348E0,-1.464548260E-1,1.098029464E-1,1.199280262E0
1.373379130E0,-1.476765573E-1,1.110246703E-1,1.189506412E0
1.375489911E0,-1.488982886E-1,1.085812151E-1,1.180954337E0
1.377600692E0,-1.476765573E-1,1.061377525E-1,1.173623919E0
1.379711473E0,-1.525634825E-1,1.036942974E-1,1.165071845E0
1.381822255E0,-1.537852138E-1,9.636391699E-2,1.156519771E0
1.383933036E0,-1.550069451E-1,8.659008145E-2,1.147967696E0
1.386043817E0,-1.537852138E-1,7.803797722E-2,1.140637279E0
1.388154598E0,-1.513417512E-1,6.582067907E-2,1.132085204E0
1.390265380E0,-1.537852138E-1,5.482511222E-2,1.124754786E0
1.392376161E0,-1.488982886E-1,4.260781780E-2,1.117424369E0
1.394486890E0,-1.488982886E-1,2.794706449E-2,1.110094070E0
1.396597671E0,-1.488982886E-1,1.450803876E-2,1.101541877E0
1.398708453E0,-1.452330947E-1,1.069013379E-3,1.092989802E0
1.400819234E0,-1.452330947E-1,-7.483093534E-3,1.084437728E0
1.402930015E0,-1.452330947E-1,-2.092211880E-2,1.075885534E0
1.405040796E0,-1.452330947E-1,-2.825249545E-2,1.068555236E0
1.407151578E0,-1.452330947E-1,-3.436114267E-2,1.061224818E0
1.409262359E0,-1.452330947E-1,-4.291325063E-2,1.052672744E0
1.411373140E0,-1.464548260E-1,-4.902189970E-2,1.044120669E0
1.413483921E0,-1.488982886E-1,-5.024362728E-2,1.036790252E0
1.415594703E0,-1.488982886E-1,-5.635227636E-2,1.027016401E0
1.417705484E0,-1.501200199E-1,-6.001746282E-2,1.018464327E0
1.419816265E0,-1.501200199E-1,-6.246092543E-2,1.011133909E0
1.421927046E0,-1.501200199E-1,-6.490438432E-2,1.001360059E0
1.424037828E0,-1.501200199E-1,-6.979130208E-2,9.928079844E-1
1.426148609E0,-1.476765573E-1,-7.223475724E-2,9.842558503E-1
1.428259390E0,-1.452330947E-1,-7.712167501E-2,9.744820595E-1
1.430370171E0,-1.440113783E-1,-8.200860023E-2,9.671516418E-1
1.432480953E0,-1.452330947E-1,-8.689551800E-2,9.610430002E-1
1.434591734E0,-1.415679157E-1,-8.811724186E-2,9.524909258E-1
1.436702515E0,-1.379027218E-1,-9.300415963E-2,9.451605082E-1
1.438813296E0,-1.330158114E-1,-9.666935354E-2,9.378301501E-1
1.440924026E0,-1.354592592E-1,-9.911280870E-2,9.292780161E-1
1.443034859E0,-1.330158114E-1,-1.015562713E-1,9.231693745E-1
1.445145588E0,-1.330158114E-1,-1.052214578E-1,9.170607328E-1
1.447256317E0,-1.330158114E-1,-1.088866442E-1,9.085086584E-1
1.449367151E0,-1.342375278E-1,-1.088866442E-1,9.036217332E-1
1.451477932E0,-1.342375278E-1,-1.137735620E-1,8.975130916E-1
1.453588713E0,-1.354592592E-1,-1.162170246E-1,8.914044499E-1
1.455699494E0,-1.342375278E-1,-1.211039424E-1,8.865175247E-1
1.457810276E0,-1.354592592E-1,-1.259908676E-1,8.828523159E-1
1.459921057E0,-1.366809905E-1,-1.345429718E-1,8.779653907E-1
1.462031838E0,-1.366809905E-1,-1.418733448E-1,8.730784655E-1
1.464142619E0,-1.366809905E-1,-1.492037177E-1,8.694133162E-1
1.466253401E0,-1.354592592E-1,-1.589775532E-1,8.669698238E-1
1.468364182E0,-1.342375278E-1,-1.699731201E-1,8.620828986E-1
1.470474963E0,-1.366809905E-1,-2.054032832E-1,8.486438990E-1
1.472585744E0,-5.849030241E-2,-3.092502952E-1,8.046616316E-1
1.474696526E0,4.413498193E-2,-4.350884259E-1,7.570141554E-1
1.476807307E0,1.186604798E-1,-5.523744822E-1,7.154753804E-1
1.478918088E0,1.675296724E-1,-6.684387922E-1,6.714931130E-1
1.481028869E0,1.931859851E-1,-7.796161771E-1,6.238456368E-1
1.483139651E0,1.809686869E-1,-8.724676371E-1,5.737547278E-1
1.485250432E0,1.296560466E-1,-9.408844709E-1,5.236638188E-1
1.487361213E0,5.879573524E-2,-9.909753799E-1,4.686860144E-1
1.489471942E0,-2.306014486E-2,-1.026405573E0,4.100429714E-1
1.491582723E0,-1.036942974E-1,-1.045953274E0,3.526217043E-1
1.493693505E0,-1.745546162E-1,-1.055727005E0,2.890917659E-1
1.495804286E0,-2.258672565E-1,-1.055727005E0,2.255618125E-1
1.497915067E0,-2.503018379E-1,-1.048396707E0,1.608101577E-1
1.500025796E0,-2.478583902E-1,-1.031292439E0,9.972367436E-2
1.502136630E0,-2.160934210E-1,-1.011744738E0,3.985892609E-2
1.504247411E0,-1.574503928E-1,-9.787580967E-1,-1.756236330E-2
1.506358192E0,-8.292489499E-2,-9.445496798E-1,-7.498364896E-2
1.508468973E0,-1.069013379E-3,-8.981239200E-1,-1.287397593E-1
1.510579755E0,8.078686893E-2,-8.345940113E-1,-1.837175786E-1
1.512690536E0,1.516471803E-1,-7.625119686E-1,-2.386954129E-1
1.514801317E0,2.078467458E-1,-6.782126427E-1,-2.961167097E-1
1.516912098E0,2.420551628E-1,-5.841394663E-1,-3.559814394E-1
1.519022880E0,2.530507445E-1,-4.754055142E-1,-4.158461988E-1
1.521133661E0,2.432768941E-1,-3.581194878E-1,-4.793761373E-1
1.523244442E0,2.176205814E-1,-2.347247899E-1,-5.429060459E-1
1.525355223E0,1.773035079E-1,-1.064431891E-1,-6.076577306E-1
1.527466005E0,1.333212405E-1,2.550360374E-2,-6.687442064E-1
1.529576786E0,9.056070447E-2,1.574503928E-1,-7.310523987E-1
1.531687567E0,5.146535859E-2,2.893971801E-1,-7.921388745E-1
1.533798348E0,2.336557768E-2,4.140135944E-1,-8.520036340E-1
1.535909130E0,9.926552884E-3,5.349648595E-1,-9.082031846E-1
1.538019859E0,1.114828233E-2,6.461422443E-1,-9.631810188E-1
1.540130640E0,3.191768378E-2,7.512109876E-1,-1.014493704E0
1.542241473E0,6.856957078E-2,8.452841640E-1,-1.060919404E0
1.544352203E0,1.149952933E-1,9.356921315E-1,-1.107345104E0
1.546462984E0,1.724165827E-1,1.016326308E0,-1.151327372E0
1.548573765E0,2.310595959E-1,1.089630008E0,-1.190422773E0
1.550684546E0,2.909243405E-1,1.156825185E0,-1.230739832E0
1.552795328E0,3.446804583E-1,1.216689944E0,-1.266170025E0
1.554906109E0,3.923279047E-1,1.265559077E0,-1.301600099E0
1.557016890E0,4.240928590E-1,1.305876136E0,-1.335808516E0
1.559127671E0,4.436405599E-1,1.337641120E0,-1.370016932E0
1.561238453E0,4.473057389E-1,1.355967045E0,-1.405447125E0
1.563349234E0,4.387536347E-1,1.364519238E0,-1.440877318E0
1.565460015E0,4.192059636E-1,1.363297462E0,-1.476307511E0
1.567570796E0,3.911061883E-1,1.348636746E0,-1.509294152E0
1.569681578E0,3.605629504E-1,1.321758628E0,-1.541059136E0
1.571792359E0,3.300196826E-1,1.285106778E0,-1.576489329E0
