"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.246530656E1,-1.419778109E0,1.023819577E-2,-5.532655716E-1
7.247030656E1,-1.449634075E0,1.310102642E-2,-5.596513748E-1
7.247530656E1,-1.471203089E0,1.253368426E-2,-5.940198898E-1
7.248030656E1,-1.490186930E0,1.015546545E-2,-6.318826675E-1
7.248530656E1,-1.500705242E0,1.833519898E-2,-6.785135269E-1
7.249030656E1,-1.525121689E0,1.619497128E-2,-7.120027542E-1
7.249530656E1,-1.543832660E0,1.973037794E-2,-6.771984100E-1
7.250030656E1,-1.569959164E0,2.656744421E-2,-6.491069794E-1
7.250530656E1,-1.600873828E0,3.569326550E-2,-5.972900391E-1
7.251030656E1,-1.620764136E0,2.429922670E-2,-5.369682312E-1
7.251530656E1,-1.646534920E0,3.350147605E-2,-4.802904129E-1
7.252030656E1,-1.664609194E0,3.961302713E-2,-4.869604111E-1
7.252530656E1,-1.685568094E0,4.966216534E-2,-5.216808319E-1
7.253030656E1,-1.693458557E0,4.976301640E-2,-5.604181290E-1
7.253530656E1,-1.703604937E0,4.575783014E-2,-6.044530869E-1
7.254030656E1,-1.713442683E0,6.256189197E-2,-6.301784515E-1
7.254530656E1,-1.736329198E0,5.171960592E-2,-6.216526031E-1
7.255030656E1,-1.756688595E0,6.185594946E-2,-5.785627365E-1
7.255530656E1,-1.779317856E0,7.323295623E-2,-5.001573563E-1
7.256030656E1,-1.801695108E0,7.653729618E-2,-4.315576553E-1
7.256530656E1,-1.814323425E0,6.862527877E-2,-3.918647766E-1
7.257030656E1,-1.835879445E0,7.960224897E-2,-3.836116791E-1
7.257530656E1,-1.849484682E0,8.460910618E-2,-4.137744904E-1
7.258030656E1,-1.868465424E0,8.883100003E-2,-4.487266541E-1
7.258530656E1,-1.871649504E0,8.845652640E-2,-4.884519577E-1
7.259030656E1,-1.874808788E0,8.226628602E-2,-5.120925903E-1
7.259530656E1,-1.888786316E0,8.896184713E-2,-5.344629288E-1
7.260030656E1,-1.900283337E0,9.864164889E-2,-5.116977692E-1
7.260530656E1,-1.907180309E0,9.375178814E-2,-4.917554855E-1
7.261030656E1,-1.925524473E0,1.071538627E-1,-4.271831512E-1
7.261530656E1,-1.946972609E0,1.001745611E-1,-4.139938354E-1
7.262030656E1,-1.959339976E0,1.092280447E-1,-3.927440643E-1
7.262530656E1,-1.966941476E0,1.173861623E-1,-3.548240662E-1
7.263030656E1,-1.980514407E0,1.204024702E-1,-3.197002411E-1
7.263530656E1,-1.989004374E0,1.225449890E-1,-3.109312057E-1
7.264030656E1,-1.994849443E0,1.254208684E-1,-3.089933395E-1
7.264530656E1,-1.999779940E0,1.164183319E-1,-3.248929977E-1
7.265030656E1,-2.001201391E0,1.344411671E-1,-3.593311310E-1
7.265530656E1,-1.996331215E0,1.309445202E-1,-3.993139267E-1
7.266030656E1,-2.006026268E0,1.380697191E-1,-4.093914032E-1
7.266530656E1,-2.007725477E0,1.369600296E-1,-4.339799881E-1
7.267030656E1,-2.008312941E0,1.380855888E-1,-4.160737991E-1
7.267530656E1,-2.032716513E0,1.466869116E-1,-3.662185669E-1
7.268030656E1,-2.038737535E0,1.508085877E-1,-2.930479050E-1
7.268530656E1,-2.040718794E0,1.430952996E-1,-2.293109894E-1
7.269030656E1,-2.044916868E0,1.526808292E-1,-1.938009262E-1
7.269530656E1,-2.058152437E0,1.574019492E-1,-1.646537781E-1
7.270030656E1,-2.049867868E0,1.485103667E-1,-1.750984192E-1
7.270530656E1,-2.035751581E0,1.562375277E-1,-2.125606537E-1
7.271030656E1,-2.044409037E0,1.599553078E-1,-2.619142532E-1
7.271530656E1,-2.030036688E0,1.616249382E-1,-2.964096069E-1
7.272030656E1,-2.024885416E0,1.688025892E-1,-3.019571304E-1
7.272530656E1,-2.030135155E0,1.532925069E-1,-3.071899414E-1
7.273030656E1,-2.027528763E0,1.645964682E-1,-2.922382355E-1
7.273530656E1,-2.032165051E0,1.655589342E-1,-2.631244659E-1
7.274030656E1,-2.025168419E0,1.733847409E-1,-2.139692307E-1
7.274530656E1,-2.021675825E0,1.692399979E-1,-1.774501801E-1
7.275030656E1,-2.026845932E0,1.752797663E-1,-1.438169479E-1
7.275530656E1,-2.016245842E0,1.705271155E-1,-1.291608810E-1
7.276030656E1,-2.021034956E0,1.672185659E-1,-1.177005768E-1
7.276530656E1,-2.007981777E0,1.804220527E-1,-1.067657471E-1
7.277030656E1,-2.007900715E0,1.682864875E-1,-1.213884354E-1
7.277530656E1,-1.990088463E0,1.785603017E-1,-1.510877609E-1
7.278030656E1,-1.983727217E0,1.807458848E-1,-1.932325363E-1
7.278530656E1,-1.976776361E0,1.642299742E-1,-2.132110596E-1
7.279030656E1,-1.958800673E0,1.687148213E-1,-2.237310410E-1
7.279530656E1,-1.956671953E0,1.815788150E-1,-2.125139236E-1
7.280030656E1,-1.943234444E0,1.690719128E-1,-2.132787704E-1
7.280530656E1,-1.931328893E0,1.738533676E-1,-1.785430908E-1
7.281030656E1,-1.918112993E0,1.786929667E-1,-1.602411270E-1
7.281530656E1,-1.922389507E0,1.840803623E-1,-1.239128113E-1
7.282030656E1,-1.908821106E0,1.801148355E-1,-9.216690063E-2
7.282530656E1,-1.902386427E0,1.714103669E-1,-8.234691620E-2
7.283030656E1,-1.897945523E0,1.711591780E-1,-8.266353607E-2
7.283530656E1,-1.879815221E0,1.784782112E-1,-8.829784393E-2
7.284030656E1,-1.865617156E0,1.833848357E-1,-9.966564178E-2
7.284530656E1,-1.838616371E0,1.681728959E-1,-1.200933456E-1
7.285030656E1,-1.841487169E0,1.760778576E-1,-1.291112900E-1
7.285530656E1,-1.813177586E0,1.789583564E-1,-1.430892944E-1
7.286030656E1,-1.788933516E0,1.672940403E-1,-1.473207474E-1
7.286530656E1,-1.773642540E0,1.617902517E-1,-1.480054855E-1
7.287030656E1,-1.765233040E0,1.641291082E-1,-1.487331390E-1
7.287530656E1,-1.746510267E0,1.776750088E-1,-1.452169418E-1
7.288030656E1,-1.742023230E0,1.745139658E-1,-1.353054047E-1
7.288530656E1,-1.716241837E0,1.680272669E-1,-1.120910645E-1
7.289030656E1,-1.700863600E0,1.554981917E-1,-9.778308868E-2
7.289530656E1,-1.678499699E0,1.582617015E-1,-7.690620422E-2
7.290030656E1,-1.660992146E0,1.675969958E-1,-6.453895569E-2
7.290530656E1,-1.639695406E0,1.562266946E-1,-6.691360474E-2
7.291030656E1,-1.615891933E0,1.528773457E-1,-8.751106262E-2
7.291530656E1,-1.590152979E0,1.502036750E-1,-1.304492950E-1
7.292030656E1,-1.576207995E0,1.494372487E-1,-1.623439789E-1
7.292530656E1,-1.545364141E0,1.484621465E-1,-1.885585785E-1
7.293030656E1,-1.531981349E0,1.415191889E-1,-2.178792953E-1
7.293530656E1,-1.503548861E0,1.327546537E-1,-2.253074646E-1
7.294030656E1,-1.487148404E0,1.333581656E-1,-2.097082138E-1
7.294530656E1,-1.459480405E0,1.352467537E-1,-1.768426895E-1
7.295030656E1,-1.445567489E0,1.211289316E-1,-1.306142807E-1
7.295530656E1,-1.418032289E0,1.309006363E-1,-9.419536591E-2
7.296030656E1,-1.402510881E0,1.125763059E-1,-8.356285095E-2
7.296530656E1,-1.377880573E0,1.292152852E-1,-9.513568878E-2
7.297030656E1,-1.344281197E0,1.167540327E-1,-1.083326340E-1
7.297530656E1,-1.324395418E0,1.194432378E-1,-1.424617767E-1
7.298030656E1,-1.291416645E0,1.169597208E-1,-1.823987961E-1
7.298530656E1,-1.260493279E0,1.178141981E-1,-2.280292511E-1
7.299030656E1,-1.235956788E0,1.026193425E-1,-2.325601578E-1
7.299530656E1,-1.202721596E0,9.656089544E-2,-2.364463806E-1
7.300030656E1,-1.192243814E0,1.001720279E-1,-2.237844467E-1
7.300530656E1,-1.158833027E0,9.619623423E-2,-1.915941238E-1
7.301030656E1,-1.136379719E0,8.362048864E-2,-1.601715088E-1
7.301530656E1,-1.104888201E0,8.329528570E-2,-1.200799942E-1
7.302030656E1,-1.082748175E0,8.060772717E-2,-1.294708252E-1
7.302530656E1,-1.062877536E0,8.216173947E-2,-1.359853745E-1
7.303030656E1,-1.013386846E0,8.487361670E-2,-1.764268875E-1
7.303530656E1,-9.835042953E-1,7.491032779E-2,-2.188463211E-1
7.304030656E1,-9.625456333E-1,7.216879725E-2,-2.550907135E-1
7.304530656E1,-9.323761463E-1,6.106309593E-2,-2.746915817E-1
7.305030656E1,-8.943785429E-1,7.001997530E-2,-2.909574509E-1
7.305530656E1,-8.537160158E-1,6.847331673E-2,-2.776002884E-1
7.306030656E1,-8.237400055E-1,6.542009115E-2,-2.737503052E-1
7.306530656E1,-8.110827208E-1,6.800007075E-2,-2.715015411E-1
7.307030656E1,-7.693486214E-1,6.506867707E-2,-2.736091614E-1
7.307530656E1,-7.365700006E-1,5.195818841E-2,-2.701721191E-1
7.308030656E1,-7.125407457E-1,3.653053939E-2,-2.981853485E-1
7.308530656E1,-6.775300503E-1,4.719076306E-2,-2.982263565E-1
7.309030656E1,-6.474614143E-1,4.701928794E-2,-3.072319031E-1
7.309530656E1,-6.094906330E-1,3.639892489E-2,-3.218183517E-1
7.310030656E1,-5.759831667E-1,2.991253138E-2,-3.233308792E-1
7.310530656E1,-5.529218912E-1,3.282105923E-2,-3.242321014E-1
7.311030656E1,-5.168215036E-1,3.049907088E-2,-3.056240082E-1
7.311530656E1,-4.845479727E-1,3.659439832E-2,-3.053951263E-1
7.312030656E1,-4.545916319E-1,2.662804723E-2,-3.223171234E-1
7.312530656E1,-4.258292913E-1,2.625745535E-2,-3.331613541E-1
7.313030656E1,-3.935612440E-1,1.523524523E-2,-3.336248398E-1
7.313530656E1,-3.597964048E-1,2.024366334E-2,-3.437156677E-1
7.314030656E1,-3.236367702E-1,2.055049315E-2,-3.526630402E-1
7.314530656E1,-2.772645950E-1,1.786836237E-2,-3.483266830E-1
7.315030656E1,-2.588526011E-1,1.248529553E-2,-3.658514023E-1
7.315530656E1,-2.154463530E-1,1.171237975E-2,-3.819189072E-1
7.316030656E1,-1.845397949E-1,1.979671419E-3,-3.974084854E-1
7.316530656E1,-1.541033983E-1,-7.097087801E-4,-3.822441101E-1
7.317030656E1,-1.225378513E-1,-1.821696758E-3,-3.712768555E-1
7.317530656E1,-8.794140816E-2,-1.476664096E-3,-3.779850006E-1
7.318030656E1,-5.778527260E-2,2.929830924E-3,-3.676395416E-1
7.318530656E1,-2.715468407E-2,4.328647628E-3,-3.687686920E-1
7.319030656E1,1.182508469E-2,-5.715897307E-3,-3.733844757E-1
7.319530656E1,4.570126534E-2,-8.340517059E-3,-3.819103241E-1
7.320030656E1,7.748425007E-2,-4.384862259E-4,-4.023962021E-1
7.320530656E1,1.171197891E-1,-5.863434635E-3,-4.340591431E-1
7.321030656E1,1.587112546E-1,-7.485495415E-3,-4.642620087E-1
7.321530656E1,1.851667762E-1,-7.153611630E-3,-4.766597748E-1
7.322030656E1,2.138550878E-1,-1.407003403E-2,-4.765796661E-1
7.322530656E1,2.476093769E-1,-2.431739122E-4,-4.685182571E-1
7.323030656E1,2.843328714E-1,-5.001814105E-3,-4.582538605E-1
7.323530656E1,3.113353252E-1,-1.192205120E-2,-4.753589630E-1
7.324030656E1,3.697065115E-1,-1.849546470E-2,-4.669799805E-1
7.324530656E1,3.909298778E-1,-8.344547823E-3,-4.529380798E-1
7.325030656E1,4.182925820E-1,-4.504900426E-4,-4.414939880E-1
7.325530656E1,4.489415884E-1,-1.169021614E-2,-4.271583557E-1
7.326030656E1,4.741836190E-1,-1.053974032E-3,-3.970375061E-1
7.326530656E1,5.106081963E-1,-7.541190833E-3,-4.136524200E-1
7.327030656E1,5.375744104E-1,-8.847955614E-3,-4.324550629E-1
7.327530656E1,5.833054781E-1,1.121651381E-3,-4.449539185E-1
7.328030656E1,6.038781404E-1,-3.055002540E-3,-4.619340897E-1
7.328530656E1,6.484209895E-1,-8.706931025E-3,-4.503841400E-1
7.329030656E1,6.826736927E-1,-4.194423556E-3,-4.560909271E-1
7.329530656E1,7.156596184E-1,-1.001048833E-2,-4.477691650E-1
7.330030656E1,7.452691793E-1,2.914529294E-3,-4.213247299E-1
7.330530656E1,7.695848942E-1,5.897220224E-3,-4.076747894E-1
7.331030656E1,7.957289815E-1,2.861194313E-3,-3.902950287E-1
7.331530656E1,8.210221529E-1,6.061077118E-3,-3.880758286E-1
7.332030656E1,8.608571291E-1,-1.310856268E-2,-4.066867828E-1
7.332530656E1,8.881715536E-1,4.873536527E-4,-4.082183838E-1
7.333030656E1,9.147727489E-1,-6.612904370E-3,-4.158906937E-1
7.333530656E1,9.632294178E-1,1.558504254E-2,-4.207277298E-1
7.334030656E1,9.737936258E-1,1.127395779E-2,-4.486560822E-1
7.334530656E1,1.018026471E0,1.353952289E-2,-4.527139664E-1
7.335030656E1,1.046078563E0,1.817212254E-2,-4.480743408E-1
7.335530656E1,1.078889489E0,2.587945759E-2,-4.392881393E-1
7.336030656E1,1.108253717E0,6.794869900E-3,-4.458417892E-1
7.336530656E1,1.123261213E0,2.421069890E-2,-4.476671219E-1
7.337030656E1,1.155139089E0,2.397038788E-2,-4.286108017E-1
7.337530656E1,1.186570883E0,2.958243340E-2,-3.879528046E-1
7.338030656E1,1.205933332E0,3.151972592E-2,-3.578138351E-1
7.338530656E1,1.225536704E0,3.076778352E-2,-3.365030289E-1
7.339030656E1,1.262213707E0,3.269368410E-2,-3.205814362E-1
7.339530656E1,1.288616419E0,4.445796460E-2,-3.104019165E-1
7.340030656E1,1.304655313E0,3.703416139E-2,-3.309774399E-1
7.340530656E1,1.334616184E0,4.040018469E-2,-3.529987335E-1
7.341030656E1,1.370208025E0,5.375984311E-2,-3.945083618E-1
7.341530656E1,1.388045311E0,4.560146481E-2,-4.084043503E-1
7.342030656E1,1.424274206E0,6.215740740E-2,-4.045257568E-1
7.342530656E1,1.443199396E0,5.377372354E-2,-3.708963394E-1
7.343030656E1,1.461405277E0,5.260379612E-2,-3.325233459E-1
7.343530656E1,1.476093411E0,6.645117700E-2,-3.075828552E-1
7.344030656E1,1.494747519E0,7.010804117E-2,-2.782545090E-1
7.344530656E1,1.522286177E0,6.364183128E-2,-2.521810532E-1
7.345030656E1,1.549770117E0,5.631683022E-2,-2.533483505E-1
7.345530656E1,1.568462491E0,7.102061808E-2,-2.610607147E-1
7.346030656E1,1.591625214E0,7.399955392E-2,-2.346696854E-1
7.346530656E1,1.606056094E0,7.698069513E-2,-2.321300507E-1
7.347030656E1,1.628284812E0,7.861875743E-2,-2.487621307E-1
7.347530656E1,1.654924035E0,9.496854246E-2,-2.466430664E-1
7.348030656E1,1.679359913E0,8.818604797E-2,-2.462558746E-1
7.348530656E1,1.687454224E0,9.792221338E-2,-2.531738281E-1
7.349030656E1,1.711796761E0,9.766037762E-2,-2.479038239E-1
7.349530656E1,1.723538399E0,1.003251001E-1,-2.280282974E-1
7.350030656E1,1.749797583E0,1.063187495E-1,-1.941986084E-1
7.350530656E1,1.765411615E0,1.083574295E-1,-1.657438278E-1
7.351030656E1,1.776717186E0,1.088333875E-1,-1.310462952E-1
7.351530656E1,1.795922995E0,1.218504235E-1,-1.005277634E-1
7.352030656E1,1.811570406E0,1.131177396E-1,-1.099224091E-1
7.352530656E1,1.828081250E0,1.234192252E-1,-1.259679794E-1
7.353030656E1,1.835815191E0,1.243359670E-1,-1.328506470E-1
7.353530656E1,1.858499408E0,1.364452243E-1,-1.606168747E-1
7.354030656E1,1.869784474E0,1.265700012E-1,-1.721487045E-1
7.354530656E1,1.881369352E0,1.259171814E-1,-1.622819901E-1
7.355030656E1,1.893815279E0,1.293016821E-1,-1.423435211E-1
7.355530656E1,1.914073110E0,1.452292353E-1,-1.124963760E-1
7.356030656E1,1.924035430E0,1.400403082E-1,-6.341743469E-2
7.356530656E1,1.929911256E0,1.530319750E-1,-7.308006287E-3
7.357030656E1,1.927106619E0,1.379341632E-1,2.301216125E-2
7.357530656E1,1.945792913E0,1.522304714E-1,5.432415009E-2
7.358030656E1,1.947697163E0,1.649774462E-1,5.566120148E-2
7.358530656E1,1.963198781E0,1.546084434E-1,5.283451080E-2
7.359030656E1,1.975387573E0,1.624028981E-1,3.948402405E-2
7.359530656E1,1.986125708E0,1.629110575E-1,-1.431465149E-3
7.360030656E1,2.003771544E0,1.594989896E-1,-1.899719238E-2
7.360530656E1,2.005945206E0,1.744907051E-1,-1.318740845E-2
7.361030656E1,2.015535593E0,1.745666414E-1,8.841514587E-3
7.361530656E1,2.017462254E0,1.674137861E-1,2.355575562E-4
7.362030656E1,2.028072834E0,1.751763225E-1,1.536941528E-2
7.362530656E1,2.021234989E0,1.768771112E-1,4.182434082E-2
7.363030656E1,2.025532722E0,1.714642048E-1,6.511878967E-2
7.363530656E1,2.032788277E0,1.707082093E-1,1.001586914E-1
7.364030656E1,2.031983376E0,1.865942627E-1,1.334753036E-1
7.364530656E1,2.031666279E0,1.814599335E-1,1.698141098E-1
7.365030656E1,2.040599346E0,1.750794649E-1,2.022314072E-1
7.365530656E1,2.038029432E0,1.725544780E-1,2.223281860E-1
7.366030656E1,2.034080505E0,1.758027673E-1,2.190523148E-1
7.366530656E1,2.041497707E0,1.840055734E-1,1.943988800E-1
7.367030656E1,2.047689438E0,1.922575682E-1,1.412582397E-1
7.367530656E1,2.049465179E0,2.051384002E-1,1.018590927E-1
7.368030656E1,2.046375990E0,1.891366988E-1,7.461166382E-2
7.368530656E1,2.041297197E0,2.041080296E-1,8.086395264E-2
7.369030656E1,2.053419590E0,1.925215721E-1,9.546661377E-2
7.369530656E1,2.044856548E0,2.063044161E-1,1.402215958E-1
7.370030656E1,2.040528774E0,1.968254447E-1,1.857280731E-1
7.370530656E1,2.027172089E0,1.938163340E-1,2.133693695E-1
7.371030656E1,2.026506424E0,1.989051104E-1,2.332792282E-1
7.371530656E1,2.025142670E0,1.983493567E-1,2.688941956E-1
7.372030656E1,2.020881653E0,1.997622252E-1,3.101482391E-1
7.372530656E1,2.005680561E0,1.990321875E-1,3.192358017E-1
7.373030656E1,1.998501539E0,1.900841445E-1,2.997446060E-1
7.373530656E1,1.998154879E0,1.997293681E-1,2.882156372E-1
7.374030656E1,1.997829437E0,1.932792366E-1,2.780876160E-1
7.374530656E1,1.992857456E0,1.861740947E-1,2.350530624E-1
7.375030656E1,1.992085576E0,1.996489167E-1,2.217550278E-1
7.375530656E1,1.990025282E0,1.859848350E-1,1.895647049E-1
7.376030656E1,1.973328114E0,1.835685074E-1,1.830682755E-1
7.376530656E1,1.961772203E0,1.922968328E-1,1.852216721E-1
7.377030656E1,1.950848579E0,2.020952404E-1,2.143096924E-1
7.377530656E1,1.937698603E0,1.989397407E-1,2.606048584E-1
7.378030656E1,1.916420341E0,2.024504095E-1,2.987308502E-1
7.378530656E1,1.908792853E0,1.881250739E-1,3.260221481E-1
7.379030656E1,1.899335861E0,1.816469431E-1,3.240098953E-1
7.379530656E1,1.885897636E0,1.832008958E-1,3.218832016E-1
7.380030656E1,1.867565632E0,1.859510988E-1,3.088312149E-1
7.380530656E1,1.862947941E0,1.868459284E-1,2.822751999E-1
7.381030656E1,1.847681284E0,1.806256473E-1,2.510166168E-1
7.381530656E1,1.839581966E0,1.789747775E-1,2.598266602E-1
7.382030656E1,1.833124161E0,1.793014109E-1,2.650804520E-1
7.382530656E1,1.813925028E0,1.806249619E-1,2.782268524E-1
7.383030656E1,1.795746088E0,1.779642999E-1,2.621955872E-1
7.383530656E1,1.776773214E0,1.739216149E-1,2.440443039E-1
7.384030656E1,1.768300653E0,1.756100655E-1,2.343244553E-1
7.384530656E1,1.753529429E0,1.715394706E-1,2.403554916E-1
7.385030656E1,1.735000491E0,1.748867184E-1,2.297649384E-1
7.385530656E1,1.716817379E0,1.682519317E-1,2.615985870E-1
7.386030656E1,1.691258669E0,1.645813435E-1,2.788810730E-1
7.386530656E1,1.675473928E0,1.599516124E-1,2.820034027E-1
7.387030656E1,1.668193340E0,1.591668278E-1,2.878084183E-1
7.387530656E1,1.638750553E0,1.557866037E-1,2.753410339E-1
7.388030656E1,1.620838404E0,1.641249657E-1,2.569818497E-1
7.388530656E1,1.608859301E0,1.597405374E-1,2.268114090E-1
7.389030656E1,1.590264559E0,1.436417103E-1,1.844482422E-1
7.389530656E1,1.559959173E0,1.487964392E-1,1.809949875E-1
7.390030656E1,1.547332644E0,1.500691772E-1,1.775302887E-1
7.390530656E1,1.528968334E0,1.414679736E-1,1.795263290E-1
7.391030656E1,1.497608185E0,1.443527937E-1,1.709032059E-1
7.391530656E1,1.476889372E0,1.383744180E-1,1.722841263E-1
7.392030656E1,1.453516006E0,1.331152320E-1,1.517410278E-1
7.392530656E1,1.437378407E0,1.353148520E-1,1.537294388E-1
7.393030656E1,1.404301167E0,1.241871268E-1,1.605119705E-1
7.393530656E1,1.383236170E0,1.284547597E-1,1.544847488E-1
7.394030656E1,1.349843264E0,1.240547597E-1,1.490154266E-1
7.394530656E1,1.328352451E0,1.213497967E-1,1.624889374E-1
7.395030656E1,1.314857244E0,1.130156368E-1,1.412258148E-1
7.395530656E1,1.298582554E0,1.055076420E-1,1.275177002E-1
7.396030656E1,1.261601806E0,9.907123446E-2,1.315279007E-1
7.396530656E1,1.243201971E0,9.676606953E-2,1.097583771E-1
7.397030656E1,1.216285467E0,1.068569124E-1,7.808208466E-2
7.397530656E1,1.199999571E0,9.665572643E-2,5.294132233E-2
7.398030656E1,1.164298296E0,9.462350607E-2,1.906204224E-2
7.398530656E1,1.145068049E0,7.774294913E-2,6.797790527E-3
7.399030656E1,1.116201758E0,8.404929936E-2,7.500648499E-3
7.399530656E1,1.089677334E0,8.642745018E-2,2.134418488E-2
7.400030656E1,1.059301734E0,7.133606076E-2,1.492881775E-2
7.400530656E1,1.023883224E0,7.345305383E-2,3.004932404E-2
7.401030656E1,9.978986979E-1,6.877018511E-2,3.752040863E-2
7.401530656E1,9.673938751E-1,6.534363329E-2,1.732540131E-2
7.402030656E1,9.444863796E-1,6.337058544E-2,-1.613903046E-2
7.402530656E1,9.177637100E-1,6.378670037E-2,-4.737567902E-2
7.403030656E1,8.901414871E-1,6.462132931E-2,-1.089849472E-1
7.403530656E1,8.585667014E-1,6.085397303E-2,-1.346464157E-1
7.404030656E1,8.405998945E-1,5.452609062E-2,-1.485795975E-1
7.404530656E1,8.017403483E-1,4.822163284E-2,-1.561260223E-1
7.405030656E1,7.715710402E-1,3.792953491E-2,-1.369733810E-1
7.405530656E1,7.457977533E-1,3.431665897E-2,-1.369152069E-1
7.406030656E1,7.136973143E-1,4.552741349E-2,-1.245594025E-1
7.406530656E1,6.845244169E-1,3.828682005E-2,-1.276865005E-1
7.407030656E1,6.441631913E-1,5.819840729E-2,-1.293640137E-1
7.407530656E1,6.142103672E-1,3.889426589E-2,-1.563968658E-1
7.408030656E1,5.820993185E-1,3.360170126E-2,-1.793022156E-1
7.408530656E1,5.589846373E-1,2.771854401E-2,-2.014474869E-1
7.409030656E1,5.283403993E-1,2.234055102E-2,-2.015628815E-1
7.409530656E1,4.929527044E-1,2.838441730E-2,-2.331123352E-1
7.410030656E1,4.653811455E-1,2.749577165E-2,-2.502727509E-1
7.410530656E1,4.359401464E-1,3.245496750E-2,-2.727022171E-1
7.411030656E1,4.093602300E-1,2.304559946E-2,-2.949199677E-1
7.411530656E1,3.773345351E-1,1.612623036E-2,-3.172883987E-1
7.412030656E1,3.454381824E-1,2.100932598E-2,-3.367776871E-1
7.412530656E1,3.132641912E-1,1.482614875E-2,-3.463668823E-1
7.413030656E1,2.768007517E-1,1.207245886E-2,-3.367280960E-1
7.413530656E1,2.428672910E-1,6.934016943E-3,-3.245153427E-1
7.414030656E1,2.136114240E-1,2.577751875E-4,-3.045816422E-1
7.414530656E1,1.721677780E-1,8.130148053E-3,-2.914867401E-1
7.415030656E1,1.492419839E-1,-4.496395588E-3,-3.005199432E-1
7.415530656E1,1.082578897E-1,-6.807297468E-3,-3.188247681E-1
7.416030656E1,6.887334585E-2,-5.428642035E-3,-3.406810760E-1
7.416530656E1,5.344110727E-2,-5.990296602E-3,-3.880891800E-1
7.417030656E1,3.398835659E-2,-1.597286761E-2,-4.563398361E-1
7.417530656E1,-6.599545479E-3,-8.870899677E-3,-5.184345245E-1
7.418030656E1,-4.002130032E-2,-1.041689515E-2,-5.455503464E-1
7.418530656E1,-7.088649273E-2,-8.580118418E-3,-5.355892181E-1
7.419030656E1,-9.751009941E-2,-1.180389524E-2,-5.237045288E-1
7.419530656E1,-1.501755714E-1,-8.887842298E-3,-4.788722992E-1
7.420030656E1,-1.737990379E-1,-5.366638303E-3,-4.344520569E-1
7.420530656E1,-2.151820660E-1,-2.527159452E-2,-3.979282379E-1
7.421030656E1,-2.525168657E-1,-1.733572781E-2,-3.865470886E-1
7.421530656E1,-2.802751064E-1,-1.985347271E-2,-4.153242111E-1
7.422030656E1,-3.083165884E-1,-1.408915222E-2,-4.623708725E-1
7.422530656E1,-3.421925306E-1,-1.780480891E-2,-5.213127136E-1
7.423030656E1,-3.547452688E-1,-1.591046154E-2,-5.692443848E-1
7.423530656E1,-3.877964020E-1,-3.033334017E-2,-6.083259583E-1
7.424030656E1,-4.239242077E-1,-3.089506179E-2,-5.960693359E-1
7.424530656E1,-4.522250891E-1,-2.759142220E-2,-5.717897415E-1
7.425030656E1,-4.851813316E-1,-2.374505252E-2,-5.724601746E-1
7.425530656E1,-5.230708122E-1,-1.307535917E-2,-5.443544388E-1
7.426030656E1,-5.530120134E-1,-1.765581220E-2,-5.373907089E-1
7.426530656E1,-5.869578123E-1,-1.760986447E-2,-5.450563431E-1
7.427030656E1,-6.193518639E-1,-2.343919873E-2,-5.449972153E-1
7.427530656E1,-6.474195719E-1,-2.053830773E-2,-5.479106903E-1
7.428030656E1,-6.733831167E-1,-1.727502048E-2,-5.524654388E-1
7.428530656E1,-7.096635103E-1,-1.581596583E-2,-5.590858459E-1
7.429030656E1,-7.416008711E-1,-1.250724494E-2,-5.853204727E-1
7.429530656E1,-7.616370916E-1,-2.216002718E-2,-6.408691406E-1
7.430030656E1,-7.876756191E-1,-9.023547173E-3,-6.629114151E-1
7.430530656E1,-8.220802546E-1,-1.260206476E-2,-6.769313812E-1
7.431030656E1,-8.486011028E-1,-1.826425269E-2,-6.881971359E-1
7.431530656E1,-8.851033449E-1,-1.272469386E-2,-6.899566650E-1
7.432030656E1,-9.074164629E-1,-5.897119641E-3,-6.786861420E-1
7.432530656E1,-9.430358410E-1,-1.122847944E-2,-6.286602020E-1
7.433030656E1,-9.735169411E-1,-1.205174252E-2,-5.895366669E-1
7.433530656E1,-1.017925382E0,4.162900150E-4,-5.702047348E-1
7.434030656E1,-1.048415184E0,3.139391541E-3,-5.400848389E-1
7.434530656E1,-1.068162799E0,-3.297245130E-3,-5.607767105E-1
7.435030656E1,-1.092496514E0,6.423842162E-3,-5.890836716E-1
7.435530656E1,-1.119911432E0,1.642129570E-2,-6.139879227E-1
7.436030656E1,-1.142003298E0,4.912206903E-3,-6.423492432E-1
7.436530656E1,-1.161352873E0,9.146745317E-3,-6.694726944E-1
7.437030656E1,-1.189258933E0,1.596937142E-2,-6.785001755E-1
7.437530656E1,-1.224107981E0,1.153104939E-2,-6.764163971E-1
7.438030656E1,-1.243928432E0,1.138316840E-2,-6.650657654E-1
7.438530656E1,-1.271050215E0,2.757558599E-2,-6.433591843E-1
7.439030656E1,-1.297338724E0,2.794289216E-2,-6.416234970E-1
7.439530656E1,-1.319618940E0,2.527538314E-2,-6.006870270E-1
7.440030656E1,-1.343922377E0,3.449853510E-2,-5.762796402E-1
7.440530656E1,-1.374280691E0,2.441299893E-2,-5.365562439E-1
