"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.880306526E0,-5.454863548E0,-5.837229490E-1,-1.241001129E0
1.885306526E0,-5.394515038E0,-3.549110889E-1,-1.130105019E0
1.890306526E0,-5.111702442E0,-8.424484730E-2,-8.740377426E-1
1.895306526E0,-4.477658749E0,3.263829947E-1,-6.486654282E-1
1.900306526E0,-3.236243248E0,1.045899749E0,-3.356075287E-1
1.905306526E0,-2.331166267E0,1.581049323E0,3.100309372E-1
1.910306526E0,-2.110714912E0,1.650861025E0,9.269104004E-1
1.915306526E0,-1.887922287E0,1.661552072E0,1.087069511E0
1.920306526E0,-1.565469265E0,1.671365499E0,8.125576973E-1
1.925306526E0,-1.272351980E0,1.654346466E0,3.597860336E-1
1.930306526E0,-1.096829653E0,1.637374282E0,-2.592182159E-2
1.935306526E0,-1.028988600E0,1.600681901E0,-1.934442520E-1
1.940306526E0,-9.794371128E-1,1.523257613E0,-8.013916016E-2
1.945306526E0,-8.905873299E-1,1.414715052E0,9.667873383E-2
1.950306526E0,-7.845361233E-1,1.244963884E0,1.846408844E-1
1.955306526E0,-7.179915905E-1,1.060453534E0,1.941423416E-1
1.960306526E0,-6.525273323E-1,8.527506590E-1,6.854057312E-2
1.965306526E0,-5.612611771E-1,5.870670080E-1,-9.911918640E-2
1.970306526E0,-4.806089401E-1,3.215084076E-1,-2.610645294E-1
1.975306526E0,-4.364645481E-1,4.201340675E-2,-3.993406296E-1
1.980306526E0,-4.818222523E-1,-1.984258890E-1,-5.585899353E-1
1.985306526E0,-5.716612339E-1,-3.918939829E-1,-4.840421677E-1
1.990306526E0,-7.280604839E-1,-5.952591896E-1,-1.331968307E-1
1.995306526E0,-8.622093201E-1,-7.530385256E-1,2.029561996E-1
2.000306526E0,-9.262168407E-1,-8.407450914E-1,2.978868484E-1
2.005306526E0,-9.059252739E-1,-9.034641981E-1,1.706132889E-1
2.010306526E0,-8.458688259E-1,-9.100131989E-1,-9.382343292E-2
2.015306526E0,-7.740945816E-1,-8.836115599E-1,-4.095172882E-1
2.020306526E0,-7.586109638E-1,-8.506362438E-1,-5.030021667E-1
2.025306526E0,-5.141217709E-1,-6.461447477E-1,7.058715820E-2
2.030306526E0,-9.365868568E-2,-2.647008896E-1,1.306684494E0
2.035306526E0,3.803238869E-1,-1.095526814E-1,1.485538960E0
2.040306526E0,9.864757061E-1,-1.057832241E-1,2.098712921E-1
2.045306526E0,1.540449619E0,-4.643774033E-2,-8.382701874E-1
2.050306526E0,1.999306917E0,2.763706446E-2,-9.986600876E-1
2.055306526E0,2.258508205E0,3.396749496E-3,-5.154676437E-1
2.060306526E0,2.420880795E0,-9.149259329E-2,5.125427246E-2
2.065306526E0,2.556528568E0,-2.373424172E-1,3.521814346E-1
2.070306526E0,2.705356598E0,-4.033160210E-1,4.614582062E-1
2.075306526E0,2.774532795E0,-6.029256582E-1,4.886960983E-1
2.080306526E0,2.699432373E0,-8.180179596E-1,3.669166565E-1
2.085306526E0,2.537175179E0,-1.006723285E0,1.930971146E-1
2.090306526E0,2.318791389E0,-1.182439566E0,1.821327209E-2
2.095306526E0,1.969536781E0,-1.308486938E0,-1.322460175E-1
2.100306526E0,1.488251209E0,-1.377336740E0,-2.527904510E-2
2.105306526E0,9.891214371E-1,-1.416750193E0,1.727762222E-1
2.110306526E0,5.733141899E-1,-1.419351935E0,1.579151154E-1
2.115306526E0,2.906804085E-1,-1.382944584E0,-1.197376251E-1
2.120306526E0,9.600687027E-2,-1.372709751E0,-4.106836319E-1
2.125306526E0,-5.421686172E-2,-1.313941240E0,-5.577554703E-1
2.130306526E0,-1.942315102E-1,-1.259217858E0,-4.818677902E-1
2.135306526E0,-3.156166077E-1,-1.214791536E0,-3.155183792E-1
2.140306526E0,-3.734726906E-1,-1.138103962E0,-1.915979385E-1
2.145306526E0,-4.492745399E-1,-1.015740395E0,-1.336698532E-1
2.150306526E0,-4.850978851E-1,-8.811490536E-1,-7.079696655E-2
2.155306526E0,-4.766187668E-1,-7.297989726E-1,1.613044739E-2
2.160306526E0,-4.002909660E-1,-5.515505075E-1,1.623611450E-1
2.165306526E0,-3.032937050E-1,-4.084112048E-1,2.925682068E-1
2.170306526E0,-2.005486488E-1,-3.453692794E-1,3.572549820E-1
2.175306526E0,-1.614298820E-1,-3.643727005E-1,4.521489143E-1
2.180306526E0,-7.461547852E-2,-3.465196788E-1,5.446710587E-1
2.185306526E0,1.316919327E-1,-3.161075711E-1,4.853968620E-1
2.190306526E0,4.896340370E-1,-2.028128505E-1,3.122901917E-1
2.195306526E0,1.280262947E0,1.634281278E-1,1.073827744E-1
2.200306526E0,1.617812634E0,2.922253013E-1,4.190025330E-1
2.205306526E0,1.728552818E0,1.831319332E-1,1.134003639E0
2.210306526E0,1.900687695E0,4.478475451E-2,8.561058044E-1
2.215306526E0,2.237337589E0,-5.816778541E-2,3.965845108E-1
2.220306526E0,2.496167660E0,-1.380819976E-1,1.036872864E-1
2.225306526E0,2.586338043E0,-1.705960929E-1,8.268070221E-2
2.230306526E0,2.562454224E0,-2.091144919E-1,1.966838837E-1
2.235306526E0,2.413605690E0,-2.537652850E-1,2.655763626E-1
2.240306526E0,2.158242702E0,-3.626199961E-1,1.970701218E-1
2.245306526E0,1.821303368E0,-4.343445897E-1,8.656883240E-2
2.250306526E0,1.519176960E0,-4.671820998E-1,-5.262851715E-2
2.255306526E0,9.384670258E-1,-3.688796759E-1,-2.330808640E-1
2.260306526E0,-4.156579971E-1,-3.804087639E-3,7.019042969E-3
2.265306526E0,-1.507528782E0,2.950102687E-1,4.453835487E-1
2.270306526E0,-2.290714264E0,5.091306567E-1,1.229314804E-1
2.275306526E0,-2.789187908E0,5.597791076E-1,-8.622512817E-1
2.280306526E0,-3.104753494E0,5.396558642E-1,-1.576318741E0
2.285306526E0,-3.305692673E0,4.918687940E-1,-1.648910522E0
2.290306526E0,-3.459078789E0,4.118419290E-1,-1.132907867E0
2.295306526E0,-3.583624125E0,3.248880506E-1,-3.604745865E-1
2.300306526E0,-3.587585688E0,2.184574008E-1,1.023340225E-1
2.305306526E0,-3.359958887E0,1.462075710E-1,1.024780273E-1
2.310306526E0,-2.906466722E0,1.787750721E-1,3.547668457E-3
2.315306526E0,-2.349091053E0,3.026284575E-1,-2.343330383E-1
2.320306526E0,-1.697544575E0,3.338552713E-1,-6.823406219E-1
2.325306526E0,-1.053015232E0,2.124239802E-1,-1.041196823E0
2.330306526E0,-4.718255997E-1,1.090281010E-1,-1.109187126E0
2.335306526E0,-2.426719666E-2,1.089195609E-1,-6.644487381E-1
2.340306526E0,2.067070007E-1,1.310016513E-1,-6.524276733E-2
2.345306526E0,3.584179878E-1,6.023639441E-2,2.757387161E-1
2.350306526E0,7.265853882E-1,-2.750802040E-2,5.551128387E-1
2.355306526E0,9.799661636E-1,2.086678147E-1,1.437021255E0
2.360306526E0,8.593177795E-1,2.641943693E-1,1.041099548E0
2.365306526E0,1.015722275E0,2.096796632E-1,5.908489227E-2
2.370306526E0,1.173671246E0,2.629835010E-1,-2.822818756E-1
2.375306526E0,1.099176407E0,2.853404284E-1,-2.172355652E-1
2.380306526E0,7.675094604E-1,2.939944863E-1,-4.600048065E-2
2.385306526E0,4.453015327E-1,2.382408977E-1,4.336071014E-2
2.390306526E0,2.183766365E-1,1.163640618E-1,-6.644535065E-2
2.395306526E0,7.086181641E-2,5.036658049E-2,-2.592554092E-1
2.400306526E0,-1.571369171E-2,4.963386059E-2,-3.533353806E-1
2.405306526E0,-4.214525223E-2,4.706484079E-2,-3.594284058E-1
2.410306526E0,-7.590436935E-2,3.489309549E-2,-2.264785767E-1
2.415306526E0,-1.489753723E-1,4.987537861E-3,1.635074615E-2
2.420306526E0,-2.421503067E-1,-8.012685180E-2,2.790241241E-1
2.425306526E0,-3.490924835E-1,-1.621760130E-1,4.626913071E-1
2.430306526E0,-3.640394211E-1,-2.348661423E-1,4.638724327E-1
2.435306526E0,-3.453302383E-1,-2.878594398E-1,3.580379486E-1
2.440306526E0,-3.050770760E-1,-3.136519194E-1,1.905956268E-1
2.445306526E0,-2.741441727E-1,-3.092656434E-1,7.108688354E-3
2.450306526E0,-3.142113686E-1,-2.577079833E-1,-1.369342804E-1
2.455306526E0,-3.935699463E-1,-2.247265726E-1,-1.767721176E-1
2.460306526E0,-4.030275345E-1,-2.098196298E-1,-1.524915695E-1
2.465306526E0,-3.655209541E-1,-1.939883828E-1,-1.963996887E-1
2.470306526E0,-2.797031403E-1,-1.403726339E-1,-2.642784119E-1
2.475306526E0,-1.955943108E-1,-6.344008446E-2,-3.208551407E-1
2.480306526E0,-1.301517487E-1,-1.154485345E-2,-3.710718155E-1
2.485306526E0,-9.357452393E-2,5.575898290E-2,-3.563194275E-1
2.490306526E0,-4.559516907E-2,1.139344871E-1,-2.935409546E-1
2.495306526E0,-8.258819580E-3,1.277524829E-1,-1.755323410E-1
2.500306526E0,1.881456375E-2,1.203708053E-1,-2.601146698E-2
2.505306526E0,3.506660461E-3,1.084821522E-1,1.017999649E-1
2.510306526E0,-7.578372955E-3,7.070684433E-2,1.538066864E-1
2.515306526E0,6.231307983E-3,3.818410635E-2,1.302251816E-1
2.520306526E0,4.482793808E-2,3.924748302E-2,5.042743683E-2
2.525306526E0,1.139569283E-1,9.748953581E-2,-1.067066193E-2
2.530306526E0,1.615839005E-1,1.602604985E-1,6.963729858E-3
2.535306526E0,2.280526161E-1,2.415285408E-1,7.472038269E-2
2.540306526E0,2.824301720E-1,3.028714061E-1,1.167917252E-1
2.545306526E0,2.953681946E-1,3.515937924E-1,1.608619690E-1
2.550306526E0,2.841343880E-1,3.595192432E-1,1.865758896E-1
2.555306526E0,2.429370880E-1,3.500235379E-1,2.032775879E-1
2.560306526E0,1.958661079E-1,3.022758961E-1,1.988096237E-1
2.565306526E0,1.807823181E-1,2.004485130E-1,1.694850922E-1
2.570306526E0,1.687273979E-1,7.431283593E-2,1.403751373E-1
2.575306526E0,1.418271065E-1,-5.230355263E-2,5.118179321E-2
2.580306526E0,8.329868317E-2,-1.841269433E-1,-3.964519501E-2
2.585306526E0,-2.076292038E-2,-2.623992562E-1,-8.491230011E-2
2.590306526E0,-1.353383064E-1,-3.464445472E-1,-1.221160889E-1
2.595306526E0,-2.290387154E-1,-4.084246755E-1,-1.372499466E-1
2.600306526E0,-2.732872963E-1,-4.359042943E-1,-1.787176132E-1
2.605306526E0,-2.704868317E-1,-4.284358621E-1,-1.785812378E-1
2.610306526E0,-2.407941818E-1,-4.276607037E-1,-1.326961517E-1
2.615306526E0,-2.034788132E-1,-4.224656820E-1,-7.182502747E-2
2.620306526E0,-1.845326424E-1,-3.864278495E-1,-4.670238495E-2
2.625306526E0,-1.643071175E-1,-3.307597637E-1,-2.463340759E-2
2.630306526E0,-1.175689697E-1,-2.566972077E-1,-3.570747375E-2
2.635306526E0,-6.167888641E-2,-1.696765721E-1,-4.139232635E-2
2.640306526E0,-1.958656311E-2,-9.853501618E-2,-1.925659180E-2
2.645306526E0,-1.895284653E-2,-8.851134777E-2,7.741928101E-3
2.650306526E0,-3.095626831E-2,-6.321540475E-2,5.223369598E-2
2.655306526E0,-4.921865463E-2,-1.744310558E-2,7.342624664E-2
2.660306526E0,-6.359338760E-2,-1.362439990E-2,2.941894531E-2
2.665306526E0,-7.686376572E-2,-2.221406996E-2,-1.516532898E-2
2.670306526E0,-8.103227615E-2,-3.485485911E-2,-4.754257202E-2
2.675306526E0,-8.610057831E-2,-2.288930118E-2,-6.043434143E-2
2.680306526E0,-9.261655807E-2,-5.759119987E-3,-3.710556030E-2
2.685306526E0,-1.156601906E-1,1.297619194E-2,2.527236938E-4
2.690306526E0,-1.316280365E-1,2.288616449E-2,4.517364502E-2
2.695306526E0,-1.274280548E-1,3.289739043E-2,2.530288696E-2
2.700306526E0,-1.277818680E-1,2.515444160E-2,1.177406311E-2
2.705306526E0,-9.179925919E-2,-9.618252516E-3,5.558013916E-3
2.710306526E0,-5.992650986E-2,-2.601177990E-2,-2.548885345E-2
2.715306526E0,-3.951740265E-2,-5.823504925E-2,-3.955268860E-2
2.720306526E0,-2.267789841E-2,-5.416492745E-2,-4.700660706E-3
2.725306526E0,-1.937150955E-2,-4.115048796E-2,3.416347504E-2
2.730306526E0,-4.964351654E-3,-3.614201397E-2,5.981636047E-2
2.735306526E0,2.987575531E-2,2.909649163E-3,1.167392731E-1
2.740306526E0,8.011293411E-2,5.765234679E-2,1.270856857E-1
2.745306526E0,1.595697403E-1,1.270564646E-1,8.911418915E-2
2.750306526E0,2.460956573E-1,1.922345906E-1,2.150154114E-2
2.755306526E0,3.396916389E-1,2.290035635E-1,-3.681373596E-2
2.760306526E0,3.963270187E-1,2.565496564E-1,-4.063320160E-2
2.765306526E0,4.123620987E-1,2.918958366E-1,-4.330158234E-2
2.770306526E0,4.058637619E-1,3.094814122E-1,5.836486816E-3
2.775306526E0,3.942198753E-1,3.336699009E-1,5.535507202E-2
2.780306526E0,4.170932770E-1,3.503092825E-1,9.400749207E-2
2.785306526E0,4.402270317E-1,3.263443112E-1,7.138824463E-2
2.790306526E0,4.721937180E-1,3.144100308E-1,6.685066223E-2
2.795306526E0,4.655203819E-1,3.147743344E-1,9.442043304E-2
2.800306526E0,4.527640343E-1,2.892749608E-1,1.300582886E-1
2.805306526E0,4.265785217E-1,2.858953476E-1,1.454887390E-1
2.810306526E0,4.037632942E-1,2.819871306E-1,1.494035721E-1
2.815306526E0,3.514032364E-1,2.716833949E-1,1.026382446E-1
2.820306526E0,2.696571350E-1,2.526394725E-1,3.101253510E-2
2.825306526E0,1.652398109E-1,2.243184149E-1,-6.434440613E-3
2.830306526E0,2.777910233E-2,1.805712283E-1,7.558822632E-3
2.835306526E0,-2.380466461E-1,-8.456900716E-3,1.728057861E-3
2.840306526E0,-4.122896194E-1,-1.410686672E-1,1.115798950E-2
2.845306526E0,-2.635078430E-1,-3.980997950E-2,5.014324188E-2
2.850306526E0,-2.347316742E-1,2.189672738E-2,-2.470207214E-2
2.855306526E0,-2.482857704E-1,-7.718428969E-3,-4.411125183E-2
2.860306526E0,-1.458597183E-1,3.073924035E-2,-4.216003418E-2
2.865306526E0,-3.351640701E-2,7.752516866E-2,-6.633281708E-2
2.870306526E0,1.006159782E-1,1.371648610E-1,-7.283687592E-2
2.875306526E0,2.122869492E-1,2.033903301E-1,-4.573345184E-2
2.880306526E0,2.963280678E-1,2.481173128E-1,1.725006104E-2
2.885306526E0,3.468284607E-1,3.135623336E-1,9.573745728E-2
2.890306526E0,3.796582222E-1,3.583864868E-1,1.792573929E-1
2.895306526E0,3.927326202E-1,3.823814392E-1,2.244634628E-1
2.900306526E0,4.062094688E-1,3.872890472E-1,2.378473282E-1
2.905306526E0,4.059381485E-1,3.841888905E-1,1.874074936E-1
2.910306526E0,3.985862732E-1,3.798410892E-1,1.299409866E-1
2.915306526E0,3.769235611E-1,3.984570503E-1,9.455680847E-2
2.920306526E0,3.388657570E-1,4.067601264E-1,9.179973602E-2
2.925306526E0,3.059558868E-1,3.878608942E-1,9.213447571E-2
2.930306526E0,2.448730469E-1,3.722824454E-1,8.513641357E-2
2.935306526E0,1.901993752E-1,3.366118670E-1,4.392433167E-2
2.940306526E0,1.350440979E-1,3.351653814E-1,-1.711273193E-2
2.945306526E0,9.530973434E-2,3.270771205E-1,-9.993457794E-2
2.950306526E0,5.453824997E-2,2.983744442E-1,-1.836290359E-1
2.955306526E0,2.184867859E-2,2.479442358E-1,-1.927127838E-1
2.960306526E0,1.793336868E-2,1.881702393E-1,-1.551456451E-1
2.965306526E0,3.150272369E-2,1.198902801E-1,-6.710243225E-2
2.970306526E0,5.923509598E-2,4.500119388E-2,-2.036380768E-2
2.975306526E0,7.964086533E-2,-2.920407057E-2,-1.411151886E-2
2.980306526E0,8.538055420E-2,-9.288953245E-2,-3.334045410E-3
2.985306526E0,6.838655472E-2,-1.458086371E-1,3.182697296E-2
2.990306526E0,4.565954208E-2,-2.033561915E-1,3.453445435E-2
2.995306526E0,2.281141281E-2,-2.492477298E-1,3.835868835E-2
3.000306526E0,9.485244751E-3,-3.078819215E-1,1.921463013E-2
3.005306526E0,-1.407861710E-2,-3.556490541E-1,-2.588462830E-2
3.010306526E0,-4.359102249E-2,-3.935487568E-1,-4.643440247E-2
3.015306526E0,-7.981777191E-2,-4.501593113E-1,-5.614471436E-2
3.020306526E0,-1.369061470E-1,-4.887243807E-1,-2.847385406E-2
3.025306526E0,-1.685857773E-1,-5.330342650E-1,-2.398204803E-2
3.030306526E0,-1.705236435E-1,-5.631421208E-1,-1.248073578E-2
3.035306526E0,-1.862015724E-1,-5.734668970E-1,3.238201141E-2
3.040306526E0,-1.784129143E-1,-5.720198154E-1,-1.601219177E-3
3.045306526E0,-1.628575325E-1,-5.726593733E-1,-2.768993378E-2
3.050306526E0,-1.416339874E-1,-5.786069632E-1,-8.095264435E-2
3.055306526E0,-1.094717979E-1,-5.799002647E-1,-1.195287704E-1
3.060306526E0,-8.841419220E-2,-5.507945418E-1,-1.073846817E-1
3.065306526E0,-7.709312439E-2,-5.130134821E-1,-7.788562775E-2
3.070306526E0,-7.090997696E-2,-4.638338387E-1,-2.363967896E-2
3.075306526E0,-5.654621124E-2,-4.132891893E-1,8.296012878E-3
3.080306526E0,-2.215051651E-2,-3.322795033E-1,1.458168030E-3
3.085306526E0,9.804725647E-3,-2.668512166E-1,-1.097869873E-2
3.090306526E0,5.379772186E-2,-2.043300867E-1,-3.041934967E-2
3.095306526E0,9.641075134E-2,-1.524953842E-1,-1.447010040E-2
3.100306526E0,1.442613602E-1,-1.428271532E-1,-2.250671387E-4
3.105306526E0,1.968045235E-1,-1.637393236E-1,5.689811707E-2
3.110306526E0,2.298192978E-1,-1.862786114E-1,1.243782043E-1
3.115306526E0,2.373929024E-1,-1.981508732E-1,1.702032089E-1
3.120306526E0,2.311429977E-1,-2.064966857E-1,1.848011017E-1
3.125306526E0,1.886014938E-1,-1.993465722E-1,1.326551437E-1
3.130306526E0,1.536355019E-1,-1.698806584E-1,5.255985260E-2
3.135306526E0,9.768009186E-2,-1.461013556E-1,-3.383255005E-2
3.140306526E0,6.511449814E-2,-1.106468737E-1,-8.839511871E-2
3.145306526E0,2.024269104E-2,-7.451570034E-2,-9.552001953E-2
3.150306526E0,4.733085632E-3,-3.479272127E-2,-8.399486542E-2
3.155306526E0,-1.804780960E-2,3.047615290E-3,-6.272125244E-2
3.160306526E0,-1.735973358E-2,2.854269743E-2,-8.346176147E-2
3.165306526E0,-3.191232681E-2,6.011745334E-2,-8.668422699E-2
3.170306526E0,-2.976942062E-2,1.083459258E-1,-9.816265106E-2
3.175306526E0,-4.128742218E-2,1.524699330E-1,-6.326961517E-2
3.180306526E0,-2.618408203E-2,2.007806450E-1,-2.204799652E-2
3.185306526E0,1.783370972E-3,2.511649728E-1,3.032112122E-2
3.190306526E0,2.148532867E-2,3.125627339E-1,8.843612671E-2
3.195306526E0,5.274343491E-2,3.551800847E-1,1.381921768E-1
3.200306526E0,7.246923447E-2,4.215776026E-1,1.672143936E-1
3.205306526E0,8.578777313E-2,4.662481248E-1,1.471786499E-1
3.210306526E0,9.650564194E-2,5.020053387E-1,1.002140045E-1
3.215306526E0,9.909248352E-2,5.473425388E-1,3.031063080E-2
3.220306526E0,9.530067444E-2,5.600367785E-1,-1.253795624E-2
3.225306526E0,8.096933365E-2,5.578777790E-1,-1.531028748E-2
3.230306526E0,5.151319504E-2,5.517756343E-1,2.795314789E-2
3.235306526E0,3.583621979E-2,5.184739232E-1,5.316448212E-2
3.240306526E0,2.901268005E-2,4.702705443E-1,1.621150970E-2
3.245306526E0,3.174495697E-2,4.150221050E-1,-1.758098602E-2
3.250306526E0,2.437162399E-2,3.613023162E-1,-5.314350128E-2
3.255306526E0,-2.082347870E-3,2.998054624E-1,-5.214595795E-2
3.260306526E0,-3.441810608E-2,2.432301939E-1,-5.349159241E-3
3.265306526E0,-6.708240509E-2,1.882179081E-1,3.762340546E-2
3.270306526E0,-6.414651871E-2,1.176463962E-1,7.957458496E-2
3.275306526E0,-4.968070984E-2,4.203814268E-2,9.291934967E-2
3.280306526E0,-3.240585327E-3,-4.602292180E-2,8.064460754E-2
3.285306526E0,4.503822327E-2,-1.235222220E-1,6.202888489E-2
3.290306526E0,6.772947311E-2,-1.915160269E-1,5.431461334E-2
3.295306526E0,5.504226685E-2,-2.220649570E-1,2.994823456E-2
3.300306526E0,3.961038589E-2,-2.759287357E-1,2.329254150E-2
3.305306526E0,3.502655029E-2,-3.221875727E-1,-2.910995483E-2
3.310306526E0,2.544069290E-2,-3.564695120E-1,-4.813575745E-2
3.315306526E0,2.346515656E-3,-4.015867114E-1,-7.933425903E-2
3.320306526E0,-3.498268127E-2,-4.042719901E-1,-1.018581390E-1
3.325306526E0,-8.217573166E-2,-4.293408394E-1,-1.156511307E-1
3.330306526E0,-1.287956238E-1,-4.411368668E-1,-1.054143906E-1
3.335306526E0,-1.611027718E-1,-4.277949035E-1,-7.988548279E-2
3.340306526E0,-1.608576775E-1,-3.881231844E-1,-5.332946777E-2
3.345306526E0,-1.217019558E-1,-3.419811130E-1,-5.608463287E-2
3.350306526E0,-7.992124557E-2,-2.705248892E-1,-9.506034851E-2
3.355306526E0,-3.859901428E-2,-2.352191508E-1,-1.118221283E-1
3.360306526E0,-3.306245804E-2,-2.142317295E-1,-7.403755188E-2
3.365306526E0,-3.466558456E-2,-1.994729340E-1,-1.557445526E-2
3.370306526E0,-9.994983673E-3,-1.757962406E-1,7.481098175E-2
3.375306526E0,2.920293808E-2,-1.752839535E-1,1.184186935E-1
3.380306526E0,7.801437378E-2,-1.678483486E-1,1.310815811E-1
3.385306526E0,1.265158653E-1,-1.610536873E-1,1.255636215E-1
3.390306526E0,1.154513359E-1,-1.453353167E-1,1.106367111E-1
3.395306526E0,6.448316574E-2,-1.287713200E-1,9.188175201E-2
3.400306526E0,6.816864014E-3,-9.824310243E-2,4.972362518E-2
3.405306526E0,-2.834653854E-2,-4.729278386E-2,3.743171692E-3
3.410306526E0,-2.939605713E-2,-5.474358797E-3,-6.958770752E-2
3.415306526E0,-2.599716187E-2,3.675693274E-2,-1.038408279E-1
3.420306526E0,-3.607940674E-2,7.498382032E-2,-9.913063049E-2
3.425306526E0,-5.079460144E-2,8.616174757E-2,-5.891132355E-2
3.430306526E0,-5.808210373E-2,9.445041418E-2,-3.180313110E-2
3.435306526E0,-6.318187714E-2,9.385249019E-2,-2.114105225E-2
3.440306526E0,-3.903341293E-2,1.159345359E-1,-1.101875305E-2
3.445306526E0,1.631975174E-2,1.277244538E-1,-2.242183685E-2
3.450306526E0,5.731964111E-2,1.587216854E-1,-3.974342346E-2
3.455306526E0,7.332277298E-2,1.721394360E-1,-1.594448090E-2
3.460306526E0,6.365919113E-2,1.980887651E-1,2.432250977E-2
3.465306526E0,4.774141312E-2,2.108280361E-1,4.597091675E-2
3.470306526E0,2.445125580E-2,2.172979712E-1,4.231262207E-2
3.475306526E0,2.212572098E-2,2.141364366E-1,4.409790039E-3
3.480306526E0,1.814031601E-2,2.203562260E-1,-3.190040588E-2
3.485306526E0,-5.712985992E-3,2.230237722E-1,-2.760124207E-2
3.490306526E0,-1.765537262E-2,1.980067790E-1,1.795768738E-2
3.495306526E0,-1.928234100E-2,1.848143488E-1,6.022262573E-2
3.500306526E0,-2.614831924E-2,1.847387552E-1,6.952476501E-2
3.505306526E0,-3.477811813E-2,1.803233773E-1,6.986522675E-2
3.510306526E0,-4.099416733E-2,1.664465368E-1,5.093288422E-2
3.515306526E0,-6.701755524E-2,1.629743725E-1,2.401447296E-2
3.520306526E0,-8.247089386E-2,1.492913514E-1,1.729869843E-2
3.525306526E0,-1.043367386E-1,1.432480961E-1,7.278442383E-3
3.530306526E0,-7.397794724E-2,1.275617480E-1,3.063201904E-3
3.535306526E0,-4.055023193E-2,9.012973309E-2,-9.926795959E-3
3.540306526E0,-1.990795135E-3,4.628644884E-2,1.552581787E-3
3.545306526E0,-1.676559448E-3,4.966214299E-3,-1.286506653E-3
3.550306526E0,-1.157474518E-2,-1.424169540E-2,3.245353699E-3
3.555306526E0,-2.185058594E-2,-2.399708331E-2,3.015995026E-2
3.560306526E0,-2.706527710E-2,-3.089854121E-2,-1.379871368E-2
3.565306526E0,1.214694977E-2,-2.877290547E-2,-4.790973663E-2
3.570306526E0,5.212116241E-2,-3.497788310E-2,-3.872299194E-2
3.575306526E0,6.425523758E-2,-6.139796972E-2,-2.884864807E-2
3.580306526E0,7.796144485E-2,-9.375934303E-2,5.731582642E-3
3.585306526E0,6.734848022E-2,-1.054773778E-1,2.722930908E-2
3.590306526E0,6.342220306E-2,-1.585151106E-1,6.304931641E-2
3.595306526E0,8.713245392E-2,-1.797074378E-1,9.011268616E-2
3.600306526E0,1.210398674E-1,-1.957466006E-1,8.455276489E-2
3.605306526E0,1.573781967E-1,-1.893994808E-1,4.854965210E-2
3.610306526E0,1.823096275E-1,-1.867431253E-1,1.312351227E-2
3.615306526E0,1.786437035E-1,-1.439339817E-1,-3.456783295E-2
3.620306526E0,1.434259415E-1,-9.997680783E-2,-3.957557678E-2
3.625306526E0,9.626626968E-2,-6.814341247E-2,-5.826663971E-2
3.630306526E0,7.452583313E-2,-4.312634468E-2,-7.341003418E-2
3.635306526E0,6.517314911E-2,-3.137713671E-2,-9.781169891E-2
3.640306526E0,6.768608093E-2,-2.908469737E-2,-9.627723694E-2
3.645306526E0,8.063173294E-2,-1.254148781E-2,-6.651496887E-2
3.650306526E0,8.204555511E-2,-4.262596369E-3,-1.295375824E-2
3.655306526E0,7.672071457E-2,4.913195968E-3,2.383899689E-2
3.660306526E0,6.522560120E-2,3.202800453E-2,3.467273712E-2
3.665306526E0,4.341936111E-2,6.782612205E-2,1.730728149E-2
3.670306526E0,2.520465851E-2,1.061381400E-1,3.131103516E-2
3.675306526E0,2.369642258E-2,1.168623120E-1,2.601623535E-2
3.680306526E0,4.131650925E-2,1.419354975E-1,2.052783966E-2
3.685306526E0,5.489301682E-2,1.724343002E-1,2.383708954E-2
3.690306526E0,5.397987366E-2,2.177271247E-1,3.183174133E-2
3.695306526E0,4.469490051E-2,2.468146384E-1,2.883815765E-2
3.700306526E0,3.623676300E-2,2.830007076E-1,2.895450592E-2
3.705306526E0,8.434295654E-3,2.992795408E-1,2.270698547E-2
3.710306526E0,5.591392517E-3,3.027975559E-1,1.367187500E-2
3.715306526E0,2.089405060E-2,3.115306795E-1,4.829406738E-3
3.720306526E0,4.895877838E-2,3.025372028E-1,1.310253143E-2
3.725306526E0,1.028676033E-1,2.588863075E-1,1.318931580E-2
3.730306526E0,1.371293068E-1,2.170391977E-1,3.024101257E-2
3.735306526E0,1.635975838E-1,1.916171610E-1,7.579708099E-2
3.740306526E0,1.786818504E-1,1.692170203E-1,9.633445740E-2
