Frequency;Channel A
(kHz);(dBu)

32,28187561;-64,95269000
32,32955933;-59,42268000
32,37724304;-62,26184000
32,42492676;-74,96741000
32,47261047;-65,30505000
32,52029419;-68,06207000
32,56797791;-60,67702000
32,61566162;-61,39744000
32,66334534;-64,45063000
32,71102905;-57,07283000
32,75871277;-52,48058000
32,80639648;-54,07219000
32,85408020;-66,06149000
32,90176392;-72,49155000
32,94944763;-64,25407000
32,99713135;-57,22342000
33,04481506;-54,59129000
33,09249878;-53,29976000
33,14018250;-58,30521000
33,18786621;-56,24324000
33,23554993;-52,51733000
33,28323364;-52,69524000
33,33091736;-53,88718000
33,37860107;-57,35926000
33,42628479;-58,02634000
33,47396851;-54,53310000
33,52165222;-54,20230000
33,56933594;-57,98844000
33,61701965;-59,99960000
33,66470337;-63,59035000
33,71238708;-63,93999000
33,76007080;-59,72075000
33,80775452;-66,18593000
33,85543823;-67,35948000
33,90312195;-58,21037000
33,95080566;-51,83733000
33,99848938;-50,52034000
34,04617310;-53,79091000
34,09385681;-60,92892000
34,14154053;-61,77987000
34,18922424;-63,46374000
34,23690796;-63,82741000
34,28459167;-58,30933000
34,33227539;-56,13355000
34,37995911;-58,13821000
34,42764282;-66,34946000
34,47532654;-62,82805000
34,52301025;-65,22874000
34,57069397;-60,80693000
34,61837769;-54,99133000
34,66606140;-50,63633000
34,71374512;-50,40160000
34,76142883;-52,70714000
34,80911255;-55,83397000
34,85679626;-59,38994000
34,90447998;-63,87587000
34,95216370;-60,71467000
34,99984741;-51,11628000
35,04753113;-52,86467000
35,09521484;-64,08945000
35,14289856;-70,65951000
35,19058228;-60,71915000
35,23826599;-58,11739000
35,28594971;-54,90635000
35,33363342;-52,41241000
35,38131714;-53,30160000
35,42900085;-59,02916000
35,47668457;-59,21883000
35,52436829;-54,81827000
35,57205200;-52,90865000
35,61973572;-51,94389000
35,66741943;-51,03759000
35,71510315;-49,90955000
35,76278687;-52,20416000
35,81047058;-61,40982000
35,85815430;-61,25159000
35,90583801;-61,58764000
35,95352173;-58,15712000
36,00120544;-53,02664000
36,04888916;-52,21230000
36,09657288;-54,31986000
36,14425659;-59,58652000
36,19194031;-56,08023000
36,23962402;-49,35278000
36,28730774;-49,77761000
36,33499146;-55,22169000
36,38267517;-54,05603000
36,43035889;-56,77943000
36,47804260;-59,12212000
36,52572632;-57,30952000
36,57341003;-54,62301000
36,62109375;-54,01645000
36,66877747;-54,12122000
36,71646118;-53,87981000
36,76414490;-68,17847000
36,81182861;-54,13620000
36,85951233;-55,33028000
36,90719604;-54,93812000
36,95487976;-52,78677000
37,00256348;-54,71962000
37,05024719;-53,43552000
37,09793091;-52,20677000
37,14561462;-51,55553000
37,19329834;-55,09856000
37,24098206;-62,02097000
37,28866577;-54,42131000
37,33634949;-53,39042000
37,38403320;-52,08370000
37,43171692;-53,34255000
37,47940063;-51,61623000
37,52708435;-50,03655000
37,57476807;-54,54713000
37,62245178;-61,22636000
37,67013550;-51,25090000
37,71781921;-53,51905000
37,76550293;-51,22337000
37,81318665;-52,02816000
37,86087036;-60,99344000
37,90855408;-56,70220000
