"Frequency[kHz]","Channel[dBu]"
16.16477966,-59.17282000
16.21246338,-59.07941000
16.26014709,-55.38625000
16.30783081,-56.94085000
16.35551453,-64.44922000
16.40319824,-57.53905000
16.45088196,-54.55470000
16.49856567,-55.37491000
16.54624939,-58.96398000
16.59393311,-61.62774000
16.64161682,-62.57870000
16.68930054,-68.25922000
16.73698425,-55.12867000
16.78466797,-54.07221000
16.83235168,-52.19418000
16.88003540,-49.93076000
16.92771912,-49.30285000
16.97540283,-50.61549000
17.02308655,-54.71222000
17.07077026,-60.24368000
17.11845398,-52.29698000
17.16613770,-51.44781000
17.21382141,-56.75963000
17.26150513,-58.31540000
17.30918884,-55.01343000
17.35687256,-57.58331000
17.40455627,-62.15518000
17.45223999,-56.65916000
17.49992371,-68.17206000
17.54760742,-56.72424000
17.59529114,-59.71192000
17.64297485,-69.22842000
17.69065857,-73.62714000
17.73834229,-58.25051000
17.78602600,-57.59857000
17.83370972,-56.04822000
17.88139343,-51.28281000
17.92907715,-48.69262000
17.97676086,-49.19235000
18.02444458,-55.03829000
18.07212830,-67.96053000
18.11981201,-78.75198000
18.16749573,-54.57142000
18.21517944,-53.05853000
18.26286316,-55.32473000
18.31054688,-54.20243000
18.35823059,-56.61425000
18.40591431,-61.25117000
18.45359802,-55.07874000
18.50128174,-54.91343000
18.54896545,-67.18469000
18.59664917,-60.47348000
18.64433289,-54.95959000
18.69201660,-55.22758000
18.73970032,-57.26294000
18.78738403,-63.21899000
18.83506775,-66.39732000
18.88275146,-60.93999000
18.93043518,-57.40845000
18.97811890,-54.44041000
19.02580261,-50.68115000
19.07348633,-50.74185000
19.12117004,-53.34245000
19.16885376,-53.15681000
19.21653748,-54.09370000
19.26422119,-55.21762000
19.31190491,-54.45597000
19.35958862,-55.99520000
19.40727234,-64.55550000
19.45495605,-59.47373000
19.50263977,-54.87473000
19.55032349,-57.52811000
19.59800720,-58.01800000
19.64569092,-61.32069000
19.69337463,-63.74232000
19.74105835,-68.47623000
19.78874207,-60.39019000
19.83642578,-50.80958000
19.88410950,-48.26823000
19.93179321,-49.11170000
19.97947693,-53.66610000
20.02716064,-59.81666000
20.07484436,-61.36388000
20.12252808,-62.86258000
20.17021179,-59.90526000
20.21789551,-54.90200000
20.26557922,-54.77436000
20.31326294,-53.92173000
20.36094666,-54.35806000
20.40863037,-55.76512000
20.45631409,-56.36952000
20.50399780,-56.28260000
20.55168152,-52.95562000
20.59936523,-52.84280000
20.64704895,-60.02050000
20.69473267,-59.93419000
20.74241638,-53.99377000
20.79010010,-51.73561000
20.83778381,-50.20668000
20.88546753,-49.86621000
20.93315125,-50.17209000
20.98083496,-51.88199000
21.02851868,-56.34715000
21.07620239,-56.57423000
21.12388611,-56.56571000
21.17156982,-55.73276000
21.21925354,-52.89894000
21.26693726,-54.48591000
21.31462097,-57.25036000
21.36230469,-55.59364000
21.40998840,-61.90517000
21.45767212,-62.47029000
21.50535583,-57.60674000
21.55303955,-52.52885000
21.60072327,-50.27610000
21.64840698,-54.88527000
21.69609070,-63.19199000
21.74377441,-61.13818000
21.79145813,-57.14310000
21.83914185,-58.60778000
21.88682556,-56.67165000
21.93450928,-57.17395000
21.98219299,-61.19905000
22.02987671,-62.51684000
22.07756042,-60.90196000
22.12524414,-70.72729000
22.17292786,-57.96753000
22.22061157,-53.06049000
22.26829529,-56.56649000
22.31597900,-55.39732000
22.36366272,-60.45074000
22.41134644,-57.80330000
22.45903015,-56.31097000
22.50671387,-65.03126000
22.55439758,-57.15203000
22.60208130,-57.50632000
22.64976501,-53.29090000
22.69744873,-52.16016000
22.74513245,-51.75290000
22.79281616,-51.26420000
22.84049988,-51.56323000
22.88818359,-53.91711000
22.93586731,-55.10355000
22.98355103,-54.97727000
23.03123474,-53.61726000
23.07891846,-57.08170000
23.12660217,-63.38696000
23.17428589,-66.16031000
23.22196960,-56.32119000
23.26965332,-55.15581000
23.31733704,-49.30634000
23.36502075,-48.36345000
23.41270447,-50.74623000
23.46038818,-50.43652000
23.50807190,-51.28313000
23.55575562,-53.98895000
23.60343933,-53.36266000
23.65112305,-50.23740000
23.69880676,-50.14912000
23.74649048,-50.18633000
23.79417419,-52.67563000
23.84185791,-60.51488000
23.88954163,-66.81509000
23.93722534,-57.76976000
23.98490906,-56.20390000
24.03259277,-58.68055000
24.08027649,-60.33691000
24.12796021,-54.18325000
24.17564392,-53.75552000
24.22332764,-52.97983000
24.27101135,-55.26662000
24.31869507,-65.72040000
24.36637878,-62.08471000
24.41406250,-56.99017000
24.46174622,-54.86046000
24.50942993,-57.95319000
24.55711365,-69.63349000
24.60479736,-57.13462000
24.65248108,-58.33747000
24.70016479,-57.22076000
24.74784851,-54.23554000
24.79553223,-53.67137000
24.84321594,-55.26456000
24.89089966,-50.93773000
24.93858337,-54.39149000
24.98626709,-59.97932000
25.03395081,-61.07835000
25.08163452,-61.61594000
25.12931824,-56.19413000
25.17700195,-57.72578000
25.22468567,-62.43273000
25.27236938,-64.61211000
25.32005310,-64.66256000
25.36773682,-56.74773000
25.41542053,-50.25259000
25.46310425,-52.92227000
25.51078796,-61.91080000
25.55847168,-65.94706000
25.60615540,-59.14841000
25.65383911,-57.67666000
25.70152283,-58.50048000
25.74920654,-53.92023000
25.79689026,-54.59822000
25.84457397,-53.96252000
25.89225769,-52.86552000
25.93994141,-55.17899000
25.98762512,-60.79942000
26.03530884,-61.19884000
26.08299255,-63.83250000
26.13067627,-59.42986000
26.17835999,-52.30757000
26.22604370,-50.85756000
26.27372742,-51.96186000
26.32141113,-53.51742000
26.36909485,-58.18014000
26.41677856,-57.30509000
26.46446228,-55.16503000
26.51214600,-55.96164000
26.55982971,-66.59972000
26.60751343,-62.06024000
26.65519714,-70.84636000
26.70288086,-60.29053000
26.75056458,-59.59271000
26.79824829,-60.11827000
26.84593201,-60.25016000
26.89361572,-64.75487000
26.94129944,-71.85654000
26.98898315,-58.05679000
27.03666687,-54.27655000
27.08435059,-54.84912000
27.13203430,-62.28312000
27.17971802,-64.32681000
27.22740173,-56.00448000
27.27508545,-52.55169000
27.32276917,-52.50701000
27.37045288,-57.06593000
27.41813660,-57.26733000
27.46582031,-52.37130000
27.51350403,-57.37965000
27.56118774,-52.90166000
27.60887146,-49.51849000
27.65655518,-50.80949000
27.70423889,-56.39205000
27.75192261,-86.56150000
27.79960632,-70.48689000
27.84729004,-58.26803000
27.89497375,-57.98663000
27.94265747,-57.24413000
27.99034119,-50.48201000
28.03802490,-51.74862000
28.08570862,-57.46639000
28.13339233,-57.49889000
28.18107605,-56.97445000
28.22875977,-56.79165000
28.27644348,-63.40318000
28.32412720,-68.40171000
28.37181091,-63.69752000
28.41949463,-67.33357000
28.46717834,-59.48434000
28.51486206,-53.50937000
28.56254578,-54.00991000
28.61022949,-54.04042000
28.65791321,-54.31200000
28.70559692,-55.00502000
28.75328064,-53.76968000
28.80096436,-57.90837000
28.84864807,-63.32261000
28.89633179,-53.60894000
28.94401550,-53.14736000
28.99169922,-53.37217000
29.03938293,-52.87820000
29.08706665,-54.95216000
29.13475037,-58.02729000
29.18243408,-57.14952000
29.23011780,-48.87285000
29.27780151,-47.78021000
29.32548523,-52.71378000
29.37316895,-56.26739000
29.42085266,-54.97887000
29.46853638,-57.56244000
29.51622009,-58.12836000
29.56390381,-56.83456000
29.61158752,-55.90934000
29.65927124,-53.80712000
29.70695496,-54.82987000
29.75463867,-53.16721000
29.80232239,-51.92318000
29.85000610,-52.69215000
29.89768982,-54.12650000
29.94537354,-58.33405000
29.99305725,-64.23463000
30.04074097,-55.19962000
30.08842468,-50.38712000
30.13610840,-50.90623000
30.18379211,-52.67581000
30.23147583,-54.89335000
30.27915955,-60.05388000
30.32684326,-69.29398000
30.37452698,-59.94623000
30.42221069,-57.10991000
30.46989441,-53.90865000
30.51757813,-59.87479000
30.56526184,-51.56698000
30.61294556,-48.21533000
30.66062927,-50.86670000
30.70831299,-56.24258000
30.75599670,-60.42124000
30.80368042,-63.77496000
30.85136414,-57.84785000
30.89904785,-54.72780000
30.94673157,-53.68153000
30.99441528,-52.91355000
31.04209900,-53.85432000
31.08978271,-58.39539000
31.13746643,-54.26509000
31.18515015,-54.18665000
31.23283386,-57.78563000
31.28051758,-57.75271000
31.32820129,-58.87007000
31.37588501,-64.15337000
31.42356873,-54.63048000
31.47125244,-58.38257000
31.51893616,-67.97389000
31.56661987,-67.10927000
31.61430359,-63.81367000
31.66198730,-57.30327000
31.70967102,-59.98989000
31.75735474,-67.72818000
31.80503845,-55.84102000
31.85272217,-54.03142000
31.90040588,-60.13644000
31.94808960,-59.08755000
31.99577332,-52.95150000
32.04345703,-53.18876000
32.09114075,-52.24070000
32.13882446,-52.61355000
32.18650818,-54.75502000
32.23419189,-60.03928000
32.28187561,-54.19987000
32.32955933,-50.57639000
32.37724304,-52.28595000
32.42492676,-67.87385000
32.47261047,-55.57682000
32.52029419,-49.11813000
32.56797791,-48.99588000
32.61566162,-54.86382000
32.66334534,-78.39023000
32.71102905,-58.43596000
32.75871277,-58.64045000
32.80639648,-60.09353000
32.85408020,-55.97160000
32.90176392,-55.46379000
32.94944763,-53.47982000
32.99713135,-53.47531000
33.04481506,-62.80652000
33.09249878,-64.96773000
33.14018250,-61.50118000
33.18786621,-55.49041000
33.23554993,-57.27612000
33.28323364,-55.53639000
33.33091736,-53.52892000
33.37860107,-61.37868000
33.42628479,-64.56026000
33.47396851,-54.40019000
33.52165222,-52.53051000
33.56933594,-53.72446000
33.61701965,-54.43544000
33.66470337,-53.27160000
33.71238708,-54.12195000
33.76007080,-60.82437000
33.80775452,-66.68323000
33.85543823,-57.60616000
33.90312195,-50.40934000
33.95080566,-49.92169000
33.99848938,-55.31961000
34.04617310,-59.73786000
34.09385681,-59.12804000
34.14154053,-53.74518000
34.18922424,-52.12045000
34.23690796,-62.23456000
34.28459167,-54.40045000
34.33227539,-52.25938000
34.37995911,-51.64436000
34.42764282,-51.18092000
34.47532654,-55.41442000
34.52301025,-59.02668000
34.57069397,-58.09685000
34.61837769,-63.39800000
34.66606140,-65.94857000
34.71374512,-60.77866000
34.76142883,-54.91605000
34.80911255,-57.77226000
34.85679626,-67.79538000
34.90447998,-72.59834000
34.95216370,-68.13309000
34.99984741,-63.51955000
35.04753113,-54.12428000
35.09521484,-53.03802000
35.14289856,-52.56784000
35.19058228,-52.36949000
35.23826599,-69.24162000
35.28594971,-51.87174000
35.33363342,-50.25821000
35.38131714,-54.46709000
35.42900085,-60.89801000
35.47668457,-57.08858000
35.52436829,-53.32339000
35.57205200,-56.39223000
35.61973572,-56.37657000
35.66741943,-51.05667000
35.71510315,-50.95972000
35.76278687,-51.61276000
35.81047058,-54.90455000
35.85815430,-58.90072000
35.90583801,-58.12306000
35.95352173,-56.60389000
36.00120544,-57.47720000
36.04888916,-60.04630000
36.09657288,-66.27680000
36.14425659,-59.95931000
36.19194031,-70.13770000
36.23962402,-59.46968000
36.28730774,-60.82824000
36.33499146,-53.67130000
36.38267517,-54.65618000
36.43035889,-67.67857000
36.47804260,-56.96645000
36.52572632,-60.77193000
36.57341003,-80.12311000
36.62109375,-56.33624000
36.66877747,-53.63972000
36.71646118,-52.46695000
36.76414490,-51.20212000
36.81182861,-55.21871000
36.85951233,-61.34934000
36.90719604,-61.09909000
36.95487976,-64.66862000
37.00256348,-55.90900000
37.05024719,-52.51011000
37.09793091,-55.23960000
37.14561462,-57.61296000
37.19329834,-59.29748000
37.24098206,-59.16853000
37.28866577,-59.92779000
37.33634949,-58.78084000
37.38403320,-57.66807000
37.43171692,-66.10439000
37.47940063,-57.13067000
37.52708435,-54.80103000
37.57476807,-61.16986000
37.62245178,-60.44051000
37.67013550,-54.74672000
37.71781921,-55.70956000
37.76550293,-70.78208000
37.81318665,-63.91372000
37.86087036,-70.72606000
37.90855408,-61.32615000
37.95623779,-55.20594000
38.00392151,-50.66452000
38.05160522,-54.19356000
38.09928894,-57.33353000
38.14697266,-54.47959000
38.19465637,-61.26705000
38.24234009,-63.99709000
38.29002380,-60.04696000
38.33770752,-61.06913000
38.38539124,-53.61523000
38.43307495,-53.77357000
38.48075867,-56.40736000
38.52844238,-57.76109000
38.57612610,-59.35461000
38.62380981,-56.81654000
38.67149353,-52.85217000
38.71917725,-51.56706000
38.76686096,-58.07749000
38.81454468,-61.20261000
38.86222839,-55.71136000
38.90991211,-54.01257000
38.95759583,-53.61376000
39.00527954,-63.60516000
39.05296326,-54.68250000
39.10064697,-51.80132000
39.14833069,-57.29876000
39.19601440,-54.42634000
39.24369812,-62.22766000
39.29138184,-62.44594000
39.33906555,-55.77039000
39.38674927,-53.91870000
39.43443298,-55.11894000
39.48211670,-58.42068000
39.52980042,-60.62621000
39.57748413,-67.96786000
39.62516785,-59.67928000
39.67285156,-55.35542000
39.72053528,-54.91782000
39.76821899,-53.64963000
39.81590271,-53.56386000
39.86358643,-53.05930000
39.91127014,-51.65590000
39.95895386,-56.79182000
40.00663757,-63.34811000
40.05432129,-61.02650000
40.10200500,-64.69824000
40.14968872,-57.04678000
40.19737244,-54.11858000
40.24505615,-53.18449000
40.29273987,-54.58071000
40.34042358,-55.86520000
40.38810730,-57.03804000
40.43579102,-61.75562000
40.48347473,-62.70921000
40.53115845,-53.23058000
40.57884216,-51.33289000
40.62652588,-50.44279000
40.67420959,-49.75643000
40.72189331,-51.13834000
40.76957703,-57.72086000
40.81726074,-65.22532000
40.86494446,-62.65449000
40.91262817,-53.65509000
40.96031189,-52.65495000
41.00799561,-55.72044000
41.05567932,-62.36036000
41.10336304,-58.60070000
41.15104675,-54.62045000
41.19873047,-57.32677000
41.24641418,-58.73813000
41.29409790,-61.59288000
41.34178162,-60.04517000
41.38946533,-63.12727000
41.43714905,-54.50613000
41.48483276,-50.54238000
41.53251648,-51.88486000
41.58020020,-49.14935000
41.62788391,-47.51247000
41.67556763,-51.16120000
41.72325134,-55.68537000
41.77093506,-59.66016000
41.81861877,-65.85056000
41.86630249,-66.85297000
41.91398621,-68.51320000
41.96166992,-67.42281000
42.00935364,-55.41911000
42.05703735,-53.52313000
42.10472107,-60.30299000
42.15240479,-64.40504000
42.20008850,-56.59816000
42.24777222,-59.16629000
42.29545593,-57.65355000
42.34313965,-52.55236000
42.39082336,-53.87982000
42.43850708,-56.52481000
42.48619080,-60.28963000
42.53387451,-57.89742000
42.58155823,-59.30260000
42.62924194,-52.54589000
42.67692566,-50.03154000
42.72460938,-53.01031000
42.77229309,-61.75549000
42.81997681,-54.93722000
42.86766052,-50.80014000
42.91534424,-55.54437000
42.96302795,-61.01520000
43.01071167,-62.11893000
43.05839539,-58.81104000
43.10607910,-55.92419000
43.15376282,-62.12580000
43.20144653,-51.99095000
43.24913025,-51.48554000
43.29681396,-55.20948000
43.34449768,-57.29159000
43.39218140,-59.33910000
43.43986511,-60.98369000
43.48754883,-62.61788000
43.53523254,-59.36433000
43.58291626,-58.15174000
43.63059998,-59.80013000
43.67828369,-55.58514000
43.72596741,-55.81409000
43.77365112,-59.18758000
43.82133484,-70.76789000
43.86901855,-57.90369000
43.91670227,-68.89951000
43.96438599,-57.57061000
44.01206970,-53.45888000
44.05975342,-55.36500000
44.10743713,-53.71421000
44.15512085,-51.42088000
44.20280457,-52.42104000
44.25048828,-56.07319000
44.29817200,-67.61031000
44.34585571,-59.33818000
44.39353943,-56.23127000
44.44122314,-59.97248000
44.48890686,-64.69535000
44.53659058,-63.05908000
44.58427429,-65.08436000
44.63195801,-65.62395000
44.67964172,-61.78809000
44.72732544,-67.11649000
44.77500916,-61.85069000
44.82269287,-64.57600000
44.87037659,-64.23725000
44.91806030,-62.05371000
44.96574402,-76.71489000
45.01342773,-61.30125000
45.06111145,-62.83349000
45.10879517,-58.22887000
45.15647888,-52.35628000
45.20416260,-52.43390000
45.25184631,-57.27245000
45.29953003,-66.35680000
45.34721375,-62.77548000
45.39489746,-66.53451000
45.44258118,-59.35035000
45.49026489,-51.56182000
45.53794861,-49.68248000
45.58563232,-50.64228000
45.63331604,-53.80722000
45.68099976,-57.02732000
45.72868347,-54.88555000
45.77636719,-61.40451000
45.82405090,-73.10956000
45.87173462,-56.89978000
45.91941833,-54.05905000
45.96710205,-54.49080000
46.01478577,-53.38803000
46.06246948,-52.66014000
46.11015320,-54.21659000
46.15783691,-62.03251000
46.20552063,-60.87040000
46.25320435,-58.84979000
46.30088806,-53.53163000
46.34857178,-56.37988000
46.39625549,-78.35567000
46.44393921,-58.87936000
46.49162292,-57.22196000
46.53930664,-58.69679000
46.58699036,-73.49139000
46.63467407,-61.72099000
46.68235779,-55.31824000
46.73004150,-51.51434000
46.77772522,-52.11395000
46.82540894,-54.89298000
46.87309265,-54.02148000
46.92077637,-53.65866000
46.96846008,-55.59107000
47.01614380,-57.54517000
47.06382751,-55.26421000
47.11151123,-56.44199000
47.15919495,-63.88286000
47.20687866,-57.80989000
47.25456238,-57.06377000
47.30224609,-59.53214000
47.34992981,-65.18066000
47.39761353,-57.43961000
47.44529724,-60.53680000
47.49298096,-63.17636000
47.54066467,-66.54523000
47.58834839,-59.21505000
47.63603210,-53.97543000
47.68371582,-51.11316000
47.73139954,-53.03439000
47.77908325,-60.39415000
47.82676697,-55.14835000
47.87445068,-53.58642000
47.92213440,-54.84990000
47.96981812,-58.58553000
48.01750183,-51.47814000
48.06518555,-54.84280000
48.11286926,-59.74614000
48.16055298,-52.52650000
48.20823669,-54.23942000
48.25592041,-71.93298000
48.30360413,-61.61343000
48.35128784,-59.10357000
48.39897156,-53.89927000
48.44665527,-49.34737000
48.49433899,-50.20687000
48.54202271,-57.47265000
48.58970642,-59.42767000
48.63739014,-54.16976000
48.68507385,-59.99167000
48.73275757,-60.28567000
48.78044128,-55.89736000
48.82812500,-56.81620000
48.87580872,-56.36448000
48.92349243,-53.65889000
48.97117615,-53.47670000
49.01885986,-57.53119000
49.06654358,-61.45141000
49.11422729,-59.56956000
49.16191101,-53.76567000
49.20959473,-51.35088000
49.25727844,-52.13671000
49.30496216,-58.16335000
49.35264587,-52.11745000
49.40032959,-52.37843000
49.44801331,-59.79113000
49.49569702,-56.98502000
49.54338074,-52.31632000
49.59106445,-49.67009000
49.63874817,-51.79398000
49.68643188,-65.61845000
49.73411560,-55.41801000
49.78179932,-54.24352000
49.82948303,-48.90459000
49.87716675,-51.92779000
49.92485046,-56.71330000
49.97253418,-65.67620000
50.02021790,-71.03576000
50.06790161,-60.56520000
50.11558533,-60.31990000
50.16326904,-66.53670000
50.21095276,-55.44370000
50.25863647,-57.18755000
50.30632019,-58.48243000
50.35400391,-53.78777000
50.40168762,-58.37708000
50.44937134,-63.43843000
50.49705505,-64.82902000
50.54473877,-77.84988000
50.59242249,-69.29988000
50.64010620,-61.48937000
50.68778992,-55.78402000
50.73547363,-56.91214000
50.78315735,-58.54465000
50.83084106,-56.45011000
50.87852478,-51.57250000
50.92620850,-52.94070000
50.97389221,-58.77950000
51.02157593,-61.62494000
51.06925964,-72.40292000
51.11694336,-55.93360000
