Frequency;Channel A
(kHz);(dBu)

34,71374512;-51,73627000
34,76142883;-58,06527000
34,80911255;-59,77844000
34,85679626;-64,74293000
34,90447998;-68,36688000
34,95216370;-56,54705000
34,99984741;-53,38464000
35,04753113;-55,74711000
35,09521484;-56,28960000
35,14289856;-54,26939000
35,19058228;-50,42197000
35,23826599;-54,59203000
35,28594971;-53,18907000
35,33363342;-51,44076000
35,38131714;-53,94335000
35,42900085;-56,44854000
35,47668457;-54,33258000
35,52436829;-52,02105000
35,57205200;-49,40615000
35,61973572;-47,75142000
35,66741943;-48,49369000
35,71510315;-52,59842000
35,76278687;-56,86853000
35,81047058;-54,22916000
35,85815430;-48,77733000
35,90583801;-47,71312000
35,95352173;-50,88077000
36,00120544;-52,10883000
36,04888916;-53,65274000
36,09657288;-54,99236000
36,14425659;-62,89138000
36,19194031;-63,69366000
36,23962402;-58,32618000
36,28730774;-66,57675000
36,33499146;-58,21349000
36,38267517;-55,53725000
36,43035889;-73,32185000
36,47804260;-55,84412000
36,52572632;-65,44822000
36,57341003;-58,84063000
36,62109375;-55,88631000
36,66877747;-56,17750000
36,71646118;-60,92467000
36,76414490;-67,06711000
36,81182861;-69,30588000
36,85951233;-69,63576000
36,90719604;-62,66529000
36,95487976;-64,06201000
37,00256348;-66,79051000
37,05024719;-55,00011000
37,09793091;-52,18804000
37,14561462;-53,56628000
37,19329834;-59,19293000
37,24098206;-67,69431000
37,28866577;-53,72913000
37,33634949;-50,67150000
37,38403320;-54,24403000
37,43171692;-51,37144000
37,47940063;-52,61610000
37,52708435;-64,53882000
37,57476807;-68,17549000
37,62245178;-59,77501000
37,67013550;-54,02287000
37,71781921;-53,88670000
37,76550293;-54,16560000
37,81318665;-50,67081000
37,86087036;-48,60216000
37,90855408;-50,16589000
37,95623779;-53,88973000
38,00392151;-54,64125000
38,05160522;-61,68449000
38,09928894;-74,73836000
38,14697266;-58,12651000
38,19465637;-50,31122000
38,24234009;-49,90265000
38,29002380;-56,44856000
38,33770752;-64,75520000
38,38539124;-59,45943000
38,43307495;-65,11897000
38,48075867;-52,97375000
38,52844238;-51,60440000
38,57612610;-59,82611000
38,62380981;-60,04681000
38,67149353;-55,51011000
38,71917725;-53,04995000
38,76686096;-52,98751000
38,81454468;-52,44737000
38,86222839;-51,69979000
38,90991211;-53,07832000
38,95759583;-54,56312000
39,00527954;-54,65578000
39,05296326;-62,71103000
39,10064697;-55,03500000
39,14833069;-50,31794000
39,19601440;-56,40641000
39,24369812;-59,29325000
39,29138184;-65,28123000
39,33906555;-63,74853000
39,38674927;-52,91519000
39,43443298;-51,62000000
39,48211670;-65,41757000
