Frequency;Channel A
(kHz);(dBu)

43,24913025;-62,08619000
43,29681396;-62,21837000
43,34449768;-59,92569000
43,39218140;-63,66840000
43,43986511;-63,55811000
43,48754883;-59,53562000
43,53523254;-59,53463000
43,58291626;-56,43245000
43,63059998;-56,17348000
43,67828369;-64,48805000
43,72596741;-79,14380000
43,77365112;-66,72977000
43,82133484;-58,21220000
43,86901855;-52,45234000
43,91670227;-51,28238000
43,96438599;-54,23112000
44,01206970;-62,69376000
44,05975342;-53,77618000
44,10743713;-56,01791000
44,15512085;-61,03808000
44,20280457;-63,89109000
44,25048828;-60,76999000
44,29817200;-59,43901000
44,34585571;-58,02761000
44,39353943;-52,19296000
44,44122314;-51,99200000
44,48890686;-52,66118000
44,53659058;-51,11334000
44,58427429;-52,00440000
44,63195801;-58,39116000
44,67964172;-57,24987000
44,72732544;-57,70851000
44,77500916;-52,70774000
44,82269287;-54,07605000
44,87037659;-52,35245000
44,91806030;-51,20504000
44,96574402;-49,92268000
45,01342773;-50,11190000
45,06111145;-54,24589000
45,10879517;-50,62537000
45,15647888;-51,14199000
45,20416260;-81,97778000
45,25184631;-50,62533000
45,29953003;-49,28998000
45,34721375;-54,08920000
45,39489746;-65,66909000
45,44258118;-85,61914000
45,49026489;-63,55066000
45,53794861;-54,76156000
45,58563232;-55,46263000
45,63331604;-66,86231000
45,68099976;-61,11475000
45,72868347;-54,34898000
45,77636719;-52,26522000
45,82405090;-55,47356000
45,87173462;-62,37655000
45,91941833;-52,84148000
45,96710205;-49,41491000
46,01478577;-51,77434000
46,06246948;-58,72339000
46,11015320;-52,91970000
46,15783691;-49,92773000
46,20552063;-50,34811000
46,25320435;-53,30024000
46,30088806;-55,55939000
46,34857178;-59,82647000
46,39625549;-58,16603000
46,44393921;-56,75547000
46,49162292;-56,06331000
46,53930664;-52,53691000
46,58699036;-51,61253000
46,63467407;-55,78452000
46,68235779;-61,65698000
46,73004150;-57,24993000
46,77772522;-51,10271000
46,82540894;-51,32230000
46,87309265;-54,24924000
46,92077637;-55,09598000
46,96846008;-53,99422000
47,01614380;-52,39886000
47,06382751;-49,55690000
47,11151123;-50,27126000
47,15919495;-54,29767000
47,20687866;-61,72027000
47,25456238;-54,35872000
47,30224609;-53,81976000
47,34992981;-57,29983000
47,39761353;-59,17262000
47,44529724;-58,37116000
47,49298096;-54,44542000
47,54066467;-52,42076000
47,58834839;-54,76185000
47,63603210;-64,56062000
47,68371582;-61,11336000
47,73139954;-55,01162000
47,77908325;-53,62965000
47,82676697;-54,91519000
47,87445068;-70,14825000
47,92213440;-58,35809000
47,96981812;-54,29419000
48,01750183;-56,65224000
48,06518555;-59,39773000
48,11286926;-55,37713000
48,16055298;-54,34650000
48,20823669;-57,70603000
48,25592041;-60,50701000
48,30360413;-55,72174000
48,35128784;-58,63931000
48,39897156;-73,77824000
48,44665527;-57,76659000
48,49433899;-57,40482000
48,54202271;-57,85020000
48,58970642;-53,97697000
48,63739014;-52,55652000
48,68507385;-52,14001000
48,73275757;-52,80619000
48,78044128;-56,24595000
48,82812500;-59,01175000
48,87580872;-61,87718000
48,92349243;-63,67744000
48,97117615;-57,75631000
49,01885986;-53,59733000
49,06654358;-52,56212000
49,11422729;-52,55336000
49,16191101;-51,51955000
49,20959473;-55,65567000
49,25727844;-79,27802000
49,30496216;-59,43121000
49,35264587;-56,26235000
49,40032959;-62,68656000
49,44801331;-86,76324000
49,49569702;-60,96678000
49,54338074;-56,72380000
49,59106445;-62,97977000
49,63874817;-76,05755000
49,68643188;-59,95948000
49,73411560;-58,21042000
49,78179932;-71,81133000
49,82948303;-60,23354000
49,87716675;-53,55900000
49,92485046;-50,80722000
49,97253418;-56,61457000
50,02021790;-55,60455000
50,06790161;-50,96704000
50,11558533;-52,76023000
50,16326904;-54,58998000
50,21095276;-64,04476000
50,25863647;-58,90459000
50,30632019;-54,96839000
50,35400391;-59,37589000
50,40168762;-55,98219000
50,44937134;-62,47311000
50,49705505;-56,34045000
50,54473877;-54,73902000
50,59242249;-56,02097000
50,64010620;-64,38809000
50,68778992;-61,92205000
50,73547363;-55,07511000
50,78315735;-57,94048000
