"Frequency[kHz]","Channel A[dBu]"
30.42221069,-50.87982000
30.46989441,-48.98595000
30.51757813,-48.84235000
30.56526184,-51.72508000
30.61294556,-56.44965000
30.66062927,-55.83740000
30.70831299,-54.58750000
30.75599670,-53.13900000
30.80368042,-58.98324000
30.85136414,-63.77243000
30.89904785,-56.92870000
30.94673157,-60.18101000
30.99441528,-60.29142000
31.04209900,-53.40327000
31.08978271,-50.99339000
31.13746643,-50.85245000
31.18515015,-57.03659000
31.23283386,-64.31956000
31.28051758,-64.64226000
31.32820129,-60.97191000
31.37588501,-60.41313000
31.42356873,-62.72070000
31.47125244,-61.17997000
31.51893616,-55.56705000
31.56661987,-64.57449000
31.61430359,-55.23489000
31.66198730,-57.06451000
31.70967102,-61.10362000
31.75735474,-57.51697000
31.80503845,-51.36131000
31.85272217,-51.26146000
31.90040588,-49.99434000
31.94808960,-50.15019000
31.99577332,-57.55711000
32.04345703,-60.76503000
32.09114075,-60.26683000
32.13882446,-63.24894000
32.18650818,-59.61675000
32.23419189,-54.69607000
32.28187561,-53.88666000
32.32955933,-50.30693000
32.37724304,-50.20239000
32.42492676,-54.79332000
32.47261047,-74.68613000
32.52029419,-55.82566000
32.56797791,-51.58448000
32.61566162,-53.69251000
32.66334534,-56.18592000
32.71102905,-58.41418000
32.75871277,-55.05820000
32.80639648,-58.08639000
32.85408020,-76.17664000
32.90176392,-62.20559000
32.94944763,-56.87603000
32.99713135,-52.76770000
33.04481506,-51.52819000
33.09249878,-53.49942000
33.14018250,-54.79424000
33.18786621,-53.63916000
33.23554993,-54.24565000
33.28323364,-58.20264000
33.33091736,-52.08191000
33.37860107,-50.95013000
33.42628479,-56.05251000
33.47396851,-60.39127000
33.52165222,-62.72070000
33.56933594,-59.04415000
33.61701965,-56.03504000
33.66470337,-53.58765000
33.71238708,-59.65053000
33.76007080,-60.92782000
33.80775452,-70.47944000
33.85543823,-62.65426000
33.90312195,-65.38578000
33.95080566,-56.89726000
33.99848938,-48.78432000
34.04617310,-47.68066000
34.09385681,-55.51308000
34.14154053,-59.31940000
34.18922424,-56.27637000
34.23690796,-57.59156000
34.28459167,-59.23228000
34.33227539,-66.53928000
34.37995911,-66.26039000
34.42764282,-60.08730000
34.47532654,-61.00339000
34.52301025,-57.94732000
34.57069397,-62.43940000
34.61837769,-64.17038000
34.66606140,-65.01128000
34.71374512,-56.34077000
34.76142883,-53.50510000
34.80911255,-53.14808000
34.85679626,-53.63219000
34.90447998,-59.81766000
34.95216370,-57.46132000
34.99984741,-54.13245000
35.04753113,-57.48587000
35.09521484,-61.92886000
35.14289856,-61.78530000
35.19058228,-58.27626000
35.23826599,-69.13006000
35.28594971,-58.41737000
35.33363342,-58.94628000
35.38131714,-60.62150000
35.42900085,-57.33026000
35.47668457,-59.44630000
35.52436829,-49.95842000
35.57205200,-51.85258000
35.61973572,-64.65889000
35.66741943,-50.29477000
35.71510315,-47.50598000
35.76278687,-51.17799000
35.81047058,-70.71758000
35.85815430,-56.43125000
35.90583801,-54.10453000
35.95352173,-50.94734000
36.00120544,-48.08847000
36.04888916,-50.08459000
36.09657288,-61.99506000
36.14425659,-56.68599000
36.19194031,-51.01552000
36.23962402,-49.33591000
36.28730774,-50.39814000
36.33499146,-55.11443000
36.38267517,-60.14823000
36.43035889,-55.31091000
36.47804260,-54.20395000
36.52572632,-53.71622000
36.57341003,-56.28015000
36.62109375,-61.28342000
36.66877747,-57.50937000
36.71646118,-54.32396000
36.76414490,-51.21132000
36.81182861,-53.21931000
36.85951233,-57.50156000
36.90719604,-57.18051000
36.95487976,-53.43519000
37.00256348,-51.64886000
37.05024719,-52.42693000
37.09793091,-53.21525000
37.14561462,-55.23962000
37.19329834,-55.88853000
37.24098206,-56.74749000
37.28866577,-55.86031000
37.33634949,-57.31730000
37.38403320,-58.93948000
37.43171692,-59.12271000
37.47940063,-60.50022000
37.52708435,-58.10680000
37.57476807,-58.37378000
37.62245178,-57.32605000
37.67013550,-52.89498000
37.71781921,-48.26409000
37.76550293,-47.23123000
37.81318665,-46.83847000
37.86087036,-46.56479000
37.90855408,-47.20480000
37.95623779,-47.64085000
38.00392151,-50.26471000
38.05160522,-54.07902000
38.09928894,-56.48245000
38.14697266,-56.53664000
38.19465637,-54.23524000
38.24234009,-62.92165000
38.29002380,-61.77078000
38.33770752,-55.51646000
38.38539124,-53.01696000
38.43307495,-53.35267000
38.48075867,-52.97430000
38.52844238,-52.93291000
38.57612610,-56.09395000
38.62380981,-60.93951000
38.67149353,-52.31025000
38.71917725,-49.33218000
38.76686096,-55.21479000
38.81454468,-60.37438000
38.86222839,-54.35110000
38.90991211,-54.37855000
38.95759583,-58.14666000
39.00527954,-62.27410000
39.05296326,-59.10294000
39.10064697,-70.46187000
39.14833069,-59.44479000
39.19601440,-57.57171000
39.24369812,-56.22804000
39.29138184,-55.43903000
39.33906555,-61.25389000
39.38674927,-58.56441000
39.43443298,-54.84098000
39.48211670,-52.82482000
39.52980042,-56.33776000
39.57748413,-65.24908000
39.62516785,-66.96893000
39.67285156,-66.09613000
39.72053528,-53.54145000
39.76821899,-52.76354000
39.81590271,-58.89582000
39.86358643,-51.02586000
39.91127014,-49.42889000
39.95895386,-51.16664000
40.00663757,-53.86285000
40.05432129,-53.37275000
40.10200500,-53.04899000
40.14968872,-52.94317000
40.19737244,-58.63686000
40.24505615,-71.24703000
40.29273987,-56.97240000
40.34042358,-55.46205000
40.38810730,-62.33556000
40.43579102,-63.65278000
40.48347473,-68.39886000
40.53115845,-55.65252000
40.57884216,-56.64871000
40.62652588,-65.96760000
40.67420959,-70.11231000
40.72189331,-59.47663000
40.76957703,-58.63793000
40.81726074,-59.82820000
40.86494446,-65.38152000
40.91262817,-65.05280000
40.96031189,-63.33533000
41.00799561,-72.54255000
41.05567932,-61.29652000
41.10336304,-60.21019000
41.15104675,-64.24502000
41.19873047,-57.76256000
41.24641418,-57.80016000
41.29409790,-51.38128000
41.34178162,-50.49551000
41.38946533,-55.95133000
41.43714905,-59.28793000
41.48483276,-55.17950000
41.53251648,-54.82229000
41.58020020,-53.29349000
41.62788391,-54.55648000
41.67556763,-67.73865000
41.72325134,-60.22338000
41.77093506,-53.51731000
41.81861877,-53.93250000
41.86630249,-60.91986000
41.91398621,-69.35585000
41.96166992,-60.08398000
42.00935364,-56.86003000
42.05703735,-57.58009000
42.10472107,-64.93958000
42.15240479,-71.65954000
42.20008850,-75.14357000
42.24777222,-61.26814000
42.29545593,-57.09972000
42.34313965,-56.37693000
42.39082336,-55.25698000
42.43850708,-53.35437000
42.48619080,-56.52695000
42.53387451,-54.63554000
42.58155823,-60.01135000
42.62924194,-59.83263000
42.67692566,-54.61517000
42.72460938,-53.78775000
42.77229309,-54.12468000
42.81997681,-56.81610000
42.86766052,-62.40693000
42.91534424,-55.69158000
42.96302795,-49.38414000
43.01071167,-50.65215000
43.05839539,-57.06210000
43.10607910,-58.85946000
43.15376282,-58.58917000
43.20144653,-52.59256000
43.24913025,-56.13886000
43.29681396,-57.30705000
43.34449768,-55.34515000
43.39218140,-55.81316000
43.43986511,-57.39018000
43.48754883,-59.70414000
43.53523254,-68.12084000
43.58291626,-66.80072000
43.63059998,-67.18730000
43.67828369,-62.43544000
43.72596741,-71.53055000
43.77365112,-53.37887000
43.82133484,-52.88174000
43.86901855,-57.07186000
43.91670227,-57.20545000
43.96438599,-60.74511000
44.01206970,-56.13356000
44.05975342,-53.63180000
44.10743713,-57.40683000
44.15512085,-57.19790000
44.20280457,-54.29433000
44.25048828,-53.01218000
44.29817200,-53.58529000
44.34585571,-57.29843000
44.39353943,-68.72447000
44.44122314,-64.40652000
44.48890686,-67.70010000
44.53659058,-63.81212000
44.58427429,-63.45810000
44.63195801,-67.79347000
44.67964172,-58.41430000
44.72732544,-56.14128000
44.77500916,-55.29112000
44.82269287,-52.60926000
44.87037659,-51.28415000
44.91806030,-51.92129000
44.96574402,-54.72482000
45.01342773,-58.22520000
45.06111145,-56.91850000
45.10879517,-54.95065000
45.15647888,-55.60114000
45.20416260,-58.69604000
45.25184631,-61.10724000
45.29953003,-59.51847000
45.34721375,-58.65566000
45.39489746,-61.78629000
45.44258118,-61.27571000
45.49026489,-55.90310000
45.53794861,-55.80350000
45.58563232,-68.78671000
45.63331604,-49.86878000
45.68099976,-46.65776000
45.72868347,-48.99171000
45.77636719,-53.08401000
45.82405090,-53.57647000
45.87173462,-54.42641000
45.91941833,-55.92526000
45.96710205,-55.11868000
46.01478577,-60.29105000
46.06246948,-58.60923000
46.11015320,-57.46918000
46.15783691,-57.98058000
46.20552063,-61.62821000
46.25320435,-68.64252000
46.30088806,-59.36007000
46.34857178,-59.02787000
46.39625549,-63.90755000
46.44393921,-54.45832000
46.49162292,-56.22268000
46.53930664,-59.79760000
46.58699036,-66.63316000
46.63467407,-60.36596000
46.68235779,-58.64885000
46.73004150,-59.60314000
46.77772522,-59.32137000
46.82540894,-62.31847000
46.87309265,-67.88918000
46.92077637,-62.24010000
46.96846008,-56.44186000
47.01614380,-62.68301000
47.06382751,-60.28793000
47.11151123,-59.86549000
47.15919495,-60.80058000
47.20687866,-56.98472000
47.25456238,-53.37721000
47.30224609,-51.38116000
47.34992981,-52.53016000
47.39761353,-62.36972000
47.44529724,-67.17331000
47.49298096,-62.94489000
47.54066467,-70.55411000
47.58834839,-62.52182000
47.63603210,-54.33410000
47.68371582,-55.15052000
47.73139954,-58.60480000
47.77908325,-63.90383000
47.82676697,-54.74680000
47.87445068,-58.23597000
47.92213440,-58.93501000
47.96981812,-55.82264000
48.01750183,-61.11389000
48.06518555,-63.47866000
48.11286926,-61.40517000
48.16055298,-59.54692000
48.20823669,-59.77963000
48.25592041,-54.76097000
48.30360413,-52.87956000
48.35128784,-51.75170000
48.39897156,-49.64371000
48.44665527,-50.38344000
48.49433899,-51.43807000
48.54202271,-52.16328000
48.58970642,-55.53490000
48.63739014,-55.78009000
48.68507385,-51.22612000
48.73275757,-56.16124000
48.78044128,-67.39698000
48.82812500,-68.42664000
48.87580872,-56.99616000
48.92349243,-53.56712000
48.97117615,-55.14410000
49.01885986,-60.77605000
49.06654358,-62.39061000
49.11422729,-58.55518000
49.16191101,-59.29349000
49.20959473,-60.19447000
49.25727844,-62.76702000
49.30496216,-65.47250000
49.35264587,-58.81306000
49.40032959,-58.90891000
49.44801331,-63.04971000
49.49569702,-59.38997000
49.54338074,-52.04489000
49.59106445,-51.83226000
49.63874817,-55.99173000
49.68643188,-59.45150000
49.73411560,-59.73306000
49.78179932,-62.32861000
49.82948303,-61.74801000
49.87716675,-57.36700000
49.92485046,-53.16395000
49.97253418,-51.74192000
50.02021790,-52.36696000
50.06790161,-58.25506000
50.11558533,-58.64973000
50.16326904,-51.20859000
50.21095276,-52.49098000
50.25863647,-56.77831000
50.30632019,-59.26078000
50.35400391,-60.03394000
50.40168762,-55.66278000
50.44937134,-51.15631000
50.49705505,-51.39856000
50.54473877,-57.02839000
50.59242249,-48.84365000
50.64010620,-48.80553000
50.68778992,-56.90378000
50.73547363,-61.80522000
50.78315735,-59.49066000
50.83084106,-67.03481000
50.87852478,-64.86691000
50.92620850,-72.82805000
50.97389221,-64.81731000
51.02157593,-63.03839000
51.06925964,-64.43227000
51.11694336,-58.24518000
